,PCCL3Ctrl_mean,PCCL3Ctrl_std,PCCL3Ctrl_n,PCCL3TSH0_mean,PCCL3TSH0_std,PCCL3TSH0_n,PCCL3TSH24_mean,PCCL3TSH24_std,PCCL3TSH24_n,PCCL3TSH48_mean,PCCL3TSH48_std,PCCL3TSH48_n,minuslog10_pvalue,fold_change,log2_fold_change
LysoPC(18:3),0.00012192184276172552,1.7892800355996654e-05,3,6.633368995721631e-05,1.2049591622871867e-05,3,0.0001181172168667383,3.2036378667306885e-05,3,7.0062598122596e-05,1.8246285374989557e-06,3,0.20468382347695951,1.0562143937384572,0.07890270722412582
LysoPC(20:0),0.0001234222593981669,1.997032797825175e-05,3,9.306274936334771e-05,1.1275855488983093e-05,3,0.00012979810822629753,3.192777183666759e-05,3,7.055458057631935e-05,4.39892405385833e-06,3,1.4914660164290754,0.7581398686261779,-0.3994640602662137
LysoPC(20:1),0.00032809670435128227,2.9695191685365446e-05,3,0.00030344680197286975,5.919105287380002e-05,3,0.0003984807384579935,8.023992080511253e-05,3,0.00039640436228305403,3.355192968521761e-05,3,1.1128141372738534,1.3063389025879248,0.38552922280752483
LysoPC(20:4),3.8656317441711044e-05,5.798801950468696e-06,3,0.00011059081096656587,2.6084894661439807e-05,3,3.460711487338698e-05,1.3351794999787021e-05,3,3.408440613189212e-05,6.219186105768549e-06,3,2.107454700505001,0.3082028772010417,-1.6980477648182488
LysoPC(20:2),7.800500460433813e-05,4.538233774571736e-06,3,0.00014123092234014559,1.4587052568771784e-05,3,8.868446008554889e-05,1.879197560389635e-05,3,9.634556153939715e-05,4.598397004518608e-06,3,2.1508492030379713,0.6821846090288575,-0.5517658886434931
LysoPC(20:3),0.00011513365266375183,3.1251511056053084e-05,3,0.00026958090778566977,1.2302225330229426e-05,3,0.0001677624273755037,2.790775758571911e-05,3,9.852136883548689e-05,9.194487309301397e-06,3,4.371026011697359,0.36546122514661267,-1.4522097482340708
LysoPC(16:1),0.00017732817440606008,2.0438469121877276e-05,3,0.00020273113475400762,1.3371436945363664e-05,3,0.00012780375391591771,2.0145153830635124e-05,3,7.02298069577071e-05,1.6499477851376324e-06,3,4.15704727416248,0.3464184573470839,-1.5294122952681397
LysoPC(25:1),0.0005778670485577829,0.0002046338383637422,3,0.0007736465951964245,8.022045157226317e-05,3,0.0006721368268211228,0.00014639876585925617,3,0.0005289591655151296,5.720546580757432e-05,3,1.8985489377093712,0.6837219588368121,-0.5485183343337415
LysoPC(16:1),0.00017732817440606008,2.0438469121877276e-05,3,0.00020273113475400762,1.3371436945363664e-05,3,0.00012780375391591771,2.0145153830635124e-05,3,7.02298069577071e-05,1.6499477851376324e-06,3,4.15704727416248,0.3464184573470839,-1.5294122952681397
LysoPCEX(18:1),0.002366105891730031,0.0001801277206534824,3,0.0024835052877868508,0.0003072266976703106,3,0.002843676613805892,0.0004147637700196589,3,0.0029400140145337786,0.00012278383844010712,3,1.123905818844639,1.183816289416376,0.24344521364263685
PC(37:4),0.00012842657103945095,7.204700897998713e-06,3,0.00015483478971075156,1.971330845921839e-05,3,0.00010185734491324361,9.77502383652048e-06,3,9.719832314021742e-05,8.273592912110354e-06,3,2.021270118544364,0.6277550628111073,-0.6717263360850932
PC(36:0),4.361638975616428e-05,3.061891661304209e-06,3,3.463271646086965e-05,1.6754167802974383e-06,3,3.7423820580253965e-05,5.737600268244591e-06,3,3.377609483230881e-05,4.8606169102283485e-06,3,0.10389645351259713,0.9752655374426459,-0.03613301715878226
PC(28:0),0.00042520236393341196,0.00017170657535144505,3,0.0003672123050625378,9.18339937979211e-06,3,0.0012461426866218976,0.00016299094757767402,3,0.0003506881438446869,2.613464215222607e-05,3,0.4438360162805049,0.9550010688910963,-0.06642574699235733
PC(28:1),3.2810279264562646e-05,1.507570194295092e-05,3,2.5147536288322085e-05,1.9923688956049976e-06,3,0.00013842674448982288,1.3011361778995174e-05,3,4.741663726094215e-05,2.612122858134837e-06,3,3.521357361436807,1.8855380788519354,0.9149762863141684
PC(29:0),6.522482891267263e-05,1.428010118839517e-05,3,5.029709694800947e-05,1.3991637345259482e-06,3,0.00010013831062425376,8.240322798693358e-06,3,3.22991250555573e-05,4.830476237544515e-06,3,2.4628787623943635,0.6421667852708058,-0.6389800482670294
PC(30:0),0.0031353457548756072,0.0006065607790898597,3,0.002557924682313448,8.88263830376114e-05,3,0.0052525828760979125,0.0006194206780537814,3,0.002262823484691944,0.00020850459960902225,3,1.0598119432826505,0.8846325696522825,-0.1768497357495555
PC(31:0),0.0001843712224669225,3.340543382740301e-05,3,8.995972562000658e-05,8.694526380569046e-06,3,0.00015393798541313132,5.335038418552126e-06,3,4.230492955813283e-05,2.8712107907635317e-06,3,3.0764439558607806,0.47026521331146026,-1.0884534784882203
PC(33:0),8.376071004027791e-05,3.843689661399406e-06,3,5.363712350158541e-05,1.789502255074827e-06,3,7.689053399745174e-05,8.190529355195765e-06,3,3.454866688802939e-05,3.307318758600159e-06,3,3.0347899966883753,0.6441185625289582,-0.6346018260675018
PC(34:0),6.168708350773443e-05,3.9706809484929e-06,3,5.856012182396103e-05,1.3246427702089176e-06,3,5.656635514575935e-05,4.4096610621361e-06,3,4.1647710759552596e-05,6.347566680192526e-06,3,1.9714966381620196,0.7111957670571583,-0.4916813574235879
PC(22:0),2.329609474592796e-05,9.332341069843753e-06,3,3.8943620581926196e-05,3.0385886522145504e-06,3,2.7681524940172654e-05,4.273047690084726e-06,3,2.676021417866224e-05,1.5228940028505665e-06,3,2.465445917743714,0.6871527038007788,-0.541297354598795
PC(30:1),0.002578993961591705,0.0008160054193543374,3,0.0023771209373868647,9.379723368763518e-05,3,0.0070799562126190735,9.173940836486303e-05,3,0.004010920086900086,0.00010113922229669082,3,4.476990589884315,1.6873016529437639,0.7547179192699159
PC(32:1),0.06894208103036749,0.0099963007268842,3,0.05368527094795997,0.0006123446954847346,3,0.11038695147026893,0.0030260549137397,3,0.08296949843572905,0.0013781399479841072,3,5.3315104681037555,1.545479737191899,0.6280547391237334
PC(32:2),0.005089621344318508,0.0015187142166404749,3,0.004498294416793371,1.0526626442302771e-05,3,0.013192538791590635,0.0004846409116257428,3,0.011309808588565064,0.00023180843380155743,3,6.047878892017081,2.5142437423265216,1.3301245180162153
PC(32:3),7.86680183896365e-05,3.6879908479067924e-05,3,0.00011842721195827134,1.1659598136733824e-05,3,0.0002134689174781351,1.4731270869480075e-05,3,0.0001359736673890765,4.387259991297115e-06,3,1.147264349302162,1.148162361847949,0.1993266682071732
PC(32:4),2.5184293006213332e-05,7.368343828461195e-06,3,2.1642169239591952e-05,3.1617784799748476e-06,3,5.096987468284462e-05,8.80735286137861e-06,3,4.2688710641192304e-05,4.548093521205212e-06,3,2.559104797642349,1.9724783670528754,0.9800094777207715
PC(34:4),0.00047755094617223207,3.52279321006372e-05,3,0.00038286548027491367,9.831840006415533e-06,3,0.0006456084651114887,9.931587031555811e-05,3,0.0006712680370912935,7.109990239250321e-05,3,2.6496917783408387,1.7532738564189556,0.8100513585845386
PC(34:5),3.128866719160307e-05,2.866420796611335e-06,3,2.0599858114753477e-05,3.2953050896275224e-06,3,5.0254122411318614e-05,1.4679788377101996e-05,3,4.414247051530306e-05,5.521440378498887e-06,3,2.4994264069514243,2.1428531337159322,1.099532974363256
PC(36:6),0.00014223802076286616,5.024930244667456e-06,3,9.71649843659527e-05,4.983576776882913e-06,3,0.00012339788227132175,1.2140499732719299e-05,3,6.342758530474282e-05,3.7964038568081133e-06,3,3.1334541136999836,0.6527823342805816,-0.6153260795366736
PC(38:1),0.012922172036611715,0.0003747525588509005,3,0.013185559709061656,0.00027263924095532186,3,0.010383146539095006,0.0001801255069237686,3,0.00860190288527614,0.00014151839332375533,3,4.8756894100179204,0.6523729803721992,-0.6162310643554565
PC(33:1),0.0027737401576442915,0.00012624967431454947,3,0.0016506138713571767,1.8208628533548415e-05,3,0.002066039032010089,0.0001354422444985246,3,0.0012234605462652347,4.0398001610594127e-05,3,4.122656524791613,0.7412154759485174,-0.43203509096269577
PC(33:2),0.0003928477394764944,4.788885560935995e-05,3,0.0002691640478297327,6.3503159437551755e-06,3,0.0005457369883426396,8.78375591749364e-06,3,0.00033295919873078733,1.4308029554374933e-05,3,2.6727305286501117,1.237012154540825,0.306859675908158
PC(34:2),0.034660718400781464,0.002157934131972395,3,0.034976675386249795,0.0001968645842388148,3,0.043385066577984334,0.0003701063111354462,3,0.04770593533059984,0.0006770874551646101,3,5.2051918734629465,1.3639356743824267,0.4477756059179507
PC(34:3),0.0029063494000078744,0.000388126419797066,3,0.002856327784675653,7.232612428932269e-05,3,0.004282084743303227,0.0002504816723567986,3,0.005144317283185665,0.00015059323018383033,3,4.727534596278045,1.801024837130106,0.8488180769451098
PC(36:3),0.015222532947391404,0.0006594998216792651,3,0.01968589646098332,0.0006619214469461717,3,0.01388478835429402,0.0004718428843339041,3,0.016039613255680416,0.0005291589410532115,3,2.761474744438577,0.8147768778257218,-0.29552305557459024
PC(36:4),0.005020108033326794,0.00017120010789577347,3,0.006573878793754442,0.000268521046092358,3,0.004505753156967927,0.00012636047538515163,3,0.00320986124543735,6.401781989701682e-05,3,4.526064247246588,0.4882750878350389,-1.0342339224284538
PC(36:5),0.001865852497400885,0.00013245719418975967,3,0.0011322152535806656,8.435638393054207e-05,3,0.0009970500190989745,9.29064239657035e-05,3,0.0005921248904813405,1.972182396112321e-05,3,3.379692730241489,0.522979078941683,-0.9351748602904512
PC(38:4),0.005403858896332501,0.00012253495306944405,3,0.008211324504200635,0.0004932465715194593,3,0.0046347466850713516,9.752525030148058e-05,3,0.004104071607900894,4.1658559511526316e-05,3,3.865756441502768,0.49980628652556475,-1.0005590472398196
PC(38:5),0.0031483778252320194,0.00012174197926570613,3,0.0034608464875255083,0.0001426476519327426,3,0.00214608794130263,5.2302405652805964e-05,3,0.0016923293209980053,2.7341191806161633e-05,3,4.52461420006855,0.48899288861784046,-1.0321146105490702
PC(38:6),0.0022308801106317557,6.327691928084087e-05,3,0.002874227398673702,7.899443054701274e-05,3,0.0016539512586733363,4.338549442233347e-05,3,0.0009252526117696572,1.3481071276849076e-05,3,5.721624429245514,0.32191350350240566,-1.6352549991921512
PC(39:5),4.5045135634346975e-05,2.590876040927796e-06,3,5.818069390245304e-05,3.999763999253166e-06,3,3.60078135392916e-05,7.164883431427869e-06,3,2.5443767433854035e-05,3.661536564926044e-06,3,3.325428174700642,0.43732320340684805,-1.1932281982132473
PC(40:1),0.004755814400765093,0.00011928095030103835,3,0.0048007387886557056,6.443068188930329e-05,3,0.003600931313206437,0.00011645228513594489,3,0.0028827385043455,9.53690041479418e-05,3,5.066746936580945,0.6004780995703204,-0.7358164654717865
PC(42:2),0.0011402203110470858,5.1007942839107035e-05,3,0.0013276586645743268,3.6095288583674914e-05,3,0.0011512154036736747,8.511536284676266e-05,3,0.000979097987122025,5.6358607704806255e-05,3,3.0775796013843832,0.7374621303254498,-0.43935912795863896
PC(38:7),0.00018628245649538732,2.2492069906427622e-05,3,0.00022471133080872172,8.221495381980118e-06,3,0.00024208525939882554,1.5518682568180846e-05,3,0.00016393038888170178,8.567459696043578e-06,3,3.048721361227003,0.7295154556369133,-0.4549895512410778
PC(35:1),0.001488567861894746,4.437699043874567e-05,3,0.0009873786019453958,1.2994441801013201e-05,3,0.0008861604274969826,7.138883892654354e-05,3,0.0005836168494183771,2.1436415543706967e-05,3,5.007864426746778,0.5910770683793413,-0.7585818444849086
PC(39:6),3.320476224403545e-05,1.7130297895867108e-06,3,3.7995330705055176e-05,6.583213365328098e-06,3,1.9468791293637027e-05,3.2798791279759835e-06,3,9.478937996927358e-06,1.364085651334658e-06,3,2.7380296347595836,0.24947639146791822,-2.003024798457855
PC(36:1),0.03945763920592483,0.0003027698458434994,3,0.036620641222574156,0.0006394241783476951,3,0.03087051278644252,0.0007455059376422699,3,0.031467138083293995,0.0012199178655482366,3,2.534311523598677,0.8592732686476453,-0.21881108037237432
PC(36:2),0.04289310954333506,0.001885805046653671,3,0.046995383831955805,0.0013556139813372368,3,0.03766277978453054,0.0007673737742021515,3,0.048457301683921254,0.00232949613663947,3,0.39720778137616614,1.0311076904317436,0.04419501780621251
PC(38:2),0.012599902500890964,0.0002885604299390189,3,0.017205822311172115,0.0006740631452050205,3,0.012356582368670413,0.00034263214265279273,3,0.013675744731060672,0.0005513952914498868,3,2.6640000712649505,0.7948323819536782,-0.3312774448308214
PC(38:3),0.008060616470120413,0.00025227800636662396,3,0.012125356035633326,0.000402901485602826,3,0.007057731717803044,0.00014666838340329997,3,0.007979661626380362,0.0003738902724149189,3,3.7028889098186806,0.6580970985866454,-0.6036276335489753
PC(40:3),0.0025048118489186225,5.449973188417991e-05,3,0.004504187817640682,5.852167729736737e-05,3,0.0023162428249002636,8.302388312137271e-05,3,0.0024075316120638107,0.00013506978083254687,3,4.795279404863547,0.5345095962994031,-0.9037122453339625
PC(40:4),0.0016357947287829553,4.53608810793587e-05,3,0.0031498067092669804,9.339165483695273e-05,3,0.0016035300096461378,0.0001005138317868153,3,0.0013203774888211858,5.053421457080502e-05,3,5.124310587620832,0.4191931793581272,-1.2543128517387612
PC(40:5),0.0011997369540524122,1.086504227504899e-05,3,0.001731314136243698,7.121824364888906e-05,3,0.0008902098846188147,6.329455536010374e-05,3,0.000654433889345755,6.7559873645942145e-06,3,4.890861441850557,0.3779983514520542,-1.4035481523911
PC(40:6),0.0023883033619461103,7.564607880162987e-05,3,0.0026238894857159973,0.00010290163882670838,3,0.0013594539034869951,3.4882325634591424e-05,3,0.0006964452912838068,2.6500944123225428e-05,3,5.213477579819818,0.2654247806834606,-1.9136250244799753
PC(42:1),0.0006273105649878524,6.374531444094544e-06,3,0.0005476263212919165,9.589764661778406e-06,3,0.0005335745150989039,4.1537743740598105e-05,3,0.0003377352413340844,3.2540127379010683e-05,3,3.3668494869459824,0.616725727385284,-0.6972990637214719
PC(40:7),0.0008907157468453667,4.0806351379118485e-05,3,0.001480382052929017,3.911308135380686e-05,3,0.0008093388354293386,7.601767386495455e-05,3,0.0005972739573769603,2.0042912845689608e-05,3,5.390720658865415,0.40345933415986845,-1.3095048274870866
PC(40:8),0.00010274590211940161,6.906880221133186e-06,3,0.00014635234313949803,3.4507753458371806e-06,3,7.748540655480942e-05,6.790824550288423e-06,3,6.48894564367235e-05,3.3091655361843816e-06,3,5.105154751421503,0.4433783227841668,-1.1733898577815327
PC(40:2),0.005847936057602599,0.00019798627388158764,3,0.008317731868067916,0.00033918522008895686,3,0.005797078263169977,0.0002674677123109356,3,0.005972757344894327,0.00037740995026060945,3,2.879031671934803,0.7180752445055323,-0.47779306812698735
PC(42:5),0.0003975197020565071,3.665247149697272e-05,3,0.0007253448530871433,8.722258853201429e-06,3,0.0003153323855725689,2.7926909265849317e-05,3,0.00023318573411673874,9.402650419403821e-06,3,6.5129019918145294,0.32148257911292255,-1.6371875337209256
PC(42:6),0.0006879138321613589,1.8527834225666374e-05,3,0.0007021959731884792,7.201126666387698e-06,3,0.00032580574752613667,3.2841511042390805e-05,3,0.00015777909072161835,1.1397914490379957e-06,3,7.6688966987368365,0.22469381304650154,-2.1539676944906665
PC(44:1),3.42508009013847e-05,1.2715192049200046e-06,3,3.703463983089575e-05,2.3152058309769014e-06,3,4.379546588703968e-05,6.98930643111757e-06,3,1.9330267766240187e-05,4.065354148244491e-06,3,2.5525856261083324,0.5219510127411613,-0.9380136846282137
PC(44:2),8.044251934401078e-05,2.17876162000118e-06,3,0.00011811287075125586,3.228130199328474e-06,3,0.00011247079396457239,1.6179849609902978e-05,3,7.293237242723015e-05,5.801745259876601e-06,3,3.5279499425937355,0.6174803132236517,-0.6955349540886165
PC(30:2),4.1309814235425076e-05,2.6530011330888388e-05,3,4.6599927721107434e-05,4.411360143850214e-06,3,0.0001838541431647743,7.004676777898246e-06,3,0.0001003642087570127,4.165111853810225e-06,3,3.978366648535858,2.153741725902994,1.106845254014171
PC(33:4),4.286675427104165e-05,2.2459452919253253e-05,3,6.438645449908858e-05,2.7645122597272088e-06,3,3.058725135197309e-05,1.2369528907340623e-05,3,5.0428023884180026e-05,7.2525548329511175e-06,3,1.4473141996931496,0.7832085844219587,-0.3525315170817136
PC(35:2),0.0011434349090326805,4.8729393334258834e-05,3,0.0007944139562967009,9.564044920998646e-06,3,0.0007962158310600951,7.782317402379894e-05,3,0.0006259324452537561,5.216739465548856e-05,3,2.274047551261055,0.7879172316806332,-0.3438840079918451
PC(35:3),0.0002895547104921076,1.993311917152711e-06,3,0.0002727057332760245,1.5868285218112513e-05,3,0.00023463298183375752,1.796458851454768e-05,3,0.00020964901231980895,1.3561387403590603e-05,3,2.195606345724396,0.7687737613774644,-0.37936899781914046
PC(37:1),0.00027474299179960183,2.1592310080687658e-05,3,0.00020192081520362787,1.4266867199429427e-05,3,0.0001638957815901389,1.1578100983882259e-05,3,9.47693918199326e-05,1.3715809674016262e-05,3,3.1424748434007657,0.46933938793958424,-1.0912965554659655
PC(37:2),0.0006942539010686222,2.3909767282829802e-05,3,0.0006013745903717251,2.5684571710169047e-05,3,0.00040752994706307527,3.255817356916302e-05,3,0.0003286104321453593,3.729007435804396e-05,3,3.321766083845453,0.546432186205667,-0.8718856304546199
PC(37:3),0.00036443451963049907,1.9291444825192386e-05,3,0.00035953774855328104,9.907006963413123e-06,3,0.00024076901567100087,3.6716867828214344e-06,3,0.00020712615445473218,4.312424475488836e-06,3,4.778515698373278,0.5760901471074253,-0.7956335113295715
PC(37:5),4.447350934246356e-05,9.508277018327366e-06,3,3.070659855476564e-05,2.064744683411593e-06,3,2.821649847066092e-05,2.6588730912763326e-06,3,2.177537306172495e-05,3.133628889184291e-06,3,1.836049625718341,0.7091431186325724,-0.49585127460929396
PC(39:1),0.00011394269242469042,1.5675674266351833e-05,3,6.532355862246026e-05,7.469573893069263e-06,3,5.625127966797398e-05,4.673033988087583e-06,3,3.38293428201496e-05,1.7370578057783214e-06,3,2.6852457939089445,0.5178735441476396,-0.949328235398898
PC(39:2),0.00021545726750139385,1.9466691327535846e-05,3,0.0002093035486811491,7.395691300768209e-06,3,0.00013201046359016526,1.5785289661883647e-05,3,8.794613894884775e-05,1.218667034027914e-05,3,3.909661644306486,0.4201846528785998,-1.2509046259280021
PC(39:4),9.082322999669939e-05,6.105541350815749e-06,3,0.00012874321767791504,5.787566204919147e-06,3,6.262669407046586e-05,1.589377295689047e-05,3,5.123596436585245e-05,5.741439342182503e-06,3,4.098941558940116,0.3979702021587861,-1.3292676812217217
PC(39:3),0.00013611752577003956,1.2229902149484339e-05,3,0.00018253775939817616,2.618129864395823e-05,3,0.00011742530870483281,2.1650932384449644e-05,3,6.796582577725572e-05,7.640345295805234e-06,3,2.7222514911002507,0.3723384465840814,-1.425313502516282
PC(41:2),5.553758608210413e-05,1.4102517149603909e-05,3,6.519472475888739e-05,5.3279505104696695e-06,3,4.502201400165194e-05,4.16946430769459e-06,3,3.067284591117976e-05,4.414037628118466e-06,3,3.006132750613701,0.4704804878710439,-1.087793203252157
PC(42:4),0.0005441012307065306,2.1792293040709537e-05,3,0.001303949412078109,6.237076885279679e-05,3,0.0005879034544491573,7.240591523863417e-05,3,0.00040824455875503306,1.562282504666835e-05,3,4.756927910756505,0.3130831265182383,-1.675382337750396
PC(42:3),0.000665669164120458,2.6700920148981117e-05,3,0.0011652456279150967,3.893852103935214e-05,3,0.0006574327742318019,4.339818189413668e-05,3,0.0005904290796644979,5.672369633803827e-05,3,3.8774928462508456,0.5066992447943502,-0.9807984162780574
PC(42:7),0.000485762570716544,1.627513172346282e-05,3,0.000578847582211539,3.56201135417058e-05,3,0.00029527545954240327,4.747490793194806e-05,3,0.00020672245418663815,1.4442481808499105e-05,3,4.130090991171387,0.3571276110316234,-1.4854884158542296
PC(42:8),7.626662281005437e-05,4.061006939700377e-06,3,0.00012707098863381613,1.57102277577023e-05,3,4.582354068277991e-05,7.333648744785996e-06,3,2.856838876840232e-05,7.309195088055005e-06,3,3.2242461260917175,0.22482227513574016,-2.1531431116603543
PC(42:9),5.4758007040827685e-05,4.4645718590165985e-06,3,0.00011082599531969538,2.0850801148360662e-06,3,6.000575895994764e-05,7.923870083197956e-06,3,2.364975996012437e-05,2.34466860027281e-06,3,5.952498823266586,0.2133954212809264,-2.2283988735805456
PC(44:4),0.0001032241724383021,6.604162964832161e-06,3,0.000223833789757618,1.047679667448172e-05,3,0.00023029500145145096,5.856849752301126e-05,3,7.623243229845711e-05,1.2855344093868167e-05,3,3.9858001719054026,0.3405760693280787,-1.5539510276766029
PC(44:6),0.00010258294521115076,5.457989989799073e-06,3,0.00015355310809925062,9.375862748155732e-06,3,6.920382180117956e-05,2.2039406779273065e-06,3,2.5960421992321135e-05,5.6669064882939684e-06,3,4.447964287943647,0.1690647770902908,-2.5643519745261174
PC(44:3),8.947501094081285e-05,1.2878982222084326e-05,3,0.0001589253928887283,1.8999458766705454e-05,3,9.7727732827094e-05,5.9183358861762e-06,3,6.810313797067942e-05,1.053471969712608e-05,3,2.7143467240287107,0.4285226969258579,-1.2225564754382867
PC(44:5),9.37079548126506e-05,6.878726505652839e-06,3,0.00015458998763298126,1.0705682152219185e-05,3,8.356951136892224e-05,5.083384008066156e-06,3,4.731497748511511e-05,2.4210463236884453e-06,3,4.146341746983928,0.30606754169259415,-1.7080780389870296
PC(44:7),0.00019924179592935081,7.981633636494397e-06,3,0.00023914614039678795,1.9618799831998925e-05,3,0.00010239520176863627,1.6071417632407534e-05,3,4.259756299281246e-05,1.1589086654359727e-06,3,4.185843595295131,0.17812356462092666,-2.4890497063934394
PC(34:1),0.0016983922896681655,5.0725545744732086e-05,3,0.001171843576795053,1.6364990134740312e-05,3,0.0011786128184962516,5.990959279421772e-05,3,0.0012203295454966975,4.6631817985254267e-05,3,0.7838682258615125,1.0413758027622182,0.05849079000431032
PC(14:0),1.4009735726762163e-05,7.627614216955731e-07,3,1.6961378239258588e-05,1.610480660696114e-07,3,1.9993170320934802e-05,5.1303762678230725e-06,3,7.350859059493093e-06,1.057840168517641e-06,3,4.001366346014953,0.4333880747072127,-1.206268638727274
PC(30:0),0.00011485142521565219,1.854318783359581e-05,3,4.934202156034854e-05,2.929941859397359e-06,3,0.00011218715791809165,1.0573268570697102e-05,3,4.6875491778236366e-05,6.153221129371986e-06,3,0.24814191545222952,0.950011578283321,-0.07398299846468319
PC(30:1),0.00019013985921889043,1.977349071118973e-05,3,0.00017598358059555232,5.35280783165875e-06,3,0.00016985535250276863,9.067854945074084e-06,3,0.0001220061207695783,1.0911256641897395e-05,3,2.8135418534385286,0.6932812729272414,-0.5284873042436808
PC(32:0),0.00028579313161200315,4.753583232006692e-05,3,9.414247249618836e-05,3.0597264059043983e-06,3,0.0003752858537584305,6.640829955235542e-05,3,0.00011774737405422724,6.891931937722058e-06,3,2.2510617033544245,1.2507359423664448,0.3227772372659028
PC(32:1),0.0016157780376529587,0.00011386057774150835,3,0.0011761168779315257,5.576983880264167e-06,3,0.0014538014926513169,1.2623195541050512e-05,3,0.0013342023840977983,5.82318169472584e-05,3,2.024895513483073,1.134413092042606,0.18194608765123751
PC(32:2),0.0011014907771717604,6.913740226485184e-05,3,0.001282545057116948,4.6471078784970846e-05,3,0.0012805313436117496,2.6477782001520614e-05,3,0.0008311901055269951,2.0614025471209322e-05,3,3.981556817903405,0.6480786783393323,-0.6257591244324392
PC(32:3),3.4150132786546566e-05,5.396522396204709e-06,3,4.5080847265780174e-05,2.579892881117345e-07,3,4.165350564983736e-05,3.2620123474549235e-06,3,2.57777582381389e-05,3.830472308741055e-06,3,3.018901038234238,0.5718117515884888,-0.8063878250683695
PC(34:4),4.699239660778831e-05,9.44778351025159e-06,3,6.56070742858696e-05,9.461401865016197e-06,3,4.7500463572535464e-05,5.9495370810878734e-06,3,3.0477375506881747e-05,3.6259013425164532e-06,3,2.4122479131057397,0.464544042523261,-1.1061127126653272
PC(34:2),0.003105356631024241,0.000201139259464429,3,0.003443462064404054,0.00015125086014861492,3,0.002492808029801141,3.54841718090199e-05,3,0.0017023151418296496,1.71512658453584e-05,3,4.41688444598246,0.49436152046712395,-1.0163616420814134
PC(34:3),0.0009131904121126544,3.128674151327428e-05,3,0.0010828455015986238,3.436089609728285e-05,3,0.0007648090356507206,4.238596439358086e-05,3,0.0006005181367734856,4.422509367122045e-05,3,3.9294609741614908,0.5545741621375627,-0.850547692762312
PC(36:1),0.0009976740614862348,4.043529865284953e-05,3,0.0005505873174597792,1.5919713904066113e-05,3,0.0005685075305208986,4.260162482437682e-05,3,0.0007064305702485348,4.1601520256544344e-05,3,2.426705269900592,1.2830491147303624,0.35957639741255876
PC(36:3),0.001554779697409794,4.113910761155279e-05,3,0.001895004690610196,4.8038635012643214e-05,3,0.0011482699326284798,8.26044653707702e-05,3,0.0009284567140095363,5.5771508376457324e-05,3,4.654856065070101,0.48994955981379185,-1.0292948631129701
PC(36:4),0.0010037384339505043,5.3942432709339015e-05,3,0.00225040936817121,9.019901403975419e-05,3,0.0007674332576490958,6.012994554223281e-05,3,0.0004620016156462999,1.2510715949982753e-05,3,5.351097068875907,0.20529669942751103,-2.2842176615852168
PC(36:5),0.0005617396727848636,3.729166229013533e-05,3,0.001283867371478537,5.378110218532661e-05,3,0.00026810717124662806,2.2381722750207242e-05,3,0.0001413454763405503,1.5017920144864058e-05,3,5.422114222404326,0.1100935185990224,-3.1831985575045056
PC(38:6),0.0004583248066262289,1.3370000120189495e-05,3,0.0007630287233274965,3.502932917227686e-05,3,0.00021414359586159168,1.962333999200039e-05,3,9.29249994936561e-05,7.496917908705058e-06,3,5.266784663547758,0.12178440555739359,-3.037598686317859
PC(38:5),0.0005132800527667871,3.98080713702968e-05,3,0.0011031363118109534,9.860896539212875e-05,3,0.0003827511561984933,6.499202377742423e-05,3,0.00016388783675328443,1.5023566841347359e-05,3,4.082423215420619,0.14856535407146512,-2.7508303810094437
PC(38:1),0.0005026261919541318,1.883732368933294e-05,3,0.0004149980309896357,1.2831460858508763e-05,3,0.0002979533139568486,2.0147996216603624e-05,3,0.000299299133824311,1.7634683333935793e-05,3,3.1084084609338523,0.7212061539438624,-0.47151638776434335
PC(38:4),0.0005739851854583444,9.373849200609034e-06,3,0.0014198156497120754,3.587357128438308e-05,3,0.0005203196096491659,5.61632299052972e-05,3,0.0003080378391644855,1.3365752197309168e-05,3,6.029301595239389,0.21695622190595837,-2.204524134295474
PC(40:5),0.00014152102781847138,6.797092582777856e-06,3,0.0003155932528910304,1.978968410513619e-05,3,0.00012605176899026173,1.722728623450858e-05,3,5.6943163512345564e-05,3.1471776794626377e-06,3,4.625262586286629,0.18043213215336762,-2.4704718118907945
PC(40:6),0.000248607581232011,2.3335998520003273e-05,3,0.00031972806327454297,1.3647636062128711e-05,3,0.00011523997787295401,9.973982076295744e-06,3,4.7066652914309986e-05,1.0135882910189658e-06,3,5.376005776742295,0.14720838837939276,-2.764068212021351
PC(13:1),0.0001387373023206731,1.5200415879404385e-05,3,6.955581833443875e-05,3.863535362188217e-06,3,0.0002420247284998852,2.5606783634637996e-05,3,0.000300086472399155,1.4408068531739618e-05,3,4.936300613469994,4.314325955540875,2.1091351789734745
PC(36:2),0.0017990427833756567,3.6186051620588916e-05,3,0.0015929665730905777,0.00010964196789458887,3,0.0012216660636198754,4.10632298525101e-05,3,0.0011242480802237274,4.677357387257924e-05,3,2.6145810661594906,0.7057574836881411,-0.5027555731287586
PC(38:2),0.0010336398099145743,4.669761507665168e-05,3,0.0013351631067177409,6.542802361528403e-05,3,0.0007913451647782137,7.01899765722179e-05,3,0.0005782395001517952,2.502815652782541e-05,3,4.31884704095623,0.4330852891623806,-1.2072769264369203
