,PCCL3Ctrl_mean,PCCL3Ctrl_std,PCCL3Ctrl_n,PCCL3TSH0_mean,PCCL3TSH0_std,PCCL3TSH0_n,PCCL3TSH24_mean,PCCL3TSH24_std,PCCL3TSH24_n,PCCL3TSH48_mean,PCCL3TSH48_std,PCCL3TSH48_n,minuslog10_pvalue,fold_change,log2_fold_change
PE(37:1),3.013122553232045e-05,2.654512834438763e-06,3,2.5134953830171114e-05,8.79676597745023e-06,3,2.0368493830121878e-05,1.4158606352216932e-06,3,1.1519676538003344e-05,1.1122795309329028e-06,3,1.248623903414035,0.4583130176342528,-1.1255948311920172
PE(37:3),7.134346483670468e-05,2.8014570087849248e-06,3,4.57014358023465e-05,3.793198319573311e-06,3,5.988200089195045e-05,5.22677450794201e-06,3,3.0065801632823982e-05,3.709012873635504e-06,3,2.1574193656944955,0.6578743338142623,-0.6041160660902278
PE(38:3),0.0030282391727236013,9.862833600416663e-05,3,0.0035202282312130208,0.00020081676176192558,3,0.003590728788054732,0.0002956717961930549,3,0.002998740395557069,0.0002141082349285267,3,1.4313340045445515,0.8518596518736927,-0.23131233606144028
PE(38:5),0.0018796002364603256,0.00016154558613742508,3,0.0012040222470276682,3.944087344192471e-05,3,0.001152311199586719,0.00010670892895367964,3,0.0007090739704919735,6.254618292293946e-05,3,3.4999747505943746,0.5889209873342807,-0.7638540072280271
PE(39:3),4.650647399709269e-05,2.1936314567541814e-06,3,4.479667627571023e-05,7.856564302491717e-06,3,3.561465314738009e-05,9.626976530146889e-06,3,2.1049724128003743e-05,3.6806447162859723e-06,3,2.044215169361236,0.4698947751937877,-1.0895903685271775
PE(40:3),0.0006398231004755918,3.6199216938267036e-05,3,0.0010169484114472792,1.2737311417672505e-05,3,0.0008315872577448671,5.8559838238620225e-05,3,0.0009137819638309037,8.607935619516253e-05,3,0.9615623227942921,0.8985529192483291,-0.1543246227727098
PE(40:5),0.0006930269846665567,2.819223793079039e-05,3,0.0005876859497143713,1.2426481197133632e-05,3,0.000566834810509317,4.3683137923731e-05,3,0.0003575320315190474,4.873248456092964e-05,3,2.8629055785974575,0.6083726039270057,-0.7169729074208708
PE(38:7),3.0072179402047162e-05,1.3353772298157923e-06,3,3.337065375116392e-05,6.208776926133349e-07,3,4.1663375101355823e-05,5.051511086227032e-07,3,2.7290653492261746e-05,3.333991784369584e-06,3,1.4432481488246678,0.8178039811794183,-0.29017300877311636
PE(40:4),0.000433174960846634,2.8831974137803438e-05,3,0.0005839242949963887,1.3711339483547032e-05,3,0.0005465677574505161,3.102287136414289e-05,3,0.0005312376821309377,2.6010445391185186e-05,3,1.44255851757362,0.909771500660412,-0.13642385315720096
PE(40:7),0.00028976865360306813,1.4585709170478077e-05,3,0.00044730744240336213,1.7404571772802016e-05,3,0.00035065456426535297,7.35553071932853e-06,3,0.0002512294223685621,2.3431349309202118e-05,3,3.506070318509701,0.5616482055803008,-0.8322613291753806
PE(40:8),1.9906656956570394e-05,4.6121293730731955e-06,3,2.4532011505294708e-05,1.075041658001841e-06,3,1.826955852291693e-05,1.852010896060675e-06,3,1.0882062541202755e-05,1.5660051130403873e-06,3,3.620523106568748,0.44358623176310247,-1.17271350773615
PE(42:2),0.00015563417826831751,3.6735028946087124e-06,3,0.0001426174847392538,4.1066821378417355e-06,3,0.00013316171098483431,3.4052203881469316e-05,3,0.00020590100503317972,2.3848459708242308e-05,3,1.975441712965917,1.4437290449318088,0.5298000066205669
PE(42:4),0.00020819545342550121,2.664353526405838e-05,3,0.00023139493231313208,7.5795677527074505e-06,3,0.00022386050742353626,2.1849644384590382e-05,3,0.0002101335594025317,1.3806958615905937e-05,3,1.0993727476320447,0.9081165144886202,-0.13905068273363239
PE(42:3),0.0001162021753243022,4.846841483377566e-06,3,0.0001400348910696366,6.220197248287834e-06,3,0.00014478395138486724,1.992836687630748e-05,3,0.00017899975147393503,1.6937259380622772e-05,3,1.6964970514070918,1.2782510851879192,0.35417125082013484
PE(42:5),0.0002130833882453869,1.5357849739596984e-05,3,0.00019146081420670313,5.2070102892755625e-06,3,0.00017025571696806794,1.3057913651197811e-05,3,0.00012461007362091613,9.77526320791759e-06,3,3.3250853899597463,0.6508385234713656,-0.6196284474782886
PE(42:7),0.0001228780625522006,7.279556503349907e-06,3,0.0001092469038429963,5.806797366758176e-07,3,0.00010639265476771813,4.735804740768852e-06,3,7.057771763726191e-05,5.438261493521839e-06,3,3.592927238256035,0.6460386075443599,-0.6303077113172947
PE(42:6),0.00030179619197355246,1.0443024330849401e-05,3,0.0002161295867208125,1.8720633327527243e-05,3,0.00023486858704007635,3.5096567623265154e-05,3,0.00013389559428017374,5.4075927005913305e-06,3,2.7297416997539057,0.619515339439087,-0.6907880903927959
PE(38:5),0.002560620165776035,0.0001222220483667415,3,0.003432054738674188,9.494980582845009e-05,3,0.0025261483275174387,5.7086490568738527e-05,3,0.002173188670345645,0.00016641108869633336,3,3.4685158907945928,0.6332033827599013,-0.6592591320877292
PE(34:1),0.00013539766159078304,1.3756633075525935e-06,3,4.3359605924429835e-05,4.116988950524785e-07,3,9.310270361710866e-05,1.821238018786536e-05,3,0.00011871556274499488,5.407902429550744e-06,3,4.752409493508174,2.73792992842003,1.4530855243114675
PE(36:4),0.0022488949887347555,0.00013844436053427303,3,0.0029118981796826763,0.0001091832859536182,3,0.0027327159655343956,2.751594325510988e-05,3,0.0029558348478674165,0.00023089983257276376,3,0.10758508701551012,1.0150886691338665,0.021605753944893582
PE(38:6),0.0021308412274820498,0.00016529613176388577,3,0.0021317883762975855,6.721510295191324e-05,3,0.0013596613232425992,0.00010048027529465838,3,0.0008993869467662547,7.063824416069124e-05,3,4.588972740791651,0.42189316574109387,-1.245050377397154
PE(33:2),8.741112701847433e-05,5.984223617963521e-06,3,4.4823851985252646e-05,1.557031658913466e-06,3,4.764550684202708e-05,6.2095495001223836e-06,3,4.370924950198668e-05,4.697071996553946e-06,3,0.1448922228909822,0.9751337193502987,-0.0363280267782291
PE(33:2),4.566624913826282e-05,6.987648399425531e-06,3,3.938267816247325e-05,1.8349580926245496e-06,3,3.623746505616975e-05,7.353580381416499e-06,3,3.804705635250093e-05,1.0812606418550014e-06,3,0.4704674366343626,0.9660860593466444,-0.04977638422955842
PE(34:4),0.0001399670325843158,1.0244722330700715e-05,3,0.0001291618980925653,1.6956139578383448e-06,3,0.00015781367603364362,1.041742379569139e-05,3,0.0002621311119653731,1.9332100125246714e-05,3,3.5396051963601054,2.0294770813720464,1.0211080479550008
PE(36:1),0.0003388627330912311,3.5189564162316186e-05,3,0.00010288011130129468,1.0089761973394066e-05,3,0.00018564154555382968,3.473573294525362e-05,3,0.00025980845895609914,2.4769252560699523e-05,3,3.277422679901547,2.525351651255743,1.336484294873938
PE(36:2),0.005352669142337683,0.0005324754088943842,3,0.003633793812100664,0.00010986031773874213,3,0.00365787955988566,0.0005874859155660955,3,0.00385096748424337,0.00027435535692496777,3,0.5653735285593909,1.0597649958617659,0.08374438092694299
PE(38:1),0.0003574778175516439,4.084447810411522e-05,3,0.0001707103974146485,1.2961405953355263e-05,3,0.00017654795252808588,3.429160963127868e-05,3,0.000237967746393826,1.79583651776524e-05,3,2.2037887961790115,1.3939850764673238,0.47921511628393215
PE(38:2),0.0038459249803372516,0.0003811918988825638,3,0.002982173969103766,9.822443177849172e-05,3,0.003045209765422224,0.0005760955000727251,3,0.0032527954625305605,0.0003368032681375229,3,0.5977760204112929,1.090746380402524,0.12531568619757277
PE(38:4),0.0027560961530431398,0.00016812123201619857,3,0.003494225076638178,4.000741331453371e-05,3,0.003117676374026226,0.00017646423504914956,3,0.0032237948476915054,0.0002636457769353822,3,0.8129260527356821,0.9226065227581574,-0.1162126027031939
PE(35:2),0.00013445565991500788,1.974499741486936e-05,3,8.058501977578881e-05,7.007559279585177e-06,3,5.877335619267214e-05,1.5537175258723706e-05,3,3.3402811190081385e-05,2.0624298690607642e-06,3,3.4395664801766634,0.4145039770793358,-1.2705421507414663
PE(35:2),5.03454241470334e-05,5.7150918215731326e-06,3,2.9105548564134455e-05,1.1938977942966807e-06,3,3.3397196854423494e-05,6.405216188745424e-06,3,2.9740863145936324e-05,2.7889447862499087e-06,3,0.13361320423799045,1.0218279542267326,0.03115230931044332
PE(36:3),0.003529251804666858,0.0003493970131513081,3,0.0033973321126727486,0.0002842360511412066,3,0.0031085845177480386,0.00021882791522660335,3,0.003937116240239469,0.0002997048675066597,3,1.063744623011875,1.1588847100209057,0.2127370490412836
PE(38:3),0.002615249851939238,0.00029604224382620857,3,0.002773820376126499,0.00014688976133073417,3,0.002410042952757759,0.00026289333288636717,3,0.002667753428716574,0.00025053279606353674,3,0.25075505578302837,0.9617614217839,-0.056249036959551864
PE(40:1),0.00013345368973836537,2.0106922687230372e-05,3,9.038797936674233e-05,4.106932645634576e-06,3,7.408405836833565e-05,2.0275689662624645e-05,3,8.235804173627555e-05,5.460078434951862e-06,3,0.9527664444176367,0.9111614432945125,-0.13422139562964844
PE(40:2),0.001462958902129553,0.00016416442803172162,3,0.0012828205957204494,5.46179910026019e-05,3,0.001247238982265022,0.00029366792363552977,3,0.0013357892965326504,0.0001659392931182733,3,0.2025715598401673,1.0412908094778859,0.058373037706210835
PE(40:4),0.0009854725083379883,4.722880795471261e-05,3,0.0014349873368593093,4.286767862609996e-05,3,0.0011983501457222031,5.5651454175926536e-05,3,0.0010457553418257192,9.314762480901404e-05,3,2.557555566058715,0.7287557980229399,-0.4564926383640507
PE(37:2),6.240693986541539e-05,1.2010618518671314e-05,3,2.3941394463485486e-05,6.255808276310767e-06,3,2.211594368114075e-05,6.154035246661863e-06,3,1.3102305441904844e-05,2.2715580977817004e-06,3,1.3206787880765105,0.5472657602249521,-0.8696864979782003
PE(37:2),4.063073610551365e-05,7.463281811083545e-06,3,3.0948169081731576e-05,5.2760317755241725e-06,3,3.2233855226539694e-05,4.825569491790097e-06,3,3.450997288498149e-05,5.051975676988677e-06,3,0.35074936518462996,1.1150893222097722,0.15715927924666054
PE(40:3),0.0014915358156357198,0.00011384879088809946,3,0.001973249696188465,0.00014385175993642245,3,0.0015601223175168218,0.00017354564231675406,3,0.001596477151356773,0.00013566009189179277,3,1.5240115270488401,0.8090598743993389,-0.3056816217714997
PE(40:5),0.0006301676635685755,4.407572019753391e-05,3,0.0008501860771067487,8.072505759021196e-06,3,0.0006914881627082581,5.0421969124694466e-05,3,0.0005752437493941521,8.278160958779038e-05,3,2.336637224541904,0.6766092328302442,-0.563605230987024
PE(36:5),0.0016319833896515843,8.039862874830552e-05,3,0.0025651769595714277,6.210345475131499e-05,3,0.0016092606088565912,1.4772043312672808e-05,3,0.0012959117494608858,9.693135684292565e-05,3,4.353600939247177,0.5051938988557725,-0.9850908788491325
PE(34:3),0.0012874499093387057,0.00011523668560653128,3,0.0010287007482478177,4.470055835582513e-05,3,0.0012718397779273348,8.5234075125943e-05,3,0.0018659746783302991,8.861004831035532e-05,3,3.894139596095119,1.8139139895723875,0.8591060491634313
PE(34:2),0.00590249136272238,0.0004889665352929936,3,0.005001785682910912,0.0001218749986130324,3,0.00483074461216118,0.0006345787834139251,3,0.005242092218014382,0.00026947755879687467,3,0.6343551943929711,1.0480441486976344,0.0676994914608488
PE(40:6),0.0008199870133753354,5.516131584646223e-05,3,0.0006718946347583631,7.2782337405173966e-06,3,0.000500906395130965,3.7357119607690046e-05,3,0.00031570019481897056,1.690172598847703e-05,3,5.3259322215730895,0.469865628459003,-1.0896798591028223
PE(38:6),0.0012831296623770372,0.0001263568944998591,3,0.0021161471585788567,4.8681975848826533e-05,3,0.0010404775904349105,4.579617303062496e-05,3,0.0009430813224524376,8.04334708335627e-05,3,4.5667017232571725,0.44565961238999263,-1.1659858713045217
PE(38:4),0.002560620165776035,0.0001222220483667415,3,0.003432054738674188,9.494980582845009e-05,3,0.0025261483275174387,5.7086490568738527e-05,3,0.002173188670345645,0.00016641108869633336,3,3.4685158907945928,0.6332033827599013,-0.6592591320877292
PE(36:1),0.005352669142337683,0.0005324754088943842,3,0.003633793812100664,0.00010986031773874213,3,0.00365787955988566,0.0005874859155660955,3,0.00385096748424337,0.00027435535692496777,3,0.5653735285593909,1.0597649958617659,0.08374438092694299
PE(40:6),0.002134914043378192,0.00012713082874521255,3,0.0025163635092161902,2.0994962783570465e-05,3,0.0015465166684960655,8.987882999759887e-05,3,0.001110135204260864,7.093891587294979e-05,3,5.294511355410066,0.44116646907133644,-1.180604952060569
PE(32:1),0.0009330889579751822,1.7921280823378003e-05,3,0.0005779687184719922,2.7460318801792295e-05,3,0.0011525600215375302,0.00010563475124432422,3,0.0015039084260756123,7.623796510395385e-05,3,4.415136599698704,2.6020585163355867,1.3796534064361474
PE(33:1),8.741112701847433e-05,5.984223617963521e-06,3,4.4823851985252646e-05,1.557031658913466e-06,3,4.764550684202708e-05,6.2095495001223836e-06,3,4.370924950198668e-05,4.697071996553946e-06,3,0.1448922228909822,0.9751337193502987,-0.0363280267782291
PE(33:1),4.566624913826282e-05,6.987648399425531e-06,3,3.938267816247325e-05,1.8349580926245496e-06,3,3.623746505616975e-05,7.353580381416499e-06,3,3.804705635250093e-05,1.0812606418550014e-06,3,0.4704674366343626,0.9660860593466444,-0.04977638422955842
PE(34:0),0.00013539766159078304,1.3756633075525935e-06,3,4.3359605924429835e-05,4.116988950524785e-07,3,9.310270361710866e-05,1.821238018786536e-05,3,0.00011871556274499488,5.407902429550744e-06,3,4.752409493508174,2.73792992842003,1.4530855243114675
PE(34:3),0.0001399670325843158,1.0244722330700715e-05,3,0.0001291618980925653,1.6956139578383448e-06,3,0.00015781367603364362,1.041742379569139e-05,3,0.0002621311119653731,1.9332100125246714e-05,3,3.5396051963601054,2.0294770813720464,1.0211080479550008
PE(34:4),1.1165143930230262e-05,8.320932845256927e-07,3,1.3656074500897203e-05,8.416545568049787e-07,3,1.1275741366529328e-05,2.867640314090402e-06,3,1.3526780473162787e-05,3.8093715888869402e-06,3,0.019098442354025653,0.9905321234351847,-0.013724331716926894
PE(35:1),0.00013445565991500788,1.974499741486936e-05,3,8.058501977578881e-05,7.007559279585177e-06,3,5.877335619267214e-05,1.5537175258723706e-05,3,3.3402811190081385e-05,2.0624298690607642e-06,3,3.4395664801766634,0.4145039770793358,-1.2705421507414663
PE(35:1),5.03454241470334e-05,5.7150918215731326e-06,3,2.9105548564134455e-05,1.1938977942966807e-06,3,3.3397196854423494e-05,6.405216188745424e-06,3,2.9740863145936324e-05,2.7889447862499087e-06,3,0.13361320423799045,1.0218279542267326,0.03115230931044332
PE(36:0),0.0003388627330912311,3.5189564162316186e-05,3,0.00010288011130129468,1.0089761973394066e-05,3,0.00018564154555382968,3.473573294525362e-05,3,0.00025980845895609914,2.4769252560699523e-05,3,3.277422679901547,2.525351651255743,1.336484294873938
PE(36:2),0.003529251804666858,0.0003493970131513081,3,0.0033973321126727486,0.0002842360511412066,3,0.0031085845177480386,0.00021882791522660335,3,0.003937116240239469,0.0002997048675066597,3,1.063744623011875,1.1588847100209057,0.2127370490412836
PE(36:3),0.0022488949887347555,0.00013844436053427303,3,0.0029118981796826763,0.0001091832859536182,3,0.0027327159655343956,2.751594325510988e-05,3,0.0029558348478674165,0.00023089983257276376,3,0.10758508701551012,1.0150886691338665,0.021605753944893582
PE(36:5),0.001055449155906243,0.0001707450123896023,3,0.000539799685465319,3.053296575395114e-05,3,0.00041688960767358147,5.3746016859492335e-05,3,0.0002330902760496207,1.8209223165033848e-05,3,3.9324730532053582,0.431808840067574,-1.2115353161144777
PE(38:0),0.0003574778175516439,4.084447810411522e-05,3,0.0001707103974146485,1.2961405953355263e-05,3,0.00017654795252808588,3.429160963127868e-05,3,0.000237967746393826,1.79583651776524e-05,3,2.2037887961790115,1.3939850764673238,0.47921511628393215
PE(38:1),0.0038459249803372516,0.0003811918988825638,3,0.002982173969103766,9.822443177849172e-05,3,0.003045209765422224,0.0005760955000727251,3,0.0032527954625305605,0.0003368032681375229,3,0.5977760204112929,1.090746380402524,0.12531568619757277
PE(38:2),0.002615249851939238,0.00029604224382620857,3,0.002773820376126499,0.00014688976133073417,3,0.002410042952757759,0.00026289333288636717,3,0.002667753428716574,0.00025053279606353674,3,0.25075505578302837,0.9617614217839,-0.056249036959551864
PE(34:1),0.00590249136272238,0.0004889665352929936,3,0.005001785682910912,0.0001218749986130324,3,0.00483074461216118,0.0006345787834139251,3,0.005242092218014382,0.00026947755879687467,3,0.6343551943929711,1.0480441486976344,0.0676994914608488
PE(35:2),7.694149049577858e-05,8.514099925639513e-06,3,4.5459097310639465e-05,5.40336645959496e-07,3,4.6979206143158226e-05,5.354570926062775e-06,3,4.4880813543340656e-05,4.01209171986927e-06,3,0.08790171290809436,0.9872790310078712,-0.01847020903101464
PE(36:4),0.0016319833896515843,8.039862874830552e-05,3,0.0025651769595714277,6.210345475131499e-05,3,0.0016092606088565912,1.4772043312672808e-05,3,0.0012959117494608858,9.693135684292565e-05,3,4.353600939247177,0.5051938988557725,-0.9850908788491325
PE(37:1),6.240693986541539e-05,1.2010618518671314e-05,3,2.3941394463485486e-05,6.255808276310767e-06,3,2.211594368114075e-05,6.154035246661863e-06,3,1.3102305441904844e-05,2.2715580977817004e-06,3,1.3206787880765105,0.5472657602249521,-0.8696864979782003
PE(37:1),4.063073610551365e-05,7.463281811083545e-06,3,3.0948169081731576e-05,5.2760317755241725e-06,3,3.2233855226539694e-05,4.825569491790097e-06,3,3.450997288498149e-05,5.051975676988677e-06,3,0.35074936518462996,1.1150893222097722,0.15715927924666054
PE(38:3),0.0027560961530431398,0.00016812123201619857,3,0.003494225076638178,4.000741331453371e-05,3,0.003117676374026226,0.00017646423504914956,3,0.0032237948476915054,0.0002636457769353822,3,0.8129260527356821,0.9226065227581574,-0.1162126027031939
PE(38:5),0.0021308412274820498,0.00016529613176388577,3,0.0021317883762975855,6.721510295191324e-05,3,0.0013596613232425992,0.00010048027529465838,3,0.0008993869467662547,7.063824416069124e-05,3,4.588972740791651,0.42189316574109387,-1.245050377397154
PE(40:0),0.00013345368973836537,2.0106922687230372e-05,3,9.038797936674233e-05,4.106932645634576e-06,3,7.408405836833565e-05,2.0275689662624645e-05,3,8.235804173627555e-05,5.460078434951862e-06,3,0.9527664444176367,0.9111614432945125,-0.13422139562964844
PE(40:1),0.001462958902129553,0.00016416442803172162,3,0.0012828205957204494,5.46179910026019e-05,3,0.001247238982265022,0.00029366792363552977,3,0.0013357892965326504,0.0001659392931182733,3,0.2025715598401673,1.0412908094778859,0.058373037706210835
PE(40:2),0.0014915358156357198,0.00011384879088809946,3,0.001973249696188465,0.00014385175993642245,3,0.0015601223175168218,0.00017354564231675406,3,0.001596477151356773,0.00013566009189179277,3,1.5240115270488401,0.8090598743993389,-0.3056816217714997
PE(40:4),0.0006301676635685755,4.407572019753391e-05,3,0.0008501860771067487,8.072505759021196e-06,3,0.0006914881627082581,5.0421969124694466e-05,3,0.0005752437493941521,8.278160958779038e-05,3,2.336637224541904,0.6766092328302442,-0.563605230987024
PE(37:2),0.00011579128257582833,2.1885202503965095e-05,3,8.009601579139746e-05,1.8187515921561884e-06,3,6.895898359777807e-05,2.3051185601568423e-06,3,5.596877412152707e-05,8.561405554496039e-06,3,2.0550130120771595,0.6987710133709082,-0.5171083317005236
PE(39:1),1.611774529750416e-05,1.1819332945111767e-06,3,1.6651474949633306e-05,1.3944705011354785e-06,3,1.5107287468936555e-05,4.826108627475113e-06,3,1.843520903182186e-05,3.6000942022957517e-06,3,0.3293814385378194,1.107121686672437,0.14681380126179558
PE(40:3),0.0009854725083379883,4.722880795471261e-05,3,0.0014349873368593093,4.286767862609996e-05,3,0.0011983501457222031,5.5651454175926536e-05,3,0.0010457553418257192,9.314762480901404e-05,3,2.557555566058715,0.7287557980229399,-0.4564926383640507
PE(40:5),0.0008199870133753354,5.516131584646223e-05,3,0.0006718946347583631,7.2782337405173966e-06,3,0.000500906395130965,3.7357119607690046e-05,3,0.00031570019481897056,1.690172598847703e-05,3,5.3259322215730895,0.469865628459003,-1.0896798591028223
PE(34:2),0.0012874499093387057,0.00011523668560653128,3,0.0010287007482478177,4.470055835582513e-05,3,0.0012718397779273348,8.5234075125943e-05,3,0.0018659746783302991,8.861004831035532e-05,3,3.894139596095119,1.8139139895723875,0.8591060491634313
PE(42:0),9.636734911698351e-05,4.127711369407175e-06,3,0.00010397027068995223,1.1764944724095277e-05,3,9.265272730844675e-05,6.383847790967525e-06,3,7.473629901310294e-05,7.38682071568356e-06,3,1.660181371262159,0.7188237417980053,-0.47629003494242095
PE(39:0),0.0001399670325843158,1.0244722330700715e-05,3,0.0001291618980925653,1.6956139578383448e-06,3,0.00015781367603364362,1.041742379569139e-05,3,0.0002621311119653731,1.9332100125246714e-05,3,3.5396051963601054,2.0294770813720464,1.0211080479550008
PE(43:0),1.7449203250806097e-05,1.4817873078762987e-06,3,2.853968870905217e-05,2.1418071671226616e-06,3,1.5158865514431717e-05,1.0515196256476729e-06,3,1.0881721635466723e-05,5.218340675523952e-07,3,3.8055381833751825,0.3812838236043996,-1.391062770486768
PE(31:1),0.004216761093220884,0.0016759026494188715,3,0.006488541235080793,0.00039044366019723323,3,0.004481658451157369,0.0003030091608968044,3,0.004239065955939727,0.00020897095716327935,3,3.0359022130928683,0.6533157149438912,-0.6141477519507822
PE(32:3),2.6110348568337516e-05,1.3900453403020748e-06,3,1.8894382792024202e-05,1.208151978935508e-06,3,3.35664742977121e-05,8.111488950839093e-07,3,4.3837826952510186e-05,2.4712562015170473e-06,3,4.0177465411190685,2.320151308198077,1.2142188934860094
PE(35:4),4.422015429660106e-05,1.5394664013065393e-06,3,4.982661610052287e-05,4.396199253295744e-06,3,3.998735386438716e-05,2.2067781219857786e-06,3,3.317586041530022e-05,3.607429554712851e-06,3,2.1472959496730475,0.6658260787441289,-0.5867827165419512
PE(37:5),5.5256167602418686e-05,1.516701949357075e-06,3,6.952869294025195e-05,9.299273076212681e-07,3,4.484512977557732e-05,6.013047314813184e-06,3,2.7059630901920248e-05,3.6457164401595344e-06,3,4.394037030762704,0.3891865323165702,-1.361466307934507
PE(39:7),2.3838597531535584e-05,5.058311142842825e-06,3,3.4229200697302887e-05,2.314304296953611e-06,3,2.1646762908382873e-05,5.505192782258915e-06,3,1.093137376409718e-05,1.5731013438229767e-06,3,3.871553502165885,0.3193581369534733,-1.646752885356518
PE(45:9),5.99218540504325e-05,5.591970410586086e-06,3,3.26629302630333e-05,5.2521863881957515e-06,3,0.0001113058674953918,2.890107603446249e-05,3,4.995171676526868e-05,3.1906799688484547e-06,3,2.0860103678567654,1.5293091086136321,0.6128800380869548
PE(47:9),7.912158399823903e-05,7.990556091662606e-06,3,3.748209571819838e-05,2.5198446454992006e-06,3,0.00013228350773746705,4.586063407326265e-05,3,0.00013844051594394301,8.802815018966761e-06,3,4.353664502614215,3.6935105492707843,1.8849926982303369
PE(48:10),2.3142573885521278e-05,2.373724049593015e-06,3,1.1807872472520482e-05,1.0605797837092595e-06,3,1.5143517528048796e-05,1.4886895142410687e-06,3,1.2299304204116662e-05,7.156589912980042e-07,3,0.26578168976004785,1.0416189904438629,0.05882765658223208
PS(34:1),0.0009747945476335654,0.00010739806516369215,3,0.0007341762772711665,3.827303232364473e-05,3,0.0013643174081658027,0.0006027026930674064,3,0.001585029639687539,0.000146619968976769,3,3.203488889216654,2.158922439688298,1.1103114147883966
PS(36:4),6.689396991059722e-05,1.1591872275991327e-05,3,6.216900303021373e-05,2.262621851508796e-06,3,0.00011030025419532063,4.049052212130305e-05,3,0.00013864608812287244,3.042119986546422e-05,3,1.9125374105032227,2.230148166530696,1.1571395630684689
PS(36:1),0.0034381008367779,0.0004981961306285563,3,0.0033736529472347464,0.00012169012134330567,3,0.0024225107742204717,0.0012370622708203288,3,0.002330061458972344,0.0002498436489426805,3,2.5401543623257115,0.6906642430076294,-0.533943560351625
PS(36:2),0.0010646415839141094,0.00010156941672807042,3,0.0007827867522186509,4.535550608015515e-05,3,0.0006703985621243254,0.0002940805772529559,3,0.0010802193727709353,6.766023562018146e-05,3,2.4950859688002427,1.3799663442301133,0.46463308178285884
PS(38:4),0.0003903915895692861,5.084898859340504e-05,3,0.0004274165089420319,5.289272795916503e-06,3,0.0003076500605061823,0.00012978892891670786,3,0.0002689208788221134,1.9290090740084656e-05,3,3.7870743022921904,0.6291775661351107,-0.6684608637437784
PS(32:1),5.2604033348347704e-05,1.6319490752002333e-05,3,2.980291094287221e-05,3.740510582660871e-06,3,0.00019293522669163157,6.743462744049205e-05,3,0.0001885761312022655,2.5704758721789744e-05,3,3.3463448692975586,6.327440012948338,2.6616219249859503
PS(34:2),0.00011086279244684366,8.23817014541083e-06,3,6.57549368729786e-05,3.730887742687399e-06,3,0.00015807988780791926,5.0048046658261e-05,3,0.00026772948293788757,2.27860734762768e-05,3,3.9561288191117017,4.071625579309294,2.025604899402368
PS(33:4),0.0004698407679914277,0.00012954530967521316,3,0.0006872113870915442,1.4931573462639276e-05,3,0.0005335322845126586,0.00016261175643337577,3,0.0005865120952518536,3.228711196169392e-05,3,2.095498176682759,0.8534667880491968,-0.22859308182062962
PS(35:1),6.15332595508404e-05,1.4548876053928299e-05,3,2.783308409809718e-05,4.177702784474412e-07,3,3.0435769628935278e-05,1.643438661494464e-05,3,3.679520029581353e-05,6.038209440897814e-06,3,1.2052936815495696,1.321995082044431,0.40271680988394964
PS(36:3),0.00011011439736838858,7.973713645719121e-06,3,8.826618410586076e-05,7.862803533901472e-06,3,9.234606063713778e-05,3.084080266737198e-05,3,0.00010924891886289375,9.495592875900315e-06,3,1.37616796339231,1.2377211042891314,0.3076862686817035
PS(37:1),4.8848213226281694e-05,1.0247152090476452e-05,3,3.9774400310924073e-05,5.277551949217415e-06,3,3.0245509547693396e-05,8.048199037252112e-06,3,2.8615364270281263e-05,4.105839620914108e-06,3,1.351272683357657,0.7194417526496818,-0.4750502064834268
PS(37:2),2.232569031375034e-05,3.4632980434139384e-06,3,1.7384627780916903e-05,1.109458288620519e-06,3,1.3494239405432317e-05,3.427000661884417e-06,3,2.1830597646185548e-05,4.043847498645001e-06,3,0.8533186206906703,1.2557414470587045,0.32853944874813473
PS(38:1),0.0005004729547544397,0.00012813213058236064,3,0.0004998421898201418,1.1605731713734805e-06,3,0.0003787033516532621,0.0002339593239200172,3,0.00023995048463501892,4.063890602937509e-05,3,3.422040268331588,0.4800524836075968,-1.0587359521761037
PS(38:2),0.0008620021970335048,9.145883453762544e-05,3,0.0015296157500557267,1.4523681678527463e-05,3,0.0007814684650216188,0.0003950361127384879,3,0.0007323871765021078,6.455987498775978e-05,3,4.506309849573893,0.4788046778907876,-1.0624908474996952
PS(38:3),0.00042525062149278834,5.241354159035425e-05,3,0.0006718799179392118,6.379491093752586e-06,3,0.00032741116478716997,0.00013540467464433404,3,0.0002909068603601636,2.526815526746272e-05,3,4.840204319029324,0.4329744833755893,-1.2076460902407289
PS(38:5),0.00011603315369666698,4.5904686896908195e-06,3,9.160519307937791e-05,4.7380968910086576e-07,3,8.172096711671992e-05,2.479716926978683e-05,3,0.00010218563043465682,6.495817763949394e-06,3,1.3175364972804686,1.1155004099615915,0.15769104379222504
PS(39:2),1.926406351759161e-05,1.342514053484452e-06,3,3.20455387877721e-05,3.0427197454886753e-07,3,2.4632347712356416e-05,6.29340260095321e-06,3,1.3101995399038647e-05,2.5142991190370946e-06,3,3.6886964511568996,0.4088555191975144,-1.2903369792566213
PS(39:3),2.756866054367463e-05,2.996223515424649e-06,3,4.0128001539920534e-05,3.8101485339702803e-07,3,2.3943491927776665e-05,6.089295637447246e-06,3,1.4714128810799406e-05,3.574710081826382e-06,3,3.5926682019539955,0.3666798306953151,-1.4474071824132064
