Lipid identifier	01PCCL3Ctrl	02PCCL3Ctrl	03PCCL3Ctrl	04PCCL3TSH0	05PCCL3TSH0	06PCCL3TSH0	07PCCL3TSH24h	08PCCL3TSH24h	09PCCL3TSH24h	10PCCL3TSH48h	11PCCL3TSH48h	12PCCL3TSH48h	13Blank	14BlankStdrmix
2010063_36:4_NH4 1	0	0	0	0	333473.1953125	0	0	0	0	0	0	0	0	0
2010108_38:4_NH4 1	0	0	0	0	0	0	0	0	1242980.078125	0	0	0	0	0
2010119_38:5_NH4 1	0	0	0	0	483724.48828125	460355.7578125	0	0	0	0	0	0	0	0
2010151_40:3_NH4 1	0	0	0	0	0	0	0	0	588285.84375	0	461080.40625	0	0	0
2010175_40:5_NH4 1	406815.91015625	0	0	0	0	0	0	0	0	0	0	0	0	0
2010186_40:6_NH4 1	0	0	558982.765625	362733.5234375	0	419776.4921875	0	449908.83984375	0	0	0	0	0	0
2010258_44:0_NH4 1	0	0	0	0	0	0	0	0	0	0	269925.5751953125	0	0	0
2010271_44:2_NH4 1	0	0	0	0	0	462993.09375	0	0	0	342711.65625	0	0	0	0
DGOTheo_36:3_NH4 1	0	0	0	0	366832.4609375	369335.0078125	0	308230.7509765625	0	0	0	331360.80078125	0	0
DGOTheo_38:3_NH4 1	347808.876953125	0	418058.4609375	0	307168.9453125	457417.7421875	0	361030.3515625	0	350704.52734375	418073.625	467357.859375	0	0
DGOTheo_39:3_NH4 1	0	262623.02734375	0	0	0	0	0	0	0	0	0	0	0	0
DGOTheo_40:6_NH4 1	384972.91650390625	330837.20703125	0	0	0	0	0	0	0	0	0	0	0	0
DGOTheo_41:1_NH4 1	0	434681.0234375	0	0	0	0	391816.806640625	0	0	0	0	0	382459.5546875	0
DGOTheo_41:2_NH4 1	0	0	640658.81640625	0	688467.3984375	0	696587.85546875	0	0	0	0	0	0	622251.07421875
DGOTheo_42:3_NH4 1	0	0	0	0	0	361674.8828125	0	0	0	0	0	307544.89453125	0	358633.69140625
DGOTheo_43:2_NH4 1	0	0	0	0	0	360485.95703125	0	0	0	0	283299.283203125	0	0	0
DGOTheo_43:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	57692.1064453125	0
DGOTheo_44:1_NH4 1	303283.18359375	369299.55078125	0	0	285169.478515625	0	0	0	520562.84765625	0	0	337994.794921875	0	402162.9912109375
DGOTheo_44:2_NH4 1	0	555122.875	0	0	603237.00390625	0	0	0	626764.615234375	0	0	0	0	0
DGOTheo_44:3_NH4 1	0	0	0	0	0	0	0	0	0	217646.75390625	230348.71875	381130.83984375	316783.64453125	0
DGOTheo_45:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	163859.8076171875	0
DGOTheo_45:2_NH4 1	0	0	0	0	668801.666015625	0	0	0	0	0	0	0	0	0
DGOTheo_45:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	193517.3125	0	0
DGOTheo_46:12_NH4 1	0	0	0	0	295892.9921875	0	0	0	0	0	0	0	0	0
DGOTheo_46:2_NH4 1	0	427663.34375	0	0	0	0	0	0	0	0	0	0	300216.1982421875	367628.466796875
DGOTheo_46:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	81930.8544921875
DGOTheo_47:1_NH4 1	0	355669.166015625	289114.0634765625	430466.4228515625	301597.802734375	0	0	323475.65234375	421719.3095703125	312265.5126953125	349158.9045410156	408337.953125	0	0
DGOTheo_47:2_NH4 1	0	439409.953125	0	536775.84375	470965.3984375	422092.2255859375	0	479164.703125	586638.287109375	328125.04296875	0	0	0	404755.88671875
DGOTheo_47:3_NH4 1	0	0	400747.4375	0	0	0	0	0	0	285167.669921875	349574.5703125	0	238168.0966796875	0
DGOTheo_48:2_NH4 1	0	668088.2021484375	602003.376953125	627430.935546875	519806.798828125	720404.75390625	0	650258.2890625	0	0	0	456398.216796875	0	0
DGOTheo_48:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	145617.29296875	172172.986328125
DGOTheo_49:2_NH4 1	280309.140625	290619.07763671875	0	0	0	0	369058.501953125	0	0	173249.005859375	0	0	251534.2431640625	0
DGOTheo_50:1_NH4 1	0	327708.75390625	0	359001.505859375	407478.373046875	375718.9296875	0	0	0	0	0	0	318593.6484375	321205.7548828125
DGOTheo_50:2_NH4 1	0	318516.3671875	376208.4609375	393159.423828125	431677.078125	0	0	441276.5302734375	428148.052734375	0	342539.4453125	0	0	362871.06640625
DGOTheo_50:3_NH4 1	0	0	0	0	0	0	226301.6005859375	0	0	0	0	0	0	204454.89453125
DGOTheo_51:13_NH4 1	35292799.375	23882272.25	34338002.75	29808032.25	29200497.125	31057749.25	23136390.75	24340786.375	30618193.0	22812587.6875	25201094.625	26003118.0	0	0
DGOTheo_51:2_NH4 1	444396.9697265625	557540.09765625	490810.828125	695928.52734375	551659.5478515625	515137.1552734375	402047.734375	0	0	516270.671875	493847.63671875	473940.3037109375	507116.8369140625	518926.62890625
DGOTheo_51:3_NH4 1	0	0	0	0	0	0	0	0	0	197936.3359375	0	0	143906.951171875	132105.3896484375
DGOTheo_52:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	132998.95703125	0
DGOTheo_53:1_NH4 1	0	0	0	0	414833.171875	393723.2109375	0	0	0	0	0	214773.388671875	332718.4765625	319576.20166015625
DGOTheo_53:2_NH4 1	0	388512.07421875	0	413640.8515625	0	0	389700.9697265625	433536.0888671875	0	0	397508.21533203125	490180.779296875	257798.666015625	521859.798828125
DGOTheo_53:3_NH4 1	0	328502.61328125	0	0	0	0	314079.798828125	0	0	0	423256.28515625	193379.017578125	0	0
DGOTheo_54:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	461719.51171875
DGOTheo_54:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	116737.103515625	0
DGOTheo_55:2_NH4 1	0	0	0	0	0	0	262280.548828125	0	0	0	0	0	194178.66845703125	181533.79736328125
DGOTheo_55:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	50570.037109375	0
DGOTheo_56:14_NH4 1	10796030.03125	6554265.4375	10354081.0625	9132316.46875	9026854.0	9312264.71875	7570751.5	7514219.5625	9453057.78125	5429947.921875	6070587.125	5845172.015625	0	0
DGOTheo_56:1_NH4 1	0	0	0	0	0	286543.10546875	0	0	0	0	0	0	318569.6796875	327219.7587890625
DGOTheo_56:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	315745.869140625
DGOTheo_56:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	129631.9501953125	0
DGOTheo_57:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	72228.04736328125
DGOTheo_57:2_NH4 1	0	366013.01171875	299891.638671875	514349.5478515625	412266.1806640625	435157.45703125	426885.326171875	487764.2060546875	0	0	299810.7041015625	0	340353.986328125	321288.9296875
DGOTheo_57:3_NH4 1	0	248489.525390625	0	298325.8203125	0	0	0	0	0	0	0	0	0	0
DGOTheo_59:1_NH4 1	0	0	0	0	0	0	0	263586.84619140625	0	216458.78759765625	0	0	300266.9362792969	219073.86328125
DGOTheo_59:2_NH4 1	0	0	0	0	0	0	0	0	365647.732421875	0	0	276354.052734375	299821.15625	241755.26171875
DGOTheo_59:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	168473.849609375
DGOTheo_60:1_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	78001.6708984375	65423.12451171875
DGOTheo_60:2_NH4 1	0	0	0	0	445224.82666015625	0	353423.17529296875	320590.99951171875	0	235858.1708984375	354742.0166015625	331244.029296875	366166.357421875	299421.79736328125
DGOTheo_60:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	100046.44921875	0
DGTheo_45:1_NH4 1	0	0	0	0	668549.28515625	0	0	498513.38671875	0	404333.015625	0	0	0	0
DGTheo_46:0_NH4 1	688438.732421875	400223.796875	546263.2021484375	0	0	0	428138.4521484375	426351.484375	0	675331.568359375	743721.1513671875	807066.12109375	0	0
DGTheo_46:1_NH4 1	552557.78515625	495801.0546875	537346.69140625	515985.90966796875	0	0	574064.3359375	541299.671875	962020.62890625	746031.24609375	758042.939453125	0	0	0
DGTheo_46:2_NH4 1	0	0	0	0	0	0	0	0	0	292939.318359375	0	0	0	0
DGTheo_47:1_NH4 1	0	0	724340.115234375	0	721022.626953125	0	691181.755859375	0	1064078.771484375	0	0	0	0	0
DGTheo_47:2_NH4 1	394263.35546875	0	380102.5078125	0	0	0	546348.23046875	552416.61328125	560471.2255859375	397480.203125	0	0	0	378609.92578125
DGTheo_48:0_NH4 1	3278676.140625	1646793.296875	2990292.375	433208.05859375	455179.5390625	359297.3125	1724164.8125	1842378.72265625	2057587.64453125	3161210.7265625	3454745.5390625	3343872.9609375	0	0
DGTheo_48:1_NH4 1	3153761.578125	1921320.71875	2964581.53125	1117927.11328125	852487.890625	944500.373046875	1986218.22265625	2588512.21875	2904526.890625	4164108.265625	4960499.40625	4102175.25	0	0
DGTheo_48:2_NH4 1	979710.3828125	855256.578125	909007.25	648394.625	0	0	965694.546875	1059878.265625	1143525.890625	1137100.921875	1557985.0	1242734.140625	0	489185.6796875
DGTheo_48:3_NH4 1	0	0	0	0	0	0	0	0	0	146475.1259765625	0	0	0	0
DGTheo_49:1_NH4 1	0	407887.365234375	0	299941.2109375	0	0	0	0	0	0	0	0	0	0
DGTheo_49:2_NH4 1	0	0	257412.63671875	304335.662109375	0	0	0	0	0	0	0	0	179933.06201171875	0
DGTheo_50:0_NH4 1	5210335.578125	3456567.640625	4836344.421875	657529.642578125	0	535524.7421875	1875769.0546875	2407405.28125	2302056.296875	4341334.546875	4563273.609375	4696103.3828125	0	0
DGTheo_50:1_NH4 1	8802113.21875	6908792.78125	9477427.4375	1586514.50390625	1826639.60546875	1909712.05859375	4533547.90625	4886222.875	6006187.34375	12156674.3125	13955269.90625	13596782.78125	602364.560546875	0
DGTheo_50:2_NH4 1	3168037.34375	2137904.8125	3130352.875	835405.75390625	957612.4765625	927511.703125	2452661.609375	2423654.921875	2575776.6875	5466636.3125	5173057.0	5477811.5	367176.2041015625	413802.54296875
DGTheo_50:3_NH4 1	622440.609375	317065.58203125	453161.5390625	0	0	0	569660.71875	464957.62109375	757389.7734375	991911.4453125	1083295.0625	0	0	0
DGTheo_51:12_NH4 1	409985.314453125	0	601987.0380859375	0	0	0	0	0	0	0	0	0	0	0
DGTheo_51:1_NH4 1	0	596855.12890625	0	0	0	0	0	0	0	0	0	0	0	0
DGTheo_51:2_NH4 1	0	802989.91796875	586219.8984375	0	494209.609375	515166.64453125	0	0	0	0	0	0	390632.482421875	0
DGTheo_51:3_NH4 1	0	0	0	0	0	0	0	0	0	0	348708.896484375	0	0	0
DGTheo_52:0_NH4 1	3766288.640625	2801715.03125	4095974.75	353731.3786621094	349460.1904296875	408743.53564453125	1090421.9375	1400128.0546875	1193904.86328125	2629538.0859375	3150629.453125	2670101.8828125	0	0
DGTheo_52:1_NH4 1	13196630.5	9799158.15625	13677235.09375	1878894.296875	1635609.51171875	1808869.2265625	3804033.171875	4530072.953125	4431457.421875	17193847.5625	18865186.25	17331586.5	161139.8330078125	0
DGTheo_52:2_NH4 1	7396171.875	6632888.8125	8513106.375	1205030.796875	1497894.578125	1548900.984375	3567899.53125	4023551.125	4860978.5	17059247.375	15239401.25	16810493.5	175311.0048828125	188312.376953125
DGTheo_52:3_NH4 1	2056068.21875	1452291.453125	2033051.625	0	0	0	777314.09375	0	1213337.546875	3640139.1875	3617718.9375	3064724.4375	0	0
DGTheo_52:4_NH4 1	399626.9921875	0	0	0	0	0	0	0	0	595707.8125	532365.8828125	541480.33984375	0	0
DGTheo_53:1_NH4 1	0	0	950382.7890625	455710.328125	674545.6953125	527702.08984375	0	654144.849609375	726776.052734375	0	0	0	0	704459.16796875
DGTheo_53:2_NH4 1	0	0	517522.5703125	0	493722.39453125	389783.62890625	0	0	0	0	0	0	423766.33203125	351355.61328125
DGTheo_53:3_NH4 1	0	0	322221.734375	0	0	0	0	0	0	0	0	0	0	0
DGTheo_54:0_NH4 1	1905912.21875	1548991.04296875	2062940.4296875	367011.783203125	338438.2802734375	352010.28125	0	679685.37109375	458006.048828125	1265449.171875	1309463.40625	1100597.08984375	0	72635.255859375
DGTheo_54:1_NH4 1	12818192.3125	10140350.71875	14078444.875	2229914.70703125	2023700.4296875	2143224.171875	2866581.46875	3801591.25	3717869.9453125	15233455.3125	15274033.5625	15491169.75	425120.275390625	0
DGTheo_54:2_NH4 1	13192751.4375	11533338.875	15297202.3125	2759287.375	2214678.859375	2626254.625	3828761.59375	4601851.7265625	4477667.78125	23329751.625	24275424.6875	21280359.25	432560.107421875	335955.8203125
DGTheo_54:3_NH4 1	4117950.625	3825262.0	4803878.375	775035.171875	1008762.4375	0	0	1929666.9375	1772226.109375	7385083.0	7518873.125	6972704.75	0	0
DGTheo_54:4_NH4 1	1241984.40625	1034968.46875	1436247.90625	0	0	0	435843.2890625	477245.30078125	528660.43359375	1659287.4375	1588278.59375	1557636.09375	0	0
DGTheo_54:5_NH4 1	498062.3203125	474046.296875	637998.015625	0	0	0	0	0	0	464392.0859375	605291.6015625	359617.0859375	0	0
DGTheo_54:6_NH4 1	717289.29296875	632847.64453125	843725.673828125	0	0	0	0	0	0	539399.4609375	499171.75	752224.796875	0	0
DGTheo_55:1_NH4 1	0	593050.9072265625	0	0	0	0	0	0	0	0	0	0	177001.30517578125	149952.666015625
DGTheo_55:2_NH4 1	0	790497.09375	0	0	0	0	0	0	0	0	0	0	0	0
DGTheo_56:0_NH4 1	833145.23046875	0	1104835.90234375	0	0	0	0	283081.72705078125	0	389257.91015625	0	0	0	62218.37109375
DGTheo_56:1_NH4 1	7594052.3125	6937452.1875	9537995.0625	2238220.03125	2098604.96875	2342513.828125	1831343.421875	2434096.671875	2601301.4453125	7724392.03125	8742907.75	7755047.78125	582264.28515625	371713.9453125
DGTheo_56:2_NH4 1	12749463.1875	11780704.1875	16496090.75	3144342.6015625	2823763.8359375	2889376.47265625	2445305.0	3568919.28125	3188091.2421875	16103353.96875	19883228.625	17323515.4375	363661.0087890625	0
DGTheo_56:3_NH4 1	5460159.625	5346264.125	7060597.125	1870114.21875	2099135.546875	1551972.8125	1445607.03125	1520726.4375	1506836.53125	7634971.625	8349181.0	7923227.5	0	0
DGTheo_56:4_NH4 1	2259917.96875	2203148.34375	3605497.9375	887331.625	0	904166.578125	474389.109375	803380.4453125	0	2536837.15625	2467017.375	2574032.6875	0	0
DGTheo_56:5_NH4 1	1075844.515625	1258066.015625	1424478.2421875	408989.5859375	346446.5927734375	0	0	309472.02734375	0	691010.75	774646.1328125	708817.8359375	0	0
DGTheo_56:6_NH4 1	1772390.65625	1600817.71484375	2439745.859375	449538.53515625	467397.6328125	0	0	0	0	915249.6328125	925313.4140625	813706.7421875	0	0
DGTheo_56:7_NH4 1	827744.28125	899010.546875	1326218.421875	370261.4375	369005.498046875	304856.05859375	0	0	0	636902.578125	702882.359375	633040.09375	0	0
DGTheo_57:0_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	77848.05004882812	0
DGTheo_57:1_NH4 1	554366.140625	0	474458.77734375	0	475188.82666015625	542595.0009765625	0	503066.37109375	442300.921875	0	0	0	346752.9521484375	0
DGTheo_57:2_NH4 1	738309.9453125	814132.650390625	942061.3515625	641042.08203125	661572.4921875	523907.09375	0	466439.0078125	590609.1953125	0	0	0	310341.203125	229960.05859375
DGTheo_57:3_NH4 1	337663.33984375	0	453315.1328125	0	0	0	0	0	0	0	0	0	0	0
DGTheo_58:1_NH4 1	3103679.09375	2677675.9296875	3573596.453125	1683336.77734375	1703766.890625	1564146.8203125	1021805.27734375	1059098.4453125	0	2299944.890625	2405649.125	2786480.203125	0	154496.3046875
DGTheo_58:2_NH4 1	5545049.484375	5438004.1875	7042401.40625	2846870.046875	2589416.828125	2942195.015625	1582221.69140625	1971827.8671875	2059137.4609375	6942277.84375	7111366.34375	7451179.5625	129043.7041015625	0
DGTheo_58:3_NH4 1	3903373.8125	4224768.15625	6004775.125	2627815.1796875	2366333.546875	2487841.34375	0	1513402.21875	1145616.515625	4662980.875	4082274.375	5197776.75	0	0
DGTheo_58:4_NH4 1	2179522.875	2256084.59375	3382342.3125	1962010.09375	1928485.421875	1796252.625	895234.234375	973797.28125	0	1825140.15625	1677729.53125	1725898.25	0	0
DGTheo_58:5_NH4 1	1118190.0546875	1107933.609375	1787827.84375	878667.78125	676942.515625	826169.859375	308386.46875	376930.6640625	0	739965.734375	762139.859375	652132.015625	0	0
DGTheo_58:6_NH4 1	1963595.17578125	1912355.1015625	2796375.609375	0	0	0	0	0	0	767377.9375	697453.068359375	0	0	0
DGTheo_58:7_NH4 1	1839492.5	1777192.5546875	2618129.6328125	448548.82421875	329182.2109375	376723.03125	0	0	0	732480.71875	685542.46875	739284.0703125	0	0
DGTheo_58:8_NH4 1	444031.3984375	0	456333.1484375	0	0	0	0	0	0	0	0	0	0	0
DGTheo_59:1_NH4 1	0	0	593958.55859375	0	509536.654296875	569525.17578125	480002.578125	0	526538.4248046875	384665.8505859375	530146.0703125	538647.654296875	452334.4140625	435773.46484375
DGTheo_59:2_NH4 1	423214.94921875	432226.5546875	429662.53515625	0	411466.359375	501173.41015625	423347.44921875	0	0	0	0	0	217062.6875	0
DGTheo_60:1_NH4 1	1026337.8291015625	955572.03515625	1289397.05859375	965616.966796875	891424.431640625	896252.3828125	600102.2236328125	772753.212890625	761928.19140625	748359.564453125	700199.3125	752323.837890625	338772.984375	285415.28857421875
DGTheo_60:2_NH4 1	1644403.375	1747448.2265625	2408318.6640625	1843187.3515625	1793537.9296875	1839936.1796875	829063.609375	1092876.09765625	1156770.3671875	1882507.6953125	2075110.078125	1786232.42578125	242330.396484375	336647.482421875
DGTheo_60:3_NH4 1	1437501.5390625	0	1893265.734375	1668384.328125	1538234.484375	1406480.771484375	0	631521.7734375	0	1265824.609375	1514558.34375	1587143.2421875	0	0
DGTheo_60:4_NH4 1	1132329.875	0	1314523.203125	1378468.59375	1488089.140625	1269638.359375	520757.8125	654052.4921875	627149.625	636954.4609375	626982.46875	766394.671875	0	0
DGTheo_60:5_NH4 1	834141.03125	716484.4609375	848806.890625	976561.75	918707.8828125	886625.3125	0	0	0	0	411030.8125	288440.640625	0	0
DGTheo_60:6_NH4 1	1258805.0830078125	1178570.28125	1763002.546875	709774.1875	499407.0	778820.7734375	0	370291.2626953125	0	288954.3046875	0	0	0	0
DGTheo_60:7_NH4 1	1533040.71875	1668930.84375	2225205.6875	483047.6796875	445940.6875	505930.03125	0	0	0	320953.046875	382651.53125	0	0	0
DGTheo_60:8_NH4 1	614541.984375	0	677829.0234375	0	0	0	0	0	0	0	0	0	0	0
DGdOTheo_41:3_NH4 1	0	0	0	0	719448.478515625	0	0	0	0	0	0	0	0	0
DGdOTheo_42:3_NH4 1	509109.48046875	483385.1259765625	501127.71435546875	597171.732421875	0	0	0	570404.74609375	447265.921875	0	469802.2265625	529334.5078125	444528.384765625	0
DGdOTheo_43:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	132243.88232421875
DGdOTheo_44:3_NH4 1	350218.82763671875	477477.66015625	378050.236328125	506118.7041015625	417367.8623046875	493082.8994140625	527750.29296875	0	607439.2265625	413194.94970703125	0	362615.287109375	402397.2802734375	0
DGdOTheo_45:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	239619.1494140625	168880.1533203125
DGdOTheo_45:3_NH4 1	303900.5517578125	490605.486328125	0	489684.796875	512437.5078125	341681.2099609375	348669.35546875	343209.427734375	538803.04296875	0	313619.9921875	0	368860.0078125	460415.814453125
DGdOTheo_46:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	83996.09838867188	0
DGdOTheo_47:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	151461.3720703125
DGdOTheo_47:3_NH4 1	302446.0849609375	359537.83984375	329928.8125	509304.2490234375	398230.0974121094	450469.26171875	0	396269.3818359375	437105.240234375	341943.48046875	320730.359375	322446.798828125	334258.125	331263.74609375
DGdOTheo_48:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	243839.67431640625	244167.5537109375
DGdOTheo_48:3_NH4 1	0	388778.7060546875	386581.4189453125	511249.734375	0	471152.611328125	400293.32421875	406862.42578125	411356.5390625	0	453230.3203125	350378.783203125	320171.1923828125	395224.083984375
DGdOTheo_49:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	83754.755859375
DGdOTheo_50:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	80074.56640625	128740.43994140625
DGdOTheo_50:3_NH4 1	0	0	0	460786.71875	401292.685546875	481671.302734375	365924.22265625	439571.6982421875	0	274570.021484375	349338.8115234375	512443.517578125	361336.251953125	0
DGdOTheo_51:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	188574.83447265625	221212.341796875
DGdOTheo_51:3_NH4 1	0	0	258512.2998046875	0	0	425325.7109375	383582.0107421875	315761.4794921875	434923.70654296875	0	0	300934.7265625	314211.529296875	296471.49609375
DGdOTheo_52:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	67175.7275390625
DGdOTheo_53:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	130661.705078125
DGdOTheo_53:3_NH4 1	0	0	343414.1015625	366986.05078125	501145.3154296875	398598.0498046875	294890.3662109375	404730.8818359375	0	221218.58203125	300935.35546875	292524.0625	364050.9287109375	306350.2802734375
DGdOTheo_54:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	147286.826171875	0
DGdOTheo_54:3_NH4 1	0	0	433659.0400390625	0	0	0	0	0	0	0	373428.048828125	0	313894.86328125	411445.5751953125
DGdOTheo_55:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	43246.08349609375	83955.369140625
DGdOTheo_56:3_NH4 1	0	317147.0263671875	308047.654296875	363279.7275390625	0	407875.580078125	0	424869.59228515625	0	238116.98583984375	0	421192.328125	326896.185546875	290601.16015625
DGdOTheo_57:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	184551.5908203125	207419.677734375
DGdOTheo_57:3_NH4 1	0	0	0	347787.6953125	0	0	0	334248.7685546875	0	0	0	0	315451.720703125	304194.44921875
DGdOTheo_58:3_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	47013.91748046875	0
DGdOTheo_59:3_NH4 1	0	317229.8720703125	0	0	0	0	320515.79296875	343926.7841796875	0	0	0	0	359853.9599609375	245779.41015625
DGdOTheo_60:2_NH4 1	0	0	0	0	0	0	0	0	0	0	0	0	157689.93359375	188153.166015625
DGdOTheo_60:3_NH4 1	0	333106.328125	347051.97265625	0	299240.6259765625	351619.0478515625	0	0	0	201954.29296875	289178.55322265625	0	254085.6396484375	319167.55078125
IS2010326_30:0_NH4 1	0	0	0	0	0	0	0	0	0	0	309141.63916015625	428314.5129394531	0	0
3010002_54:0_NH4 1	6219871.96875	5515856.640625	6737940.375	2685395.0703125	2566503.80859375	2617578.25	3271311.390625	3947153.8671875	3902379.21875	7592748.65625	7987385.40625	8556565.40625	1494081.208984375	1453486.5
3010003_60:0_NH4 1	0	399074.021484375	0	0	0	0	0	0	0	0	361763.0529785156	0	0	189466.77783203125
3010004_50:0_NH4 1	21166013.625	13371108.9375	17751184.375	4336813.75	4110879.5625	4085923.21875	16362438.125	17617221.0	19269300.5	31260644.625	38261090.25	35733325.625	538845.99609375	696074.453125
3010005_50:1_NH4 1	58729173.5	39411912.5	53517054.5	15895782.8125	15352907.28125	15688067.71875	51994897.0	56819404.0	69591432.5	129857140.0	141647108.5	135454685.0	862161.8818359375	1186760.1875
3010007_46:0_NH4 1	6716007.578125	3837615.3671875	4800689.0625	1698172.203125	1975578.359375	1851281.9765625	7326226.390625	7818170.3125	9626821.3125	12210582.9375	14636611.8125	14379142.40625	699830.1455078125	751737.07421875
3010017_48:1_NH4 1	25796685.875	13923181.90625	17766370.9375	5987159.03125	6362192.5	6594690.71875	33667364.375	34098939.0	44498412.125	65805845.75	67334932.0	62559690.125	1027172.61328125	1283952.52734375
3010018_48:2_NH4 1	8359981.625	3870268.9375	5028009.03125	1858887.375	1989007.015625	1790424.203125	16924989.0	15735215.75	23042803.203125	22914992.421875	22906146.25	20841440.5	735844.16796875	801601.96875
3010019_49:0_NH4 1	798385.373046875	900040.6484375	700980.1328125	335195.017578125	579397.98828125	428754.015625	793359.123046875	936720.5390625	1056168.927734375	698298.443359375	688751.580078125	892397.736328125	369972.33203125	318120.71484375
3010020_48:3_NH4 1	1101709.96875	468388.78515625	473791.0625	0	333484.71484375	0	2374184.34375	2410119.6875	3496307.5	2673541.25	2946593.375	2477112.8125	0	0
3010021_49:1_NH4 1	1814636.8359375	1863212.171875	1927974.0	924872.12109375	1142371.591796875	917908.7578125	2050298.453125	2644555.3359375	3168070.67578125	2238315.58203125	2278865.625	1961872.109375	766743.15625	850448.1875
3010024_49:2_NH4 1	1193417.734375	1024534.140625	1103650.15625	563270.3515625	882530.796875	761157.265625	1468704.92578125	2211639.9375	2813347.2578125	1641987.5625	1684019.75	1571367.875	424463.0390625	682589.44140625
3010029_49:3_NH4 1	476201.33984375	400126.1796875	0	0	0	0	1216454.25	1054871.140625	1700478.453125	1297596.5234375	1134128.578125	868669.78125	0	0
3010032_50:2_NH4 1	30853618.5	17582624.828125	22764033.5	7973695.25	7931897.625	7246893.125	49519153.0	47092241.5	64695313.5	89007687.0	90104514.0	86164774.75	517731.37890625	739593.421875
3010037_50:3_NH4 1	6749902.875	3291750.71875	4008059.73828125	1414208.3125	1549493.046875	1345175.5	12142252.5	11352829.75	16263345.75	21586104.875	20106259.71875	20239964.25	117942.6171875	181319.501953125
3010038_51:1_NH4 1	2471127.484375	2397225.05078125	2165714.16015625	1073594.296875	1342056.4453125	1285149.8203125	1985022.171875	1848759.587890625	2447100.7578125	2663620.8359375	2562811.49609375	2482082.65625	675753.380859375	564190.955078125
3010045_51:2_NH4 1	2649376.796875	1944910.6484375	2011508.0078125	0	961059.5859375	857696.390625	2078789.3203125	2192991.08203125	3013150.734375	2894259.640625	2839028.90625	2981968.0	393372.79296875	329928.4765625
3010046_50:4_NH4 1	740749.4140625	0	404199.046875	0	0	0	1306519.65625	1167518.84375	1833906.21875	1647812.875	1609522.09375	1743252.484375	0	0
3010055_51:3_NH4 1	696422.3515625	575141.8671875	571067.8828125	0	301875.7578125	0	975536.86328125	1060682.53125	1493194.8125	1402862.3125	1259446.1875	1231813.0	77700.064453125	126651.38720703125
3010060_52:0_NH4 1	12389209.25	9595137.25	12316381.875	3086457.984375	2742111.546875	2826740.3125	6969602.59375	8006470.9375	8567076.3125	17504155.3125	17916095.1875	18959549.625	781759.1142578125	734223.580078125
3010067_51:4_NH4 1	0	0	0	0	0	0	307297.0078125	275999.55078125	489242.296875	492575.3203125	440982.1796875	594504.640625	0	0
3010071_52:1_NH4 1	49130710.125	35468548.0	47682577.875	12434489.46875	11494066.75	11834359.3125	31807256.25	33540771.25	39949644.0	107743059.0	120756074.0	106753791.25	410292.11328125	335227.998046875
3010083_52:2_NH4 1	62877673.5	42907680.5	57692766.75	18581101.59375	18062216.625	17506778.5	52647168.75	55984836.0	64854270.0	164770557.5	181093306.0	163287231.0	0	428856.490234375
3010098_53:0_NH4 1	628263.7724609375	630809.943359375	450443.13671875	0	0	408316.353515625	534916.7119140625	0	683642.03125	389466.251953125	591169.982421875	495293.7705078125	364077.7177734375	458128.66552734375
3010099_52:3_NH4 1	18523616.921875	11411450.8671875	15510140.796875	5388122.0625	5599803.8125	5166275.625	22974901.875	21913747.75	29107825.0	61272993.0	58922434.0	56965037.5	0	132645.685546875
