Lipid identifier	01PCCL3Ctrl	02PCCL3Ctrl	03PCCL3Ctrl	04PCCL3TSH0	05PCCL3TSH0	06PCCL3TSH0	07PCCL3TSH24h	08PCCL3TSH24h	09PCCL3TSH24h	10PCCL3TSH48h	11PCCL3TSH48h	12PCCL3TSH48h	13Blank	14BlankStdrmix
PCTheo_44:9_H 1	461376.6015625	0	490050.1015625	883055.640625	716616.515625	990851.1015625	0	0	0	0	0	0	0	0
PCTheo_46:7_H 1	1433924.103515625	1749425.83984375	1539152.30078125	855035.87890625	1284858.87890625	1439183.48046875	365547.3603515625	399728.3408203125	1049979.521484375	0	0	0	0	0
PCTheo_46:8_H 1	0	311701.4296875	0	0	0	0	0	0	0	0	0	0	0	0
PCdOTheo_13:0_H 1	0	0	0	0	0	0	0	0	430190.7001953125	0	0	0	0	0
PCdOTheo_15:0_H 1	281729.98046875	0	263725.48291015625	0	0	0	0	0	589828.40234375	0	0	219035.0888671875	0	0
PCdOTheo_35:6_H 1	0	0	0	0	0	0	1795957.7890625	1825258.107421875	0	1327081.41015625	0	0	0	0
PCdOTheo_37:6_H 1	0	3291297.109375	0	0	0	4012872.078125	0	3245797.390625	0	0	0	0	0	0
PCdOTheo_39:6_H 1	0	0	0	1005050.6044921875	1086498.18359375	0	712215.203125	848976.09765625	1235032.375	595698.48828125	853804.8828125	0	0	0
PCdOTheo_39:7_H 1	0	0	0	0	1997900.359375	0	0	0	0	370154.830078125	0	0	0	0
PCdOTheo_41:5_H 1	0	308476.357421875	311067.48779296875	0	0	0	0	0	0	0	0	0	0	0
PCdOTheo_41:6_H 1	334172.45703125	312129.0397135417	440104.673828125	0	0	0	0	0	0	0	0	0	0	0
PCdOTheo_59:18_H 1	0	623491.298828125	677184.9765625	269807.509765625	0	0	0	0	0	0	0	0	0	0
2010003_37:4_H 1	540886.9453125	640125.7578125	688386.265625	454901.640625	356033.8828125	364361.140625	372428.982421875	320576.171875	548535.72265625	0	0	0	0	0
2010009_34:1_H 1	163673660.5	127193658.0	136180128.0	114967786.5	119001982.5	113237219.25	202825158.0	184652093.5	259883077.5	135472599.25	165220937.0	160164958.0	0	0
2010036_36:1_H 1	144252925.0	130860032.5	137427877.5	131992849.75	136708736.5	133884213.25	141627638.5	133592849.25	173891786.5	106584061.25	125712505.0	122068173.0	0	0
2010037_32:0_H 1	1200380.78515625	969680.32421875	1021509.982421875	599968.869140625	631693.517578125	0	1558391.87109375	1284281.375	2043745.1875	898548.216796875	0	1299262.89453125	0	0
2010039_36:2_H 1	192231293.0	168980570.0	168875004.0	150782144.0	157208098.0	150030314.0	166927518.0	161149858.0	240778412.0	179357518.0	213386166.0	205017114.0	0	0
2010041_34:3_H 1	4758745.625	3541222.6875	3680460.5	2664494.59375	2856839.96875	2657893.84375	5902449.4375	5483804.125	8368360.125	6866446.0	8033403.75	7630619.4375	0	0
2010042_34:2_H 1	69495641.0	52853827.5	55996304.0	38578181.5	41121492.5	37998618.5	92487028.0	84261545.0	129628990.0	101148095.0	120339614.0	116827555.0	0	0
2010048_36:3_H 1	39622517.0	36556988.0	35095979.5	31753420.5	33333218.0	31564905.5	40120918.5	38540026.0	57660741.0	39435278.0	46760512.5	44534539.5	0	0
2010094_40:6_H 1	30207040.25	26733653.875	25766099.1875	36895438.875	36235753.75	35749640.0	39542597.0	35992359.375	58157678.125	17392499.1875	20075789.625	19780672.4375	0	0
2010095_38:6_H 1	11401143.390625	10174348.75	9720777.25	12992315.875	12384930.625	12257827.5	12353185.6875	11727669.875	18772868.25	5244795.625	6151594.75	5803280.1875	0	0
2010096_36:4_H 1	15480364.25	12655728.0703125	13059776.125	14584352.5	14513668.125	13850381.375	17929422.75	16207677.75	25331647.5	10151765.25	11658492.125	11314062.0	0	0
2010106_30:0_H 1	0	0	0	0	0	0	457160.02734375	349930.5712890625	715734.6171875	0	343894.1857910156	343683.23828125	0	0
2010108_32:2_H 1	5404048.0	2716773.28125	2984546.0625	1933447.640625	2174021.71875	1951374.578125	11183578.25	9731976.125	16292660.0	12457052.875	15347180.0	14850875.25	0	0
2010114_38:4_H 1	72450667.0	67837421.25	63864757.65625	71308882.0	70417712.0	67941801.9375	61916738.0	62287500.0	95558870.0	40815591.78125	46031053.0	44210965.0	0	0
2010122_38:2_H 1	44498876.75	45832842.5	42353013.375	57174558.625	58517997.0	55894259.5	52677336.0	52784077.125	70209663.625	51703810.625	57919286.5	55900898.75	0	0
2010135_38:1_H 1	16317142.71875	16004119.5	16550075.375	17974010.8125	18481835.375	17983998.875	15038778.46875	15030506.625	18316961.46875	13370561.46875	15432245.28125	14124365.90625	0	0
2010140_40:2_H 1	26096445.75	27525259.125	25256431.5625	35637501.375	36690347.75	34914750.0	25649514.3125	25791767.125	31709662.75	29623164.75	32612086.375	31913717.5	0	0
2010151_40:1_H 1	11733834.6875	12849922.25	13196250.28125	16241784.1875	17062544.34375	16613958.625	10627999.5	10642771.78125	11602684.59375	9787508.28125	10950297.34375	10587264.0625	0	0
2010287_42:1_H 1	1762481.0546875	1401090.20703125	1453817.8828125	1341217.0859375	1550539.28515625	1306893.16796875	1048468.873046875	1174864.265625	1055489.4208984375	1043604.8359375	1199775.126953125	862881.453125	0	0
2010325_32:0_H 1	0	0	0	0	0	0	703099.41015625	1105471.03515625	0	0	0	0	0	0
2010331_36:2_H 1	2003033.3359375	1996748.03515625	1926649.6953125	1510955.45703125	1649122.5	1306979.890625	1333287.046875	1483787.5625	2109478.859375	943482.16796875	975891.9716796875	1056675.90234375	0	0
2010331_36:2_NH4 1	0	0	0	0	0	0	1150865.0234375	0	0	1066449.966796875	0	961675.029296875	0	0
2010339_34:1_H 1	4197699.921875	3633321.5	4037487.0234375	2039829.28515625	2210949.7265625	2038041.57421875	2798572.0703125	2681633.21875	3338341.109375	1434059.74609375	1737217.99609375	1687225.83203125	0	0
2010339_34:1_NH4 1	1383110.79296875	1294839.625	1319132.2734375	1280454.49609375	1309013.255859375	1295899.5546875	1435248.005859375	1288456.98828125	1581008.296875	1006697.640625	1234891.6015625	1048013.0859375	0	0
2010372_32:1_H 1	43370147.875	23081672.09375	26920624.9375	18187853.96875	19307126.8125	17416409.5625	81893066.875	72431865.625	112234705.0	50296256.125	63105284.625	61997229.375	0	0
2010374_32:3_H 1	0	0	0	0	0	0	0	0	0	0	244758.826171875	0	0	0
2010380_34:4_H 1	563605.42578125	334654.1726074219	403916.3203125	324262.041015625	284729.3671875	285111.951171875	1066782.5859375	975714.4609375	1113221.25	870912.9140625	855123.4765625	829081.6875	0	0
2010387_30:1_H 1	492276.75	0	281728.17578125	392576.35888671875	468546.69873046875	420575.462890625	1767359.6015625	1353216.369140625	2186686.94921875	699822.0234375	1029888.3828125	940146.583984375	0	0
2010387_30:1_NH4 1	566283.98828125	837573.9458007812	371038.9130859375	1009038.1875	1057130.1796875	992728.79296875	637791.9482421875	0	0	507354.345703125	656567.712890625	609362.1357421875	0	0
2010391_31:2_H 1	0	0	0	0	0	0	0	327597.3984375	355623.79296875	0	0	0	0	0
2010396_33:1_H 1	2150053.92578125	1673208.96484375	1936316.35546875	881081.982421875	980998.173828125	876544.552734375	1981795.796875	2078311.74609375	2772191.875	1141095.8125	1359334.5234375	1308630.716796875	0	0
2010396_33:1_NH4 1	1424059.0390625	1150101.27734375	1244343.3818359375	1130055.6865234375	1180448.71875	1082562.7890625	1846567.4765625	1684580.6796875	2205563.7265625	1223262.4775390625	1458406.46875	1532367.994140625	0	332460.0830078125
2010397_33:2_H 1	0	0	0	0	0	0	831363.703125	514811.02734375	1001611.28125	283465.33984375	391858.0	0	0	0
2010399_33:4_H 1	1090803.1171875	1844592.1640625	897185.1416015625	2210954.453125	2087462.30078125	1871382.015625	1228856.806640625	1146868.68359375	1299122.853515625	1197842.31640625	1180548.00390625	1315540.19921875	0	6236535.1015625
2010403_35:2_H 1	2627386.09375	2534074.46875	2480041.96875	1199935.59375	1134297.34375	1083432.375	1823141.140625	1701354.28125	2294866.8125	1486419.859375	1617419.09375	1674986.890625	0	0
2010450_36:5_H 1	6471160.5	5481101.0	5771605.21484375	2934227.75	2851137.15625	2880111.25	3835958.75	3883565.34375	5273427.6875	2102932.8125	2348973.375	2335146.71875	0	0
2010470_37:1_H 1	742826.73828125	560000.7900390625	585936.056640625	468337.12109375	779352.33984375	410952.193359375	391904.015625	391751.80859375	713508.421875	217384.53125	0	246078.02734375	0	0
2010502_37:3_H 1	1538144.6640625	1446239.4375	1463204.1015625	1066048.2734375	1031185.7265625	912952.2265625	1296945.1796875	1064963.5	2009031.2734375	589955.490234375	628115.8671875	591597.37890625	0	0
2010533_36:6_H 1	355124.078125	312572.9765625	392556.4609375	0	0	0	279469.625	253059.376953125	0	0	0	0	0	0
2010537_38:3_H 1	68388590.875	60541879.0	60146854.125	81581898.0	75875857.0	74379871.5	72006947.0	77119236.0	107860842.0	55669629.875	65040560.125	60654295.0	0	0
2010538_38:5_H 1	38648843.5	39878845.0625	38394767.5	26726341.5	27144654.75	25446828.5	23298405.5	24905004.75	34052163.0	13421040.625	15080866.25	14308732.75	0	0
2010559_39:2_H 1	0	737532.8002929688	0	742054.046875	521329.8271484375	704841.5625	0	0	867817.2045898438	0	0	0	0	0
2010560_39:4_H 1	455313.44140625	0	0	0	542187.73828125	0	371354.478515625	309656.8671875	0	0	0	0	0	0
2010588_39:3_H 1	1008020.890625	884731.8984375	1010311.57421875	1170201.40234375	872634.375	905262.0234375	763406.662109375	870730.828125	0	307311.501953125	557573.17578125	0	0	0
2010619_39:6_NH4 1	0	0	0	0	0	0	348501.3857421875	0	0	0	0	0	0	0
2010651_40:3_H 1	14413959.5	13114449.484375	12399143.6484375	22148093.34375	22806268.5625	22042659.984375	17452033.25	17202272.5625	24822587.5	17403046.6796875	19030792.53125	18695182.71875	0	0
2010652_40:5_H 1	15154665.6875	14123593.8125	13937907.1875	12865115.78125	13248895.25	12602979.625	11292531.375	12138927.71875	17203959.875	7110572.21875	7344216.375	7037207.875	0	0
2010673_38:7_H 1	689517.5703125	555359.54296875	636282.578125	711717.390625	752802.984375	734143.0234375	835844.453125	823347.578125	1368550.28125	526981.0859375	533403.98046875	583042.9140625	0	0
2010677_40:4_H 1	10233864.6875	8584935.25	8267978.25	12770916.8515625	13203816.6171875	12494915.5	11816876.125	10574481.875	16965368.34375	9640480.6640625	11400174.359375	11139147.0390625	0	0
2010708_40:7_H 1	6401722.125	5953621.3125	5716555.6875	10163605.375	9658108.625	9639533.921875	7179304.25	7032854.8984375	11117370.625	4778621.91015625	5348235.54296875	5035602.75	0	0
2010767_40:8_H 1	362245.41796875	487931.15625	380559.91796875	517827.421875	571144.953125	527561.171875	344470.9609375	402409.97265625	567293.1328125	217861.75	0	0	0	0
2010821_41:3_H 1	0	0	0	0	0	0	0	0	349654.783203125	0	0	0	0	0
2010839_42:2_H 1	3391321.3203125	3087358.6953125	3230442.546875	3175863.734375	3186666.46484375	3032375.40625	3061459.9296875	3057486.984375	3049965.8671875	3986789.5546875	4117229.7890625	4295852.6328125	0	0
2010840_42:4_H 1	4659153.375	4571403.453125	3741391.375	4916776.046875	5321305.7734375	5008736.0234375	4943273.1484375	4502369.6640625	6501497.21875	3879102.0390625	4433929.140625	4396892.03125	0	0
2010868_42:3_H 1	2669132.48828125	2311175.78125	2279387.625	3075433.5	3224027.0625	2926604.66796875	3079022.21875	3167274.0703125	3973560.796875	3410232.71875	3723383.6875	3665096.75	0	0
2010869_42:5_H 1	4579867.28125	4492801.0	4199776.9921875	4138176.75	4370096.640625	4106257.90625	3666800.4140625	3449664.796875	5051132.78125	2305543.87109375	2547626.21875	2679662.6875	0	0
2010870_42:7_H 1	2891817.90625	2423441.28125	2368210.33203125	2367594.875	2415221.369140625	2414220.1875	2157008.1328125	2195749.1171875	3305301.0703125	1320530.650390625	1505965.765625	1438627.9375	0	0
2010900_42:6_H 1	6711421.953125	6093945.3515625	6026397.71875	4333647.5625	5237023.421875	4675285.859375	4656140.0	5378191.0	6591894.09375	2404764.65625	2878581.25	2833782.8125	0	0
2011037_44:2_H 1	0	0	0	0	0	356116.833984375	0	0	0	0	0	0	0	0
2011038_44:4_H 1	0	0	0	0	0	0	1278726.2421875	0	0	0	0	0	0	0
2011039_44:6_H 1	1185058.59375	1153172.2734375	1062904.919921875	0	0	1095148.6328125	931078.9296875	878913.005859375	1464778.671875	0	0	0	0	0
2011068_44:3_H 1	0	457408.5703125	0	0	0	622107.1513671875	594378.58984375	0	701496.927734375	0	0	0	0	0
2011069_44:5_H 1	0	1197649.6796875	0	0	0	0	774700.4057617188	0	0	0	0	0	0	0
2011070_44:7_H 1	0	899704.86328125	813978.9609375	0	0	1257595.3671875	1032870.4140625	0	1436630.5546875	499409.3359375	0	0	0	0
2020006_38:5_H 1	57479285.5	52144768.84375	50172599.0	74698439.0	78148094.25	73269961.6875	51790621.0	50696257.0	79927461.75	40558666.0	45374128.0	45386232.0	0	0
2020018_34:1_H 1	2998869.25	2636738.5859375	0	0	952096.48046875	0	2045744.703125	2098261.1953125	2348749.28125	2112614.48828125	2679945.5078125	2413691.6171875	0	0
2020019_36:4_H 1	49363677.15625	46790852.5	44041843.5	63989628.0	66555856.0	61297371.0	54999401.0	53882981.5	89680894.0	55358496.5	62309147.0	60917695.0	0	0
2020020_38:6_H 1	44005573.28125	44707918.5	43882182.1875	47547220.5	47710567.5	45173406.0	26730661.75	29107256.5	41853849.0	16856425.75	19051584.5	18431339.75	0	0
2020027_32:1_H 1	0	0	348026.0078125	0	0	336261.65234375	0	0	0	0	0	0	0	0
2020029_33:2_H 1	1807778.748046875	1798466.220703125	1835368.62890625	935758.5625	1012900.974609375	1004827.26953125	1015494.8662109375	1033346.546875	1318732.14453125	844299.92578125	911570.7690429688	878249.640625	0	0
2020029_33:2_NH4 1	859064.380859375	1018351.296875	954062.87109375	816581.0634765625	913573.7421875	0	783748.046875	831791.0625	909302.453125	660157.783203125	864419.25390625	789326.70703125	0	0
2020030_34:4_H 1	3029784.3125	2952975.8125	2737037.90625	2839384.78125	2873889.875	2795502.03125	3382868.40625	3171932.40625	4749700.875	4887937.1875	5567114.0	5389125.8125	0	0
2020032_36:1_H 1	6745197.640625	6696282.421875	7649102.046875	2297581.98828125	2467019.0234375	2014070.28125	4005931.265625	4207508.1953125	4761230.359375	4939527.453125	5608420.578125	5135611.40625	0	0
2020033_36:2_H 1	107319977.0	113988395.25	111417667.25	79872765.25	82433430.0	77091047.25	78080354.875	81534612.5	97431876.25	71475946.125	83546154.25	77889668.75	0	0
2020035_38:1_H 1	6948111.5	7476090.984375	7787525.5	3865747.21875	3959429.734375	3421021.4375	3789380.640625	4041814.453125	4493995.96875	4373422.0	5345740.234375	4690704.6875	0	0
2020036_38:2_H 1	77958860.75	82596987.75	78536306.5	65028024.75	68186305.375	63263704.0	65888188.625	69018058.5	77821567.75	62568046.75	68405856.375	65139978.125	0	0
2020037_38:4_H 1	64035838.0	55376954.5	52798425.5	75010778.0	77771440.0	77424377.21875	65185162.0	63768194.0	94642633.0	60565325.0	67393965.0	66748968.0	0	0
2020046_35:2_H 1	2529146.298828125	2956229.00390625	2853832.515625	1870212.25	1841816.822265625	1596119.107421875	1253754.3857421875	1433746.8525390625	1363302.125	548088.5927734375	794598.4736328125	697824.728515625	0	0
2020046_35:2_NH4 1	991758.05859375	1083801.1879882812	1051867.408203125	657355.255859375	648165.0712890625	611692.1284179688	691001.9287109375	0	867369.05859375	566229.9482421875	630248.4892578125	0	0	0
2020049_36:3_H 1	72287742.0	76171007.0	70983878.0	76171455.5	80107878.0	67552310.0	63869026.0	65294668.0	93348871.0	69590787.0	79950915.0	89246894.0	0	0
2020056_38:3_H 1	52917428.5	57262881.0	52331825.0	61599437.0	63890026.0	57254543.0	49899855.0	52248835.5	69083380.0	50795986.0	55615110.0	54540930.0	0	0
2020058_40:1_H 1	2481505.765625	2908723.8515625	2886045.40625	1878992.7734375	1998578.578125	2077860.58984375	1543070.265625	1842921.9296875	1719349.0703125	1518960.1796875	1798361.453125	1666604.33984375	0	0
2020059_40:2_H 1	28785483.375	31350533.25	30747822.3125	26684077.8125	29614556.1875	28234284.6875	28167883.0	28533523.875	29548096.625	26219140.4375	27098734.375	27052839.0	0	0
2020060_40:4_H 1	22543632.625	19813016.25	19190652.375	30647350.5	32903808.5	30999012.0	25296781.25	23949795.0	36915231.5	19807084.0	22283640.5	0	0	0
2020070_37:2_H 1	1091851.51953125	1391257.44140625	1379868.265625	610585.935546875	598579.28125	367778.48046875	337487.22265625	567651.619140625	681320.291015625	270221.70703125	0	253082.18359375	0	0
2020070_37:2_NH4 1	722640.53125	908520.287109375	884647.494140625	742076.3510742188	750654.3828125	545986.1279296875	674984.330078125	720273.0224609375	876557.408203125	0	725644.328125	656916.287109375	0	0
2020082_40:3_H 1	31977702.25	31591268.0	29320428.5	40428581.5	42692182.75	46888958.25	33490358.5	33001995.5	44172335.125	30098497.0	34185240.875	0	0	0
2020084_40:5_H 1	13599275.75	13254998.4375	12403556.3515625	0	0	18668508.5	14937601.0	13876655.25	20663627.5	11516530.9375	0	0	0	0
2020087_42:2_H 1	0	0	0	0	0	0	923598.984375	0	0	0	0	0	0	0
2020088_42:4_H 1	0	1799271.75	0	0	0	0	2950896.140625	0	0	0	0	0	0	0
2020089_42:6_H 1	0	3765860.515625	3934375.8671875	0	0	0	3082237.140625	0	0	0	0	0	0	0
2020095_36:5_H 1	35145252.5	33537135.5	33026491.78125	57027836.0	57062931.5	54888522.125	32477115.5	32095823.0	52069895.5	24192123.0	27585999.75	26547093.75	0	0
2020098_34:3_H 1	26565678.75	27509212.75	26008237.5	22171020.25	23878989.25	21730908.0	26358294.25	26479350.0	38216605.0	33810343.0	40104596.0	39131774.0	0	0
2020100_34:2_H 1	121543693.25	124714070.0	120956952.75	107473288.0	113975162.0	108102304.0	105049617.5	103106644.75	133103305.25	95424300.5	112850948.5	109205103.25	0	0
2020104_40:6_H 1	17467989.5625	17188073.9375	16412473.96875	14785663.5390625	14752362.265625	14722322.5625	9983846.890625	10700449.6328125	15239153.0	5753453.33203125	6879741.9453125	6488107.16015625	0	0
2030001_38:6_H 1	26458498.25	27734934.25	25600886.0	46996463.0	47062202.5	45341466.5	20097199.75	21256049.5	34276548.75	17801896.25	19930125.5	19214304.375	0	0
2030003_38:4_H 1	57479285.5	52144768.84375	50172599.0	74698439.0	78148094.25	73269961.6875	51790621.0	50696257.0	79927461.75	40558666.0	45374128.0	45386232.0	0	0
2030004_36:1_H 1	107319977.0	113988395.25	111417667.25	79872765.25	82433430.0	77091047.25	78080354.875	81534612.5	97431876.25	71475946.125	83546154.25	77889668.75	0	0
2030005_40:6_H 1	45253381.75	44236764.0	43483851.625	54939928.0	56093591.75	54741226.0	32005011.125	31949128.625	46952966.25	20378961.125	24428075.375	0	0	0
2030006_40:7_H 1	0	9784241.75	9499385.125	0	0	0	8731793.125	0	13829843.5	6550741.5	0	0	0	0
2030010_30:1_H 1	0	0	0	0	0	0	349777.1650390625	306975.0078125	495867.3525390625	232659.11572265625	320430.2900390625	338194.08837890625	0	0
2030013_32:0_H 1	0	0	348026.0078125	0	0	336261.65234375	0	0	0	0	0	0	0	0
2030014_32:1_H 1	21304385.0625	18125045.71875	18880255.5625	12157795.25	13508892.625	12419378.71875	25202993.1875	23331082.5	33621987.5	27355601.09375	32479379.125	31256058.0	0	0
2030016_33:1_H 1	1807778.748046875	1798466.220703125	1835368.62890625	935758.5625	1012900.974609375	1004827.26953125	1015494.8662109375	1033346.546875	1318732.14453125	844299.92578125	911570.7690429688	878249.640625	0	0
2030016_33:1_NH4 1	859064.380859375	1018351.296875	954062.87109375	816581.0634765625	913573.7421875	0	783748.046875	831791.0625	909302.453125	660157.783203125	864419.25390625	789326.70703125	0	0
2030018_34:0_H 1	2998869.25	2636738.5859375	0	0	952096.48046875	0	2045744.703125	2098261.1953125	2348749.28125	2112614.48828125	2679945.5078125	2413691.6171875	0	0
2030019_34:3_H 1	3029784.3125	2952975.8125	2737037.90625	2839384.78125	2873889.875	2795502.03125	3382868.40625	3171932.40625	4749700.875	4887937.1875	5567114.0	5389125.8125	0	0
2030021_34:4_H 1	0	233829.3203125	229424.486328125	288528.90234375	289916.806640625	321162.8125	258875.61328125	0	0	297412.890625	215343.416015625	291118.28515625	0	0
2030023_35:1_H 1	2529146.298828125	2956229.00390625	2853832.515625	1870212.25	1841816.822265625	1596119.107421875	1253754.3857421875	1433746.8525390625	1363302.125	548088.5927734375	794598.4736328125	697824.728515625	0	0
2030023_35:1_NH4 1	991758.05859375	1083801.1879882812	1051867.408203125	657355.255859375	648165.0712890625	611692.1284179688	691001.9287109375	0	867369.05859375	566229.9482421875	630248.4892578125	0	0	0
2030024_36:0_H 1	6745197.640625	6696282.421875	7649102.046875	2297581.98828125	2467019.0234375	2014070.28125	4005931.265625	4207508.1953125	4761230.359375	4939527.453125	5608420.578125	5135611.40625	0	0
2030026_36:2_H 1	72287742.0	76171007.0	70983878.0	76171455.5	80107878.0	67552310.0	63869026.0	65294668.0	93348871.0	69590787.0	79950915.0	89246894.0	0	0
2030027_36:3_H 1	49363677.15625	46790852.5	44041843.5	63989628.0	66555856.0	61297371.0	54999401.0	53882981.5	89680894.0	55358496.5	62309147.0	60917695.0	0	0
2030028_36:5_H 1	19499425.0	23522688.0	22392313.5	11949356.25	12509128.875	11105502.875	7455856.5625	9351151.875	13314081.9375	4366296.4375	4926986.75	4789810.0625	0	0
2030030_38:0_H 1	6948111.5	7476090.984375	7787525.5	3865747.21875	3959429.734375	3421021.4375	3789380.640625	4041814.453125	4493995.96875	4373422.0	5345740.234375	4690704.6875	0	0
2030031_38:1_H 1	77958860.75	82596987.75	78536306.5	65028024.75	68186305.375	63263704.0	65888188.625	69018058.5	77821567.75	62568046.75	68405856.375	65139978.125	0	0
2030032_38:2_H 1	52917428.5	57262881.0	52331825.0	61599437.0	63890026.0	57254543.0	49899855.0	52248835.5	69083380.0	50795986.0	55615110.0	54540930.0	0	0
2030041_34:1_H 1	121543693.25	124714070.0	120956952.75	107473288.0	113975162.0	108102304.0	105049617.5	103106644.75	133103305.25	95424300.5	112850948.5	109205103.25	0	0
2030044_35:2_H 1	1579555.796875	1685944.171875	1517385.875	991100.390625	1018161.796875	985581.4375	982379.6171875	1016867.21875	1333856.3125	849295.6640625	929490.2578125	930065.3125	0	0
2030049_36:4_H 1	35145252.5	33537135.5	33026491.78125	57027836.0	57062931.5	54888522.125	32477115.5	32095823.0	52069895.5	24192123.0	27585999.75	26547093.75	0	0
2030051_37:1_H 1	1091851.51953125	1391257.44140625	1379868.265625	610585.935546875	598579.28125	367778.48046875	337487.22265625	567651.619140625	681320.291015625	270221.70703125	0	253082.18359375	0	0
2030051_37:1_NH4 1	722640.53125	908520.287109375	884647.494140625	742076.3510742188	750654.3828125	545986.1279296875	674984.330078125	720273.0224609375	876557.408203125	0	725644.328125	656916.287109375	0	0
2030055_38:3_H 1	64035838.0	55376954.5	52798425.5	75010778.0	77771440.0	77424377.21875	65185162.0	63768194.0	94642633.0	60565325.0	67393965.0	66748968.0	0	0
2030056_38:5_H 1	44005573.28125	44707918.5	43882182.1875	47547220.5	47710567.5	45173406.0	26730661.75	29107256.5	41853849.0	16856425.75	19051584.5	18431339.75	0	0
2030058_40:0_H 1	2481505.765625	2908723.8515625	2886045.40625	1878992.7734375	1998578.578125	2077860.58984375	1543070.265625	1842921.9296875	1719349.0703125	1518960.1796875	1798361.453125	1666604.33984375	0	0
2030059_40:1_H 1	28785483.375	31350533.25	30747822.3125	26684077.8125	29614556.1875	28234284.6875	28167883.0	28533523.875	29548096.625	26219140.4375	27098734.375	27052839.0	0	0
2030060_40:2_H 1	31977702.25	31591268.0	29320428.5	40428581.5	42692182.75	46888958.25	33490358.5	33001995.5	44172335.125	30098497.0	34185240.875	0	0	0
2030061_40:4_H 1	13599275.75	13254998.4375	12403556.3515625	0	0	18668508.5	14937601.0	13876655.25	20663627.5	11516530.9375	0	0	0	0
2030072_37:2_H 1	2230447.375	2738826.703125	2205169.1328125	1710838.6171875	1820716.6171875	1745761.5390625	1399750.625	1316360.90625	2315431.19140625	1044863.55859375	1024189.3828125	1307740.92578125	0	0
2030080_39:1_H 1	895514.439453125	1223872.427734375	1072503.736328125	0	0	0	445059.78125	0	0	0	0	0	0	0
2030080_39:1_NH4 1	330796.71826171875	322167.875	350767.90234375	348043.06640625	404563.9482421875	344826.876953125	292990.2939453125	399513.888671875	0	386698.1474609375	348053.5478515625	0	0	0
2030084_40:3_H 1	22543632.625	19813016.25	19190652.375	30647350.5	32903808.5	30999012.0	25296781.25	23949795.0	36915231.5	19807084.0	22283640.5	0	0	0
2030086_40:5_H 1	17467989.5625	17188073.9375	16412473.96875	14785663.5390625	14752362.265625	14722322.5625	9983846.890625	10700449.6328125	15239153.0	5753453.33203125	6879741.9453125	6488107.16015625	0	0
2030089_42:1_H 1	0	0	0	0	0	0	923598.984375	0	0	0	0	0	0	0
2030090_42:2_H 1	0	1466504.71875	0	0	0	0	1972162.14453125	0	0	0	0	0	0	0
2030091_42:4_H 1	0	2624904.40625	0	0	0	0	0	0	0	0	0	0	0	0
2030092_42:6_H 1	0	19186918.34375	0	0	0	0	10616882.21875	0	0	0	0	0	0	0
2030094_34:2_H 1	26565678.75	27509212.75	26008237.5	22171020.25	23878989.25	21730908.0	26358294.25	26479350.0	38216605.0	33810343.0	40104596.0	39131774.0	0	0
2080002_45:0_H 1	358039.16796875	318515.45703125	0	0	0	0	0	0	0	203332.453125	0	0	0	0
2080003_45:0_H 1	0	9784241.75	9499385.125	0	0	0	8731793.125	0	13829843.5	6550741.5	0	0	0	0
2080004_42:0_H 1	2091890.8984375	1967810.03125	1948179.28125	2341397.6328125	2514657.78125	1994447.0	2031235.0078125	1740719.125	2916353.265625	1430250.1484375	1581298.484375	1496518.875	0	0
2080005_39:0_H 1	3029784.3125	2952975.8125	2737037.90625	2839384.78125	2873889.875	2795502.03125	3382868.40625	3171932.40625	4749700.875	4887937.1875	5567114.0	5389125.8125	0	0
2080008_43:0_H 1	354619.734375	345247.52734375	386711.279296875	674415.1328125	602795.1953125	602135.1875	316293.033203125	314745.94921875	453500.36328125	197069.05078125	232660.7041015625	229501.416015625	0	0
IS2010005_31:1_H 1	79307938.875	119216971.0	61452001.125	140972749.25	152547430.0	134014991.0	98045100.75	86205214.75	138095855.0	71616597.75	90569019.0	95894994.25	0	75034215.5
IS2010005_31:1_NH4 1	293909.138671875	215166.890625	0	0	0	0	618223.494140625	524622.796875	880077.40625	0	471070.919921875	410416.98046875	0	0
PEOTheo_32:3_H 1	613041.54296875	512081.8828125	507590.71484375	393015.796875	449542.685546875	402629.4375	686501.9765625	675952.0390625	1060899.625	802195.53125	938382.40625	913174.0234375	0	0
PEOTheo_35:4_H 1	965123.875	847865.2109375	947495.9765625	1186117.5546875	1088505.1875	1006713.25	838905.0	813947.8359375	1215838.203125	630793.859375	740557.6328125	632195.84375	0	0
PEOTheo_36:7_H 1	279840.84765625	286522.8125	0	0	297853.10546875	0	0	0	0	0	0	0	0	0
PEOTheo_37:5_H 1	1217358.65625	1109667.53125	1120350.0	1529942.453125	1545412.578125	1504945.59375	770187.546875	956586.6015625	1564251.421875	535761.234375	538830.1953125	552005.734375	0	0
PEOTheo_37:6_H 1	508669.4375	448485.41015625	397606.34765625	0	333117.80859375	0	0	210186.55078125	0	0	0	0	0	0
PEOTheo_39:3_H 1	0	1724532.5703125	1419586.625	0	0	0	853894.6171875	0	1115262.9765625	0	0	0	0	0
PEOTheo_39:4_H 1	0	0	0	0	0	0	902447.375	0	0	0	0	0	0	0
