Class	Lipid	Occurence	m/z	RTmin	RTmax	01pcDNA	02pcDNA	03pcDNA	04Creb3L1ACAoverex	05Creb3L1ACAoverex	06Creb3L1ACAoverex	07Scram	08Scram	09Scram	10siCreb3L1	11siCreb3L1	12siCreb3L1	BlankCal25	BlankCal5
GL02_DAG	2010003_34:0	NH4 1	614.57178	0.69	0.73	9606318.109375	0	0	0	0	0	0	5876273.359375	0	7570891.8125	0	512256.7109375	0	423398.265625
GL02_DAG	2010004_34:1	NH4 1	612.55615	0.72	0.73	6375471.875	0	5112208.25	2347739.14453125	4847248.5	0	4532914.4453125	7177505.0625	0	7263641.875	6298830.359375	4861257.046875	0	0
GL02_DAG	2010008_38:0	NH4 1	670.6344	0.71	0.73	484520.34765625	0	0	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	2010010_32:1	NH4 1	584.52484	0.72	0.73	0	0	0	0	0	3361093.1875	0	0	0	0	0	2881083.58984375	0	0
GL02_DAG	2010011_32:2	NH4 1	582.50922	0.72	0.73	0	2699994.0	0	1423794.828125	0	0	1631553.56640625	0	0	2247223.15625	0	2397069.34375	0	0
GL02_DAG	2010012_33:0	NH4 1	600.55615	0.71	0.73	0	586122.38671875	0	0	0	0	0	0	435425.119140625	0	503323.37109375	0	0	0
GL02_DAG	2010013_33:1	NH4 1	598.54047	0.72	0.73	0	0	0	0	0	0	0	0	0	0	0	2437175.390625	0	0
GL02_DAG	2010016_33:2	NH4 1	596.52484	0.72	0.73	3134347.890625	0	0	0	1797590.984375	2475491.609375	2276403.6875	2212196.703125	0	2002217.84375	0	2923043.40625	0	0
GL02_DAG	2010019_33:3	NH4 1	594.50922	0.71	0.73	0	0	0	0	0	0	0	0	0	773786.96875	0	0	0	275854.61328125
GL02_DAG	2010021_34:2	NH4 1	610.54047	0.72	0.73	5118185.25	4654960.8125	4195878.5625	0	2445169.71875	3032505.1875	2328098.53125	3235176.125	3533363.90625	3500061.46875	2845860.65625	2796395.40625	0	0
GL02_DAG	2010025_35:0	NH4 1	628.58746	0.71	0.73	0	340672.0703125	0	0	0	0	0	0	0	598608.85546875	294849.275390625	432713.693359375	0	0
GL02_DAG	2010029_35:1	NH4 1	626.57178	0.72	0.73	0	0	0	1751452.4833984375	2011625.36328125	2445076.2421875	0	2548320.9609375	0	3172395.4453125	2689120.6875	2441693.328125	0	0
GL02_DAG	2010033_35:2	NH4 1	624.55615	0.71	0.73	2481145.734375	2573727.625	1761541.9921875	1227126.8125	1880423.5390625	2021349.7109375	1661810.90625	2232062.390625	1759165.125	2187210.15625	2188144.625	1997030.296875	0	1334954.453125
GL02_DAG	2010043_36:1	NH4 1	640.58746	0.71	0.73	4901358.6875	0	4192781.875	1644034.5234375	3745369.90625	3772067.5625	3178970.18359375	5048634.0	0	4806820.125	3947100.6484375	3696707.76171875	0	0
GL02_DAG	2010056_36:3	NH4 1	636.55615	0.71	0.73	3272995.03125	3394526.6875	0	0	1343966.109375	0	1619319.2734375	2281613.15625	0	1630895.515625	1541737.1796875	1325124.328125	0	0
GL02_DAG	2010059_37:1	NH4 1	654.60309	0.72	0.73	2390757.21875	1958704.37890625	1911641.12890625	1214368.7822265625	0	2072840.60546875	1563393.265625	2002766.853515625	1875128.5546875	2595901.95703125	2288990.546875	1737712.24609375	0	0
GL02_DAG	2010063_36:4	NH4 1	634.54047	0.68	0.72	1025467.015625	1520593.8359375	0	0	0	274575.90625	308386.484375	473292.4609375	360009.91015625	405422.625	0	350922.03125	0	0
GL02_DAG	2010066_37:2	NH4 1	652.58746	0.71	0.73	2632323.859375	0	1974562.078125	0	1713288.78125	2375633.71875	1565437.5859375	2209107.0703125	2496017.28125	2037235.375	0	1773345.890625	1251232.1328125	0
GL02_DAG	2010081_38:1	NH4 1	668.61877	0.71	0.73	0	0	0	1094124.4375	0	0	3011460.25390625	0	0	0	2964255.390625	2984894.125	0	0
GL02_DAG	2010089_38:2	NH4 1	666.60309	0.71	0.73	2840975.890625	3354808.0	2638220.90625	1575722.5625	2106025.65625	2671243.0625	2335936.4765625	2885879.3125	3087646.453125	2793041.0625	2671844.71875	2212154.4375	0	0
GL02_DAG	2010098_38:3	NH4 1	664.58746	0.69	0.73	2742093.671875	3376366.0625	0	3778357.59375	2460791.078125	0	0	3121785.3125	2614477.484375	2021814.28125	2135184.53125	1855694.640625	0	0
GL02_DAG	2010108_38:4	NH4 1	662.57178	0.69	0.72	0	0	1963473.1953125	0	0	1559523.1953125	0	0	0	0	0	0	0	0
GL02_DAG	2010118_39:1	NH4 1	682.6344	0.72	0.73	2615315.2109375	2086307.8359375	1976473.3837890625	0	1903530.84375	1958568.25	1468290.591796875	1942706.9140625	1906434.51171875	2398973.62890625	2190194.03515625	2006088.78125	0	0
GL02_DAG	2010119_38:5	NH4 1	660.55615	0.68	0.72	1226927.453125	1520897.328125	1620895.296875	0	0	0	298269.3466796875	727683.6953125	581412.09375	0	0	369545.462890625	0	0
GL02_DAG	2010128_40:1	NH4 1	696.65002	0.71	0.72	0	0	0	0	0	0	2013210.625	0	0	0	2223620.546875	2520157.1015625	0	1293459.71484375
GL02_DAG	2010130_38:6	NH4 1	658.54047	0.69	0.72	1725275.671875	2338511.15625	1971860.453125	0	667513.23046875	0	0	0	0	0	0	0	0	0
GL02_DAG	2010139_40:2	NH4 1	694.6344	0.71	0.73	0	2584260.6875	1912303.09375	1280304.046875	1979146.03125	2189921.1875	2301875.5390625	1988455.9375	2154526.625	2062755.53125	2780121.578125	2227846.1875	0	1012681.5703125
GL02_DAG	2010151_40:3	NH4 1	692.61877	0.69	0.73	0	0	0	0	1185392.734375	1233792.9140625	0	1193860.0546875	0	0	0	600482.05078125	0	0
GL02_DAG	2010175_40:5	NH4 1	688.58746	0.68	0.71	1114755.5859375	1224062.28125	0	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	2010186_40:6	NH4 1	686.57178	0.68	0.71	2147212.53125	2483898.8125	2228383.37109375	0	706202.4453125	823040.41015625	0	0	0	745627.8671875	0	0	0	0
GL02_DAG	2010189_41:0	NH4 1	712.68134	0.69	0.72	0	0	0	0	0	487895.91796875	0	0	0	0	0	0	125705.94677734375	0
GL02_DAG	2010197_40:7	NH4 1	684.55615	0.69	0.71	1799415.015625	1766777.234375	1597935.640625	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	2010199_41:1	NH4 1	710.66571	0.71	0.73	2752976.2578125	1898950.734375	1661415.373046875	1195556.46875	1585739.30078125	1800406.78125	1642769.361328125	1739820.03125	1713599.90625	2107911.240234375	1787622.58203125	2062863.39453125	1331100.00390625	1702628.45703125
GL02_DAG	2010200_42:0	NH4 1	726.69702	0.68	0.72	0	0	311633.765625	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	2010209_41:2	NH4 1	708.65002	0.71	0.72	0	1487009.359375	1843785.1953125	0	1627517.28125	1786488.421875	1671266.484375	1691495.359375	1781782.53125	1794891.796875	1918759.140625	1348643.078125	867809.4375	1058291.140625
GL02_DAG	2010210_42:1	NH4 1	724.68134	0.71	0.73	3037550.06640625	2362110.41015625	1840431.046875	905170.595703125	0	2327758.7890625	1538837.1328125	1828457.7890625	1862742.6953125	1917907.03125	1588891.96875	1858225.80078125	1055381.78515625	1096563.529296875
GL02_DAG	2010212_41:3	NH4 1	706.6344	0.69	0.73	0	0	0	0	0	0	0	0	0	0	0	276868.3818359375	0	0
GL02_DAG	2010219_42:2	NH4 1	722.66571	0.71	0.72	2056620.4375	1502045.078125	1709296.453125	1063289.76953125	1590636.375	1706989.59375	1491790.34375	1713959.125	1855047.0859375	1526119.1796875	1605119.47265625	2041290.8359375	876816.984375	1118969.9140625
GL02_DAG	2010246_42:6	NH4 1	714.60309	0.69	0.71	732885.390625	1148674.1875	806458.625	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	2010253_42:7	NH4 1	712.58746	0.69	0.71	805695.4296875	1634324.8125	1359338.015625	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	2010259_43:1	NH4 1	738.69702	0.71	0.72	2231122.02734375	1588505.142578125	1661155.41015625	0	1383798.109375	1545835.2109375	1455327.806640625	1655381.2890625	1635811.03125	1662511.75390625	1379578.130859375	1423385.91015625	0	1014298.53125
GL02_DAG	2010265_44:1	NH4 1	752.71265	0.69	0.72	2066860.59375	2470857.4375	1845381.333984375	849921.8359375	1586599.904296875	2105815.9375	1234764.271484375	1885089.5546875	1647650.224609375	1918527.03125	1458469.150390625	1769885.7734375	1034636.62890625	1039787.041015625
GL02_DAG	2010271_44:2	NH4 1	750.69702	0.69	0.72	1604908.8125	1104394.3671875	1329110.78125	0	862101.4375	1413251.21875	1156439.9921875	1084209.21484375	1062194.2109375	0	1103169.4765625	1333541.625	664723.71875	883355.046875
GL02_DAG	2010272_44:3	NH4 1	748.68134	0.68	0.73	0	0	0	0	0	0	0	0	0	0	0	0	90735.7890625	0
GL02_DAG	2010273_43:2	NH4 1	736.68134	0.68	0.72	2190267.015625	1269285.732421875	1051621.35546875	0	1286400.078125	1150008.3125	874595.68359375	1085782.921875	1739214.609375	1748593.015625	1387860.3828125	1447550.21875	554083.10546875	842836.6171875
GL02_DAG	2010327_30:2	NH4 1	554.47791	0.72	0.73	3298913.734375	0	0	0	0	0	2491840.84375	0	0	3674723.1875	0	3162972.625	0	0
GL02_DAG	2010332_29:0	NH4 1	544.49353	0.72	0.73	0	0	0	0	0	0	0	0	0	0	0	486771.4296875	0	0
GL02_DAG	2010333_29:1	NH4 1	542.47791	0.72	0.73	0	0	0	0	0	0	0	0	0	0	0	2972462.38671875	0	0
GL02_DAG	2010334_29:2	NH4 1	540.46222	0.73	0.73	0	0	0	0	0	0	0	0	0	0	0	2909320.84375	0	0
GL02_DAG	2010336_30:1	NH4 1	556.49353	0.73	0.73	0	0	0	0	0	0	0	0	0	0	0	2943221.671875	0	0
GL02_DAG	2010339_31:0	NH4 1	572.52484	0.71	0.73	0	491811.71875	0	0	0	0	0	0	0	0	0	504531.232421875	0	0
GL02_DAG	2010343_32:3	NH4 1	580.49353	0.71	0.72	4073755.34375	3873979.5	3611696.375	1783594.7890625	3396652.15625	4069570.9375	3333664.1171875	4396339.953125	3741477.015625	4240886.375	3849653.125	5482773.0	2179065.125	2233900.74609375
GL02_DAG	2010360_31:1	NH4 1	570.50922	0.72	0.73	0	0	0	0	0	0	0	0	0	0	0	2833864.6328125	0	0
GL02_DAG	2010361_31:2	NH4 1	568.49353	0.72	0.73	2667985.21875	0	2098908.34375	0	0	0	0	0	0	2572946.484375	0	2292018.265625	0	0
GL02_DAG	2010362_31:3	NH4 1	566.47791	0.69	0.73	0	1358191.171875	1717772.984375	0	1367175.7421875	1611816.2734375	1070846.484375	1489538.921875	1427072.283203125	1607586.02734375	1470009.33984375	2309638.73828125	921721.3046875	691880.234375
GL02_DAG	2040001_32:1	NH4 1	568.52991	0.72	0.73	2793281.5703125	2012867.73828125	2013149.390625	0	0	2465317.6328125	1984443.818359375	1975012.904296875	0	2403626.51171875	0	2197443.75	0	0
GL02_DAG	DGOTheo_23:1	NH4 1	444.40472	0.72	0.73	0	0	0	0	0	0	0	1218050.71875	1332273.48828125	0	0	0	0	0
GL02_DAG	DGOTheo_24:3	NH4 1	454.38907	0.72	0.73	0	0	0	0	0	0	0	0	821684.609375	0	0	1288626.125	0	0
GL02_DAG	DGOTheo_25:3	NH4 1	468.40472	0.72	0.73	1227066.3984375	0	0	0	0	0	0	0	0	1376328.0625	0	0	0	0
GL02_DAG	DGOTheo_26:0	NH4 1	488.46735	0.71	0.71	0	718920.8759765625	0	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	DGOTheo_26:1	NH4 1	486.45169	0.71	0.73	0	0	0	0	0	0	0	0	0	691060.74609375	502029.427734375	508909.484375	0	0
GL02_DAG	DGOTheo_26:3	NH4 1	482.42038	0.71	0.73	2036313.546875	0	1372245.1640625	0	1237419.15625	0	0	0	0	0	0	0	0	0
GL02_DAG	DGOTheo_29:1	NH4 1	528.49866	0.69	0.72	0	798086.203125	0	0	464061.341796875	412997.71875	0	575373.7841796875	700278.8046875	786902.65625	0	454304.875	0	0
GL02_DAG	DGOTheo_29:3	NH4 1	524.46735	0.71	0.73	1502659.890625	1174791.859375	0	0	952206.6640625	0	0	0	1432474.6875	0	0	1407780.26171875	0	0
GL02_DAG	DGOTheo_30:2	NH4 1	540.49866	0.72	0.73	0	0	0	0	2228134.0703125	0	0	2495673.2138671875	0	0	0	2745807.50390625	0	0
GL02_DAG	DGOTheo_30:3	NH4 1	538.48297	0.71	0.72	1254733.09375	1142912.8203125	527478.8203125	0	792032.7734375	1188279.8125	0	0	797833.859375	0	941480.984375	1085854.6015625	0	467037.55078125
GL02_DAG	DGOTheo_31:2	NH4 1	554.51428	0.72	0.73	0	0	0	1413711.1796875	0	0	0	1986356.1015625	0	2254564.25	0	2136461.484375	0	0
GL02_DAG	DGOTheo_31:3	NH4 1	552.49866	0.71	0.73	934264.96875	571401.61328125	752656.0078125	0	651070.9296875	849544.09375	439372.6328125	847618.453125	975155.4453125	0	0	571730.85546875	0	434588.8046875
GL02_DAG	DGOTheo_32:1	NH4 1	570.54559	0.71	0.72	0	363372.59375	0	0	0	0	372534.205078125	0	0	594789.296875	0	0	0	0
GL02_DAG	DGOTheo_32:3	NH4 1	566.51428	0.69	0.72	853365.8203125	1014289.046875	0	0	730434.484375	0	0	1046797.61328125	0	0	825302.1328125	873329.890625	0	0
GL02_DAG	DGOTheo_33:1	NH4 1	584.56122	0.68	0.73	0	0	0	0	0	0	327958.72265625	0	0	272664.12890625	0	0	0	0
GL02_DAG	DGOTheo_33:2	NH4 1	582.54559	0.72	0.73	2718583.46875	2319268.58203125	0	1752228.13671875	1824280.9375	0	1780063.546875	2175759.310546875	0	2458678.310546875	0	2043152.78515625	0	0
GL02_DAG	DGOTheo_33:3	NH4 1	580.52991	0.71	0.72	1152942.7265625	0	1062386.578125	0	807772.796875	697341.814453125	0	891828.10546875	769974.5625	0	0	0	0	487729.92578125
GL02_DAG	DGOTheo_34:2	NH4 1	596.56122	0.71	0.73	2292094.875	2107870.98046875	1969639.8671875	1039299.62109375	1737733.59375	1981954.8125	1502089.2265625	2150914.75390625	2295082.234375	2555080.7421875	1958259.12109375	2195869.81640625	0	0
GL02_DAG	DGOTheo_34:3	NH4 1	594.54559	0.69	0.73	857536.265625	0	0	0	0	759430.3125	448143.126953125	509280.79296875	841879.7265625	780719.423828125	593566.4140625	0	0	324815.6015625
GL02_DAG	DGOTheo_35:1	NH4 1	612.59253	0.69	0.73	451169.81640625	0	0	0	368811.58203125	0	0	0	0	0	465676.13671875	582617.3046875	0	128110.435546875
GL02_DAG	DGOTheo_35:2	NH4 1	610.5769	0.72	0.73	2542193.017578125	1922032.34765625	1568545.2578125	1326140.47265625	1882386.0	2088225.0	1565806.53125	2110174.333984375	1830779.861328125	2216668.96875	0	1919496.259765625	0	0
GL02_DAG	DGOTheo_35:3	NH4 1	608.56122	0.69	0.73	0	0	909794.1953125	0	0	0	0	1090588.40625	0	0	692659.9765625	707009.90625	421134.19140625	424051.125
GL02_DAG	DGOTheo_36:1	NH4 1	626.60815	0.69	0.73	0	0	0	0	0	0	282210.97265625	370110.509765625	376119.61328125	0	0	0	0	0
GL02_DAG	DGOTheo_36:2	NH4 1	624.59253	0.71	0.73	2774206.2890625	1957547.53515625	1918644.63671875	1347575.85546875	1991764.6796875	1845804.0234375	1541473.466796875	2094258.078125	1959279.34375	2090982.38671875	2001105.451171875	2245525.9140625	0	1520046.38671875
GL02_DAG	DGOTheo_36:3	NH4 1	622.5769	0.69	0.72	802869.3203125	874099.40625	531430.9765625	0	449066.84765625	765577.06640625	0	462432.82421875	0	0	583661.859375	720236.048828125	0	432984.6015625
GL02_DAG	DGOTheo_37:2	NH4 1	638.60815	0.72	0.73	0	0	1728230.69921875	1249277.6328125	1585650.828125	1863457.3671875	0	1846388.5234375	1999826.84375	0	1744974.1953125	1891952.181640625	1156315.4619140625	1177356.1005859375
GL02_DAG	DGOTheo_37:3	NH4 1	636.59253	0.69	0.73	0	0	0	0	0	0	0	0	0	1426052.34375	0	925787.359375	335419.44140625	348344.798828125
GL02_DAG	DGOTheo_38:1	NH4 1	654.63947	0.68	0.72	0	642464.369140625	0	0	0	0	0	0	641153.12890625	453694.42578125	0	436329.642578125	0	0
GL02_DAG	DGOTheo_38:2	NH4 1	652.62384	0.71	0.73	2217998.86328125	1822603.7265625	1860075.3359375	0	1667992.78125	1906859.203125	1842520.32421875	1942911.5625	1588589.44140625	1725504.55859375	1513019.826171875	1963310.283203125	1142045.0336914062	1402881.734375
GL02_DAG	DGOTheo_38:3	NH4 1	650.60815	0.68	0.72	984454.125	981292.0859375	865354.7421875	0	592573.171875	881208.4921875	0	535726.95703125	642299.20703125	739746.013671875	692184.59375	1075068.640625	367833.501953125	316047.25
GL02_DAG	DGOTheo_38:6	NH4 1	644.56122	0.68	0.72	1873630.82421875	2791925.921875	2381132.9453125	0	590944.236328125	0	0	0	0	0	0	0	0	0
GL02_DAG	DGOTheo_39:2	NH4 1	666.63947	0.71	0.73	2333669.1640625	1962935.9921875	2022395.900390625	0	1744256.1171875	2188762.890625	1595059.05078125	2002673.765625	1649010.59765625	2061672.7578125	1947749.203125	1856548.10546875	1120736.9228515625	0
GL02_DAG	DGOTheo_39:3	NH4 1	664.62384	0.69	0.72	0	0	0	0	0	0	0	535451.71484375	697599.890625	764825.21875	0	600130.36328125	0	0
GL02_DAG	DGOTheo_40:1	NH4 1	682.67078	0.68	0.72	390100.357421875	0	0	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	DGOTheo_40:3	NH4 1	678.63947	0.68	0.72	0	696127.7578125	0	0	0	540919.68359375	0	633400.958984375	0	0	0	0	0	0
GL02_DAG	DGOTheo_40:5	NH4 1	674.60815	0.69	0.71	0	0	418778.7265625	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	DGOTheo_40:6	NH4 1	672.59253	0.68	0.71	1164222.3046875	1879737.64453125	1507961.736328125	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	DGOTheo_41:1	NH4 1	696.68646	0.68	0.71	449476.84765625	0	382238.7109375	0	0	0	274184.7998046875	429830.66796875	0	456756.90625	222226.6220703125	454656.3203125	0	295698.076171875
GL02_DAG	DGOTheo_41:2	NH4 1	694.67078	0.71	0.72	2118964.5859375	1724594.1015625	1809502.75390625	0	1404643.33203125	1836130.96484375	1585684.3173828125	1669226.359375	1939846.18359375	1783690.97265625	1733839.171875	1757840.6484375	0	1164084.7578125
GL02_DAG	DGOTheo_41:3	NH4 1	692.65515	0.69	0.72	831022.375	766071.3125	0	0	441935.0576171875	702532.09375	0	646927.01171875	903685.2265625	894560.8359375	0	649242.1328125	349664.12109375	0
GL02_DAG	DGOTheo_42:1	NH4 1	710.70209	0.69	0.71	0	0	0	0	367637.3359375	0	0	0	0	0	0	0	0	0
GL02_DAG	DGOTheo_42:2	NH4 1	708.68646	0.69	0.72	1695974.7822265625	1904664.3984375	1618028.05078125	1107627.1171875	1417870.94921875	1941913.03125	1267689.16796875	1767168.185546875	1670103.34375	1862240.203125	1677164.8701171875	1680901.03515625	1230436.12109375	1385962.27734375
GL02_DAG	DGOTheo_42:3	NH4 1	706.67078	0.68	0.71	0	703281.53515625	323173.087890625	0	0	645555.322265625	0	0	0	876744.05859375	547204.076171875	0	287000.341796875	0
GL02_DAG	DGOTheo_42:6	NH4 1	700.62384	0.68	0.69	0	291417.8991699219	0	0	0	0	0	0	0	0	0	0	0	0
GL02_DAG	DGOTheo_43:2	NH4 1	722.70209	0.71	0.72	1375888.890625	1356382.5546875	1167619.90234375	903963.1875	1272349.734375	1351463.34375	951889.7578125	1535818.96875	1541757.71875	1628921.5703125	1314728.9130859375	1656428.421875	1048189.21875	1083279.5634765625
GL02_DAG	DGOTheo_43:3	NH4 1	720.68646	0.68	0.72	0	0	0	0	0	470602.8671875	0	543304.8046875	515853.3046875	0	357887.578125	0	155868.0244140625	201013.19921875
GL02_DAG	DGOTheo_44:1	NH4 1	738.7334	0.68	0.72	0	288919.0478515625	0	0	0	0	0	0	408861.1552734375	339313.48828125	0	0	0	228931.357421875
GL02_DAG	DGOTheo_44:2	NH4 1	736.71771	0.69	0.72	1729510.98828125	1198643.3671875	1284753.09375	0	1007233.734375	1317763.0859375	1245249.1015625	1291709.83203125	1534511.29296875	1494825.927734375	1243258.236328125	1619708.03125	787103.78515625	1081071.1484375
GL02_DAG	DGOTheo_44:3	NH4 1	734.70209	0.68	0.71	785573.6875	0	761771.703125	0	0	0	0	378886.19921875	0	0	0	0	293036.712890625	350118.66796875
GL02_DAG	DGOTheo_45:2	NH4 1	750.7334	0.69	0.71	1612401.85546875	1801902.53125	1394256.5859375	0	1332597.755859375	1379733.61328125	1304909.046875	1247717.09375	1610061.9453125	1543690.943359375	1251562.07421875	1238597.08203125	899655.5380859375	1368146.29296875
GL02_DAG	DGOTheo_45:3	NH4 1	748.71771	0.68	0.72	0	0	0	0	349407.177734375	578904.515625	0	627714.7265625	257309.359375	604515.88671875	544803.20703125	481874.333984375	0	0
GL02_DAG	DGOTheo_46:1	NH4 1	766.76471	0.68	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	112609.791015625
GL02_DAG	DGOTheo_46:2	NH4 1	764.74902	0.69	0.72	1178293.4921875	1004861.9365234375	1077413.53515625	0	933264.1640625	1397859.04296875	1121343.3359375	1110864.15625	1267588.583984375	1227180.86328125	1415031.326171875	1492299.203125	823435.1171875	891465.45703125
GL02_DAG	DGOTheo_46:3	NH4 1	762.7334	0.68	0.72	599945.046875	0	0	0	417463.7265625	0	0	0	481189.0703125	446990.40234375	0	435022.64453125	0	0
GL02_DAG	DGOTheo_47:1	NH4 1	780.78033	0.68	0.71	0	316183.8359375	0	0	258155.68359375	0	0	335613.234375	234550.7890625	0	238787.6162109375	348734.23828125	218376.40234375	299436.43408203125
GL02_DAG	DGOTheo_47:2	NH4 1	778.76471	0.69	0.72	1291420.640625	1091310.2080078125	956795.765625	0	899493.70703125	1106367.28125	1216095.796875	1390597.375	1216477.4453125	1336618.015625	1119630.0859375	1500484.0703125	837226.966796875	931040.26953125
GL02_DAG	DGOTheo_47:3	NH4 1	776.74902	0.68	0.71	623760.765625	426451.44140625	0	0	461603.236328125	498489.24609375	0	333027.5	0	0	353289.490234375	0	181794.9765625	189098.970703125
GL02_DAG	DGOTheo_48:1	NH4 1	794.79596	0.68	0.72	0	0	0	0	0	0	0	0	211879.7265625	0	0	226608.5078125	0	110080.501953125
GL02_DAG	DGOTheo_48:2	NH4 1	792.78033	0.68	0.71	939525.9443359375	1141310.802734375	1256099.6640625	0	1018531.4609375	1207224.8125	1086370.234375	1530510.19140625	1257537.203125	1359706.546875	1091798.0078125	1418617.984375	961753.93359375	896611.291015625
GL02_DAG	DGOTheo_48:3	NH4 1	790.76471	0.68	0.71	604519.93359375	0	425769.41796875	0	0	473103.4296875	0	291454.158203125	426153.9140625	341786.337890625	0	407450.65234375	186103.171875	0
GL02_DAG	DGOTheo_49:2	NH4 1	806.79596	0.69	0.71	1083845.13671875	1019605.6162109375	969448.298828125	0	1089556.8779296875	980643.7275390625	730954.734375	924372.37109375	1131795.23046875	963418.2265625	951143.171875	1360034.171875	716842.408203125	905953.91796875
GL02_DAG	DGOTheo_49:3	NH4 1	804.78033	0.68	0.73	459161.40625	0	0	0	0	535477.03125	0	255429.0009765625	0	0	318765.55859375	0	136879.0908203125	161989.54296875
GL02_DAG	DGOTheo_50:1	NH4 1	822.82727	0.68	0.71	332123.45703125	0	0	0	0	0	234989.978515625	0	217872.5703125	0	0	0	145189.251953125	182458.517578125
GL02_DAG	DGOTheo_50:2	NH4 1	820.81165	0.68	0.71	1232535.13671875	892438.908203125	1049333.1875	0	929862.76171875	1341578.5888671875	0	1038498.76171875	974992.8515625	1354648.263671875	1007277.859375	986354.689453125	0	751199.85546875
GL02_DAG	DGOTheo_50:3	NH4 1	818.79596	0.68	0.69	512963.15625	0	0	0	0	0	0	309718.25	413396.2265625	0	0	0	0	156944.919921875
GL02_DAG	DGOTheo_51:13	NH4 1	812.65515	0.68	0.69	23545189.0	32560384.5	32275894.0	34784170.25	47066593.25	41639204.625	23768894.875	28312067.5	23681170.8125	19717617.0	24226378.375	18534242.0625	0	0
GL02_DAG	DGOTheo_51:2	NH4 1	834.82727	0.68	0.71	948372.6328125	1190484.65625	961108.8125	0	853385.28125	918081.5625	952922.1171875	972040.015625	896643.86328125	1229450.205078125	1041266.783203125	944644.7939453125	828031.0078125	989312.53515625
GL02_DAG	DGOTheo_51:3	NH4 1	832.81165	0.68	0.69	590863.8828125	0	187837.97265625	0	278547.18359375	0	270453.390625	0	434559.9453125	0	0	367713.140625	123058.15234375	0
GL02_DAG	DGOTheo_52:2	NH4 1	848.84296	0.68	0.71	1027641.001953125	1064521.40234375	846355.6328125	0	637713.3515625	769210.7265625	767127.484375	0	0	791692.5390625	677268.6328125	778611.912109375	721572.859375	657040.5859375
GL02_DAG	DGOTheo_52:3	NH4 1	846.82727	0.68	0.71	0	0	0	0	0	364254.0703125	0	0	0	0	0	0	147744.0234375	158019.7734375
GL02_DAG	DGOTheo_53:1	NH4 1	864.87421	0.68	0.71	0	0	0	0	0	0	0	244304.8046875	306475.2265625	0	0	0	205487.19140625	247899.826171875
GL02_DAG	DGOTheo_53:2	NH4 1	862.85858	0.68	0.71	889048.619140625	1015815.90625	857847.3359375	0	717551.35546875	603535.0107421875	618391.638671875	855960.2841796875	586019.0234375	1176032.26953125	969655.900390625	990071.765625	554359.990234375	644084.0234375
GL02_DAG	DGOTheo_53:3	NH4 1	860.84296	0.68	0.71	0	334322.80078125	317948.08203125	0	0	0	0	0	0	329073.955078125	433825.32421875	0	253828.7490234375	114450.6083984375
GL02_DAG	DGOTheo_54:1	NH4 1	878.88989	0.68	0.69	0	0	0	0	0	0	0	0	0	0	0	0	78825.4833984375	98564.408203125
GL02_DAG	DGOTheo_54:2	NH4 1	876.87421	0.68	0.72	782914.484375	0	821296.515625	0	0	595426.421875	541645.7421875	0	777381.04296875	552698.29296875	763334.125	875201.19921875	615207.28125	666012.32421875
GL02_DAG	DGOTheo_54:3	NH4 1	874.85858	0.66	0.71	0	0	0	0	0	0	0	0	361931.365234375	0	0	0	111229.287109375	133011.951171875
GL02_DAG	DGOTheo_55:1	NH4 1	892.90552	0.68	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	96412.7265625
GL02_DAG	DGOTheo_55:2	NH4 1	890.88989	0.68	0.71	598032.359375	683029.234375	651470.171875	0	474468.30078125	645323.134765625	721059.921875	772618.9140625	867030.234375	681642.859375	607359.6875	654051.85546875	539316.8564453125	684617.40625
GL02_DAG	DGOTheo_55:3	NH4 1	888.87421	0.68	0.69	0	344748.3359375	293893.0078125	0	0	0	213061.82421875	346561.916015625	387236.921875	0	0	362794.255859375	157130.76953125	0
GL02_DAG	DGOTheo_56:14	NH4 1	880.71771	0.68	0.69	8945535.21875	12484295.6875	11778495.96875	9664118.90625	12226081.25	11475311.96875	11409246.03125	14170079.0	11436239.25	12474940.125	14189271.125	12668253.1875	0	0
GL02_DAG	DGOTheo_56:1	NH4 1	906.9212	0.66	0.69	0	0	0	0	0	0	0	0	0	0	0	0	228777.3359375	161491.80126953125
GL02_DAG	DGOTheo_56:2	NH4 1	904.90552	0.68	0.71	765206.9375	693702.36328125	0	0	0	626892.359375	476971.5546875	676764.763671875	487564.841796875	550297.33203125	510032.0966796875	0	495391.939453125	689225.671875
GL02_DAG	DGOTheo_56:3	NH4 1	902.88989	0.66	0.68	0	0	0	0	0	0	0	0	0	0	0	0	151080.8896484375	0
