,CREB3L1_CA_mean,CREB3L1_CA_std,CREB3L1_CA_n,pcDNA_mean,pcDNA_std,pcDNA_n,minuslog10_pvalue,fold_change,log2_fold_change
TAG(64:9),0.0002530699506413839,4.12647511709606e-05,3,0.00011629597718887406,1.6052687267269948e-05,3,2.2303151748876964,2.176085164410957,1.1217350197633613
TAG(64:10),0.000267992947375899,5.827216696832812e-05,3,8.702056624851412e-05,1.995034510662621e-05,3,2.152691362520638,3.0796506955673255,1.6227667248321964
TAG(64:11),0.00029999606728178905,6.652811975939898e-05,3,3.437807416214656e-05,1.9534933986160047e-06,3,2.638641934225085,8.726377919450545,3.125382954886865
TAG(66:7),4.5282975648973e-05,1.4807860126807383e-05,3,5.203170087483427e-05,4.783973373969268e-07,3,0.3239839845593881,0.8702958943799324,-0.20042210452674827
TAG(66:9),7.737921028168426e-05,1.9154527175131856e-05,3,6.052004052073544e-05,1.026743705455857e-05,3,0.6016673807869038,1.2785716865997885,0.35453305146938874
TAG(66:8),6.030302248702258e-05,2.2893081042029115e-05,3,5.85433603670977e-05,3.7790056675758893e-06,3,0.044872431671934686,1.030057415715307,0.042724755912494736
TAG(66:10),9.080810881760932e-05,1.3888430458887812e-05,3,5.5686613509333426e-05,3.1643259412577656e-06,3,1.887940156832868,1.6306990692186607,0.7054905702761741
TAG(39:0),8.198390612065185e-05,7.519689455529635e-06,3,8.079086422143441e-05,1.7531444433629003e-05,3,0.03670595243922224,1.0147670396982944,0.02114856559050165
TAG(45:0),8.313352505279247e-05,1.0227556611326717e-05,3,6.575666605884454e-05,2.400731904462208e-05,3,0.5044802035269501,1.2642600368211745,0.3382932319076781
TAG(38:1),0.0001652193793181025,1.914441983865124e-05,3,0.0001234111909010014,2.2455471143762284e-05,3,1.154015098235721,1.3387714526686565,0.42090969311611925
TAG(39:1),0.0001658192320700293,9.390706674064098e-06,3,0.00014174404353202409,3.27452827748739e-05,3,0.5404865978039637,1.1698497371606726,0.22632323290693215
TAG(40:0),7.652990881857503e-05,2.4251566503978685e-06,3,4.537273562663091e-05,2.5782520308065535e-06,3,3.9668607186158367,1.6866937327370852,0.754198035051553
TAG(40:1),0.00014888062785647934,1.8121436346157206e-05,3,0.00011283082409571633,2.3341464349509028e-05,3,0.9907961851120394,1.319503150399587,0.399994795196531
TAG(41:0),6.63182698511493e-05,1.837311438467068e-05,3,6.755129229972874e-05,5.095761701043194e-06,3,0.03800431370219303,0.9817468710575004,-0.026577000026778402
TAG(41:1),0.00013893131890245876,1.2852378166131634e-05,3,0.0001100121654317121,3.7984705245809506e-05,3,0.553256495204281,1.2628723228677619,0.33670878918364183
TAG(42:1),0.00014483798876724116,2.0204469230357133e-05,3,0.00011639854559806206,5.499395745382477e-06,3,1.1061931387781325,1.2443281659839966,0.3153670168203825
TAG(42:2),6.27451495050047e-05,3.819690606272342e-06,3,4.2809253093241585e-05,1.1938107303100882e-05,3,1.2914129042021403,1.4656912926824797,0.5515812716741338
TAG(43:0),5.94504386785972e-05,2.6063224071878584e-06,3,5.609285152481129e-05,7.6048821962595885e-06,3,0.29287961968531734,1.0598576656831353,0.08387053007060004
TAG(43:1),0.00011968773164500736,3.6773942236465153e-06,3,0.0001206372584179017,3.2606092605724535e-06,3,0.12221725848208949,0.9921290753342134,-0.011400268397455863
TAG(44:0),0.00017062677016833625,5.244399588257258e-06,3,0.00010316678267214938,2.136262472037805e-05,3,2.219055170175401,1.653892519945746,0.7258654824054621
TAG(44:1),0.00018939943406120314,1.0136159348973027e-05,3,0.0001225276307593444,2.323196108169388e-05,3,1.9886893420190885,1.5457691696757048,0.6283248971232083
TAG(44:2),6.762361217432711e-05,1.227865612383309e-05,3,4.2736041528551105e-05,2.4284250076151243e-06,3,1.581727874859041,1.5823555424324716,0.6620737980870568
TAG(46:1),0.0004023142246320633,4.313001778539726e-05,3,0.0003251454821162436,8.663939828293572e-05,3,0.6208722115140443,1.2373360442026098,0.3072373705363904
TAG(46:2),0.00013993427264318988,2.5392590821023256e-05,3,8.609795296180972e-05,3.176074967909414e-05,3,1.0779609301716906,1.625291517735157,0.7006985079694353
TAG(40:2),5.7890733156335036e-05,1.4649338507082568e-05,3,4.696010811564524e-05,1.3013097951556376e-06,3,0.5727963459791451,1.2327640518580525,0.3018966977227369
TAG(43:2),4.68300146753739e-05,6.495453768900246e-06,3,3.8496555414799194e-05,4.655847354275444e-06,3,0.8380269022691419,1.2164728550588992,0.28270412766734404
TAG(45:1),0.00013384126484118584,1.0490062517003252e-05,3,9.608692741972212e-05,1.8742240564927622e-05,3,1.4175977623631768,1.3929185627566913,0.4781109129703867
TAG(47:0),0.00010215931350094526,1.6753990012889803e-06,3,7.473779263953354e-05,1.867618295229168e-05,3,1.1906873873726485,1.366903007072579,0.4509108755848616
TAG(45:2),5.764935103336825e-05,1.2253981507022345e-05,3,4.792005312891195e-05,3.0965612014283165e-06,3,0.5963608829140256,1.203031868063315,0.2666748597109603
TAG(47:2),6.442987627100753e-05,8.215003223958068e-06,3,4.5862563007259176e-05,6.849175067607659e-06,3,1.4014719482368587,1.404846830317998,0.4904128427688281
TAG(47:1),0.00016154224533520488,1.5856836721871716e-05,3,0.00012809218100229386,2.5553638224791658e-05,3,0.8985213309232506,1.2611405635470598,0.33472908377922045
TAGEX(48:0),0.0009324140157310302,8.402293363837781e-05,3,0.001233475098121505,0.00020193263449370082,3,1.1212110452646455,0.7559244748037723,-0.40368599439474856
TAGEX(54:3),0.003242700863698113,0.000576104270377556,3,0.004079184641326314,0.000608555163231134,3,0.7989259418853278,0.7949384861980102,-0.3310848685666453
TAGEX(42:0),9.000759103739266e-05,9.270338476821625e-06,3,6.621603119382971e-05,2.1055150959893922e-05,3,0.8305015598291601,1.3593021118091406,0.4428661380550715
TAGEX(36:0),0.00014700597046536648,1.5542261798578555e-05,3,0.0001232155321801771,2.1254508545058917e-06,3,1.233719469934446,1.1930798647235545,0.25469062022015015
TAG(51:0),7.349337632519939e-05,7.314647547292939e-06,3,6.473007021554597e-05,1.7993381544903072e-05,3,0.3203902900080129,1.1353823050163905,0.18317816243440063
TAG(25:7),0.00013707899450196513,1.016437175788612e-05,3,0.00014826712239952766,1.5278204042789133e-05,3,0.4552888572251994,0.9245407362300155,-0.11319120720783592
TAG(26:2),0.000617329312923627,1.3648298388168178e-05,3,0.0005738908186378229,0.00011923795682613961,3,0.24815820498171356,1.0756912166479837,0.10526400341184709
TAG(31:3),6.606745342217618e-05,1.3482161068518826e-05,3,7.047833928147729e-05,1.9823494964350514e-06,3,0.21827321401740377,0.9374150142544526,-0.09324019273420557
TAG(32:2),0.00011543160091324618,1.220404964195232e-05,3,6.757598084108374e-05,3.839925176012716e-06,3,2.533823224977776,1.7081749976327085,0.7724557825017943
TAG(32:3),0.00016403350726050214,7.359876837604547e-06,3,0.0001461274747314379,5.450213004311306e-05,3,0.21973966359697705,1.1225370695139503,0.16676308783582097
TAG(33:2),0.00013400133290440645,1.416734157643908e-05,3,0.00010080588904697742,1.0545122593679684e-05,3,1.505676761446007,1.329300640778629,0.4106674280973028
TAG(34:1),0.00024366926880719378,1.5760655743497654e-06,3,0.0001722157830130605,6.769095473475936e-05,3,0.8489863651278021,1.4149067207662052,0.5007069449837537
TAG(34:2),0.00019768761585650866,1.4248507846699638e-06,3,0.00012947193907237404,6.8384443861443305e-06,3,4.144938580342564,1.5268761499432124,0.6105830450364499
TAG(35:2),9.598472256406081e-05,1.2536714045208418e-05,3,8.11604090172263e-05,2.055442431994945e-05,3,0.46054636879683375,1.1826544952932414,0.2420286613949016
TAG(36:0),0.00018157744125061017,4.079537727206525e-05,3,0.00015906709363443426,9.038799436125797e-06,3,0.3940549777640599,1.1415147979500329,0.1909495619636215
TAG(36:1),0.00019333616980034027,5.327909042328945e-06,3,0.00014533269817172903,5.985645478181469e-05,3,0.6221746864724486,1.3303005602489335,0.4117522365479149
TAG(36:2),0.00024242270350724798,1.998348669648689e-05,3,0.00019655427659988055,5.1432006334542725e-05,3,0.6510467227610675,1.2333626502604182,0.30259706316851503
TAG(36:3),0.0001426026006801035,1.6183967736440158e-05,3,6.378715968352812e-05,3.6246298955117723e-06,3,2.9252554640792976,2.2356004153125513,1.1606623481260938
TAG(36:4),5.473432919711217e-05,1.3339933084365921e-05,3,1.3031889014941849e-05,7.405216779192542e-07,3,2.2465410262226313,4.200030335921059,2.070399748206831
TAG(37:1),8.853974962512845e-05,5.048369091243291e-06,3,7.775635452842118e-05,1.881559684706597e-05,3,0.4067359001595738,1.1386818500186473,0.1873647114742764
TAG(37:2),9.749160976888003e-05,3.7828308390697834e-06,3,9.644932774867539e-05,1.0415825327222566e-05,3,0.05626401879581395,1.0108065244676518,0.015506881610152741
TAG(38:2),0.0001254849027793609,1.6175071571227687e-05,3,0.00010016931893214268,2.38891123505578e-05,3,0.6921239611208088,1.252727922252997,0.32507311231406055
TAG(38:3),0.00013118574292708208,2.2212039214858977e-05,3,0.0001472849523913955,2.713304104108185e-05,3,0.3269737163636259,0.8906934537241025,-0.16699910409130608
TAG(38:4),8.394346590591269e-05,8.874954665172029e-06,3,7.401790446622619e-05,4.205979865892945e-06,3,0.809858155474436,1.13409676363123,0.18154373944701785
TAG(38:6),8.630079008120502e-05,1.7397661757269414e-05,3,3.168143357616269e-05,1.8002599871598154e-06,3,2.2472720682580847,2.7240178344119594,1.4457361488468503
TAG(39:1),9.424559030868472e-05,6.285642351585277e-06,3,9.160266270877598e-05,3.915124021103351e-06,3,0.2441826190482677,1.028852082698853,0.04103558194399086
TAG(40:2),9.553146293966202e-05,1.201529645145415e-05,3,8.61846402250746e-05,2.267313816472421e-05,3,0.2499915328914416,1.1084511426882775,0.14854518179320017
TAG(40:6),9.7825724941053e-05,1.3126129261824956e-05,3,3.6187238922657074e-05,8.223936915443009e-07,3,2.9022582844317695,2.7033210560810055,1.4347328616728336
TAG(41:1),8.838513589338116e-05,1.527147515298569e-05,3,7.239380014983967e-05,1.417933326276528e-05,3,0.594225268140435,1.2208937189433744,0.2879376165194023
TAG(41:2),7.15123201673934e-05,1.3934611673244513e-05,3,8.087724323791232e-05,1.0433530046299941e-06,3,0.5082458661205701,0.8842081814909217,-0.17754201141898426
TAG(42:1),0.00010139502815912655,1.4831861952139361e-05,3,7.63025035862537e-05,3.1607295772978576e-05,3,0.5510582989357962,1.3288558486748447,0.4101846127544957
TAG(42:2),7.461586757087648e-05,9.712155280015233e-06,3,6.900490990470303e-05,1.6674655764330756e-05,3,0.1931461237830477,1.081312441012129,0.11278344441413862
TAG(43:1),7.731094984558304e-05,9.498866462561935e-06,3,6.937992470724989e-05,6.249249200484571e-07,3,0.6527003931432738,1.1143129683665454,0.15615448806150067
TAG(43:2),6.263937460680046e-05,1.8879231898782688e-05,3,5.793865509269872e-05,6.523369196686385e-06,3,0.15216256124727703,1.0811326998629989,0.11254361251256624
TAG(44:1),9.054617942616121e-05,1.2653809537273068e-05,3,7.160032495770927e-05,2.8514152973484274e-05,3,0.4532250147654248,1.2646057050668738,0.33868763312772604
TAG(44:2),5.719796723290924e-05,9.150235066482208e-06,3,5.35097610878533e-05,1.0149223832541324e-05,3,0.1775137814427292,1.0689258570786846,0.0961617881991967
TAG(45:1),6.3158879887316e-05,6.548486517394683e-06,3,6.389819972494293e-05,6.169665359410634e-07,3,0.06796903550019748,0.988429723516321,-0.016789699634641067
TAG(45:2),6.471200513043458e-05,1.3448397397708204e-06,3,6.91850021795008e-05,2.455043147864811e-06,3,1.2971345282879518,0.9353473020429919,-0.0964259460352585
TAG(46:0),1.2169370001974205e-05,1.2866112437182347e-06,3,1.4393573078072797e-05,1.5895808036835735e-06,3,0.8771405230313838,0.8454724852519804,-0.24217029002907406
TAG(46:1),7.63138369429603e-05,5.081138000058384e-06,3,5.931691590005828e-05,1.3606805121094161e-05,3,0.9484147194122143,1.2865442477073445,0.36350107607692034
TAG(46:2),5.381792702704273e-05,6.740800754519162e-06,3,5.81657097898945e-05,1.3704951374234668e-06,3,0.47480412185013815,0.9252517887505065,-0.11208207525731036
TAG(47:1),6.0984365264418955e-05,1.0040672081542637e-05,3,7.300591478819314e-05,6.970791454200917e-07,3,0.9690824837346961,0.8353345813328763,-0.25957393065666595
TAG(47:2),5.6199374974392765e-05,6.106488159461921e-06,3,4.9146788956269395e-05,2.754912123460582e-06,3,0.8467668198679935,1.1435004436281428,0.19345692545225063
TAG(48:0),3.671810087178426e-05,6.4934848196716555e-06,3,5.9984394138445575e-05,6.846842856097912e-06,3,1.887916342625586,0.6121275608292035,-0.7080957684411879
TAG(48:1),0.0001044017474464778,6.282930225510389e-06,3,0.00012889195802977496,2.123638276807386e-05,3,0.8929512451663256,0.8099942699478602,-0.3040163927506509
TAG(48:2),7.7896850396281e-05,1.8183018829660862e-05,3,7.849708619384823e-05,1.518711125564767e-05,3,0.014528194426110799,0.9923534002767318,-0.011074105291986375
TAG(49:1),5.0731879963443196e-05,1.1629165779753086e-05,3,5.041390839328881e-05,2.5818791042372715e-06,3,0.015319396051871565,1.0063072191839169,0.00907081799587232
TAG(49:2),5.012700548641487e-05,1.5109892713184966e-06,3,4.764025988067783e-05,4.592744687263207e-06,3,0.37329716217258674,1.0521984055495388,0.07340676899686234
TAG(50:0),5.381975399675036e-05,1.0759474144469614e-05,3,8.097621249705918e-05,2.196320695922019e-05,3,0.8968789499033163,0.6646365931069563,-0.5893623687539001
TAG(50:1),0.00019797718995200227,4.3038688457100265e-05,3,0.0003506090362307897,6.162953003054794e-05,3,1.6105088276681734,0.5646665359237435,-0.8245289600927012
TAG(50:2),0.00015390258513993445,2.2662232601757958e-05,3,0.00023646059490753317,3.477167228218467e-05,3,1.5822362197854998,0.6508593332437371,-0.6195823197916674
TAG(50:3),4.299371058338317e-05,5.238072476771755e-06,3,5.006836359331278e-05,1.9347266540150033e-06,3,1.0304491285934105,0.8587001351313484,-0.21977367608030002
TAG(51:1),4.5770544892717925e-05,9.631935834868594e-07,3,3.917903670153532e-05,4.994824015414595e-07,3,3.3360189642713425,1.1682406905865632,0.22433754077805057
TAG(51:2),5.061689716810409e-05,1.1643675061022605e-05,3,6.606638614569646e-05,6.499693208532969e-06,3,0.9384284249630152,0.7661520497954656,-0.38429735845865476
TAG(52:0),3.3870265444502675e-05,1.0191811266802966e-05,3,5.839085618647101e-05,1.0908289245464527e-05,3,1.3312949028879995,0.5800611201236388,-0.785723172141055
TAG(52:1),0.00020628278233713248,3.876864671029676e-05,3,0.00036931714348830395,6.553848798533374e-05,3,1.6843970193868871,0.5585518732998251,-0.8402368233512111
TAG(52:2),0.0002789783250049433,3.34236403730501e-05,3,0.0005391640867348195,8.30238309980325e-05,3,2.1363092601305276,0.5174274991022445,-0.9505713656343328
TAG(52:3),0.0001482060678288248,3.2074176049666203e-05,3,0.0002623277453479176,7.877855920147562e-05,3,1.0926342847236825,0.5649652789576773,-0.8237658882706675
TAG(52:4),8.303798787909915e-05,1.7249882976951247e-05,3,7.830524987953905e-05,3.397858589811697e-06,3,0.17698625275075963,1.060439600241883,0.08466245121920507
TAG(52:5),6.041846080907299e-05,2.0234506813092395e-05,3,4.4046691636796065e-05,1.0678153451354566e-05,3,0.5483009973148883,1.3716912340948701,0.4559557692862071
TAG(52:6),8.880066065318314e-05,1.7274364354035303e-05,3,4.793910708135945e-05,1.0194933274737686e-05,3,1.6150131962665963,1.8523636767467497,0.8893673724267972
TAG(53:1),5.617725026944522e-05,9.346110241602815e-06,3,4.782518779545298e-05,1.238748334456245e-06,3,0.6995880711879912,1.1746373168405273,0.23221537639391293
TAG(53:2),3.6294116258249076e-05,7.032969467499641e-06,3,2.5319715653695856e-05,5.243897409427836e-06,3,1.0170012247792113,1.4334330114387093,0.5194744847504864
TAG(54:0),4.0082629399866406e-05,4.237751145317549e-06,3,3.3435774753950936e-05,1.1009077609250553e-05,3,0.41526625098072517,1.1987946950483044,0.2615846047095059
TAG(54:1),0.0001788857362371737,3.2518820113429495e-05,3,0.0003137460173292998,5.1409134013355557e-05,3,1.733748671824172,0.570160978487959,-0.810558789508909
TAG(54:2),0.0002552374335963013,4.855947054517784e-05,3,0.0005456408774942534,0.00011067625845202785,3,1.8500139478594233,0.4677754987280795,-1.0961117970901577
TAG(54:3),0.0002137689193140481,2.7654562847938538e-05,3,0.0005325232185156748,8.364806389334473e-05,3,2.480344226041028,0.40142647659550984,-1.316792320256273
TAG(54:4),0.00019747443911137216,3.906602203581081e-05,3,0.00037951901270878767,7.527314230815164e-05,3,1.6880223062977107,0.5203281851465453,-0.9425062375250491
TAG(54:5),0.00025567186694413184,5.867413589479443e-05,3,0.00021240410064857438,2.652713146492607e-05,3,0.5097912702591021,1.203704948084522,0.26748180231267543
TAG(54:6),0.0006374976273140219,0.00016128485794259754,3,0.00044031233708064047,6.702869714215686e-05,3,0.9129582420251822,1.4478304912843452,0.5338927048392481
TAG(54:7),0.0002424708269338319,5.453783987107335e-05,3,0.00018928721761198974,3.080704564607961e-05,3,0.6668639748654636,1.2809677800371102,0.3572341882749767
TAG(55:1),4.183576734129738e-05,1.2764400407899535e-06,3,5.0008645036056665e-05,2.841682099203661e-06,3,1.980292019249187,0.8365707031480942,-0.2574406194526749
TAG(55:2),4.081057141837559e-05,1.226307598192842e-05,3,3.76866710010026e-05,2.141500500261733e-06,3,0.16352386958215887,1.0828913866467507,0.11488854875962988
TAG(55:6),3.392069720355348e-05,1.2284768928161204e-05,3,1.8506161476830475e-05,1.0515907350771969e-06,3,1.016353592702776,1.8329407341453197,0.8741601388854715
TAG(55:7),3.945782520973067e-05,4.571037176418856e-06,3,1.849240262975618e-05,1.0508089048674707e-06,3,2.8241375790604852,2.133731673473244,1.0933787620624749
TAG(56:1),0.00012932953327016413,2.0039070611681072e-05,3,0.00017594113444179666,6.630740321647604e-05,3,0.5106380507725248,0.7350727485103707,-0.44404105756224443
TAG(56:2),0.00020734586664587635,3.252618811984259e-05,3,0.00046473596217311996,8.337794516305179e-05,3,2.11973198736648,0.4461584287050233,-1.1643719997166115
TAG(56:3),0.00023167852415520475,4.166881813568564e-05,3,0.0005563102656398416,9.394485732833095e-05,3,2.265192141279491,0.4164555976488033,-1.2637654107412715
TAG(56:4),0.00025151670562650023,4.595472989600958e-05,3,0.0005743265252448926,7.689127910238807e-05,3,2.4739718844823275,0.4379332915526644,-1.19121696769947
TAG(56:5),0.00038503951511112975,7.744256763478025e-05,3,0.00044224083118573005,7.042322581519137e-05,3,0.4006804079971334,0.8706557331641384,-0.19982572076895425
TAG(56:6),0.0009488721947396248,0.00019127659757723812,3,0.0007347688864646507,0.0001283076126143061,3,0.7383298493822149,1.2913886423595518,0.3689232438878446
TAG(56:7),0.0010550035483605107,0.0002549673546852611,3,0.0008050481694425645,0.00010262348599902395,3,0.7204873304262482,1.3104849975511672,0.39010083776978566
TAG(56:8),0.00032125444916732826,6.777976417714005e-05,3,0.00022577038576717813,3.3841034883333245e-05,3,1.0249211502297702,1.4229255447993805,0.5088601741912038
TAG(57:1),3.818453478220153e-05,5.520717598188386e-06,3,4.4819545756381696e-05,2.562352819527134e-06,3,0.8793351166065302,0.8519616639971094,-0.23113958040523533
TAG(57:2),5.082824981488449e-05,8.141173385518523e-06,3,3.8190312534246426e-05,4.278240061476179e-06,3,1.1193015530844446,1.3309199753027745,0.41242382842136377
TAG(57:3),1.9861367381190406e-05,2.099850574361091e-06,3,2.2418710845088756e-05,4.749453864473813e-06,3,0.3548345824390137,0.8859281659159904,-0.17473837001020728
TAG(57:7),3.067003676812541e-05,3.2426012311829015e-06,3,2.099845363595908e-05,1.1932122889000417e-06,3,2.0783256805345514,1.4605854935719695,0.5465468070150388
TAG(57:8),2.2364943753038847e-05,2.364542132675527e-06,3,1.0798538496800003e-05,6.136141765447412e-07,3,2.9191569733873597,2.071108396721129,1.0504030626456236
TAG(58:10),0.0001137642256061861,3.222344342317842e-05,3,2.1142637454195012e-05,1.2014053638169977e-06,3,2.117818701688993,5.380796310425008,2.4278196947314137
TAG(58:1),5.7487823302511595e-05,1.809156254970528e-05,3,9.119929934773415e-05,1.2010199566940688e-05,3,1.2618503183858165,0.6303537824705874,-0.6657663345931265
TAG(58:2),0.00011842565707015814,1.9044387471597484e-05,3,0.00023048673296474233,5.30079518437152e-05,3,1.5825216026149576,0.5138068276071828,-0.9607020335906769
TAG(58:3),0.0001492410522474733,3.0545973602503814e-05,3,0.0003654510443629579,5.532364578141783e-05,3,2.3910909822192306,0.40837495076153174,-1.292033719172229
TAG(58:4),0.0001934948631089734,5.122518544371424e-05,3,0.00046744188544729564,9.537912546200218e-05,3,1.9262834212651876,0.4139442123887079,-1.272491747291731
TAG(58:5),0.0003224763405991109,8.036131791505797e-05,3,0.000466500507116264,6.737870999946777e-05,3,1.1186407854637346,0.6912668596922693,-0.5326853324184162
TAG(58:6),0.0007594750771881485,0.00018908121846836323,3,0.0006329521918847819,9.745265381107474e-05,3,0.4423419742663585,1.1998932730236882,0.26290608806126087
TAG(58:7),0.0010365265830537722,0.00019518912960615726,3,0.0008109655634145614,0.0001535499237513407,3,0.7194301184608431,1.2781388382134116,0.3540445579771545
TAG(58:8),0.000629629477359096,0.00020540480055085037,3,0.0004111452135705819,5.532314337726811e-05,3,0.824290696464877,1.5314041282180864,0.6148550515116512
TAG(58:9),0.0002512527825155653,6.83781306067395e-05,3,0.00011181459520085752,2.5392806140109148e-05,3,1.5283553376228023,2.2470481788556205,1.168031057606793
TAG(59:1),3.944160696231569e-05,4.916115033456869e-06,3,3.8209779168652355e-05,2.1712255031064567e-06,3,0.147741814483452,1.0322385478394478,0.04577641263674713
TAG(59:2),2.7733188903135115e-05,2.674277016958125e-06,3,4.246669026928028e-05,1.1742909695557312e-06,3,3.024349988068765,0.6530574605009154,-0.6147181592678116
TAG(60:10),0.0002165214544026506,7.372067893300533e-05,3,5.526261117790578e-05,8.397673492271156e-06,3,1.7055391161376954,3.9180460312598617,1.970134347243127
TAG(60:1),3.6257321476138856e-05,7.210980026989466e-06,3,4.742993172582921e-05,4.792312339262952e-06,3,1.0500744003520033,0.7644396725200003,-0.3875254423403704
TAG(60:2),5.08811067172381e-05,7.672183829062272e-06,3,8.463521303019e-05,1.4084546975483633e-05,3,1.6602691554682925,0.6011812919888136,-0.7341279798029217
TAG(60:3),5.494992783655792e-05,1.1682122339141541e-05,3,0.00010237312999951367,3.761189384548739e-05,3,0.9773438039066891,0.5367612364379106,-0.8976476074366186
TAG(60:4),7.576609217638445e-05,2.4258104396982873e-05,3,0.0002025032718165631,3.686206718974924e-05,3,2.117651152796057,0.37414749646621465,-1.4183209732468611
TAG(60:5),0.00015677021560888064,3.2339013357942346e-05,3,0.00024463058945393875,4.26213325987438e-05,3,1.331057396071891,0.6408446955011681,-0.6419533233436172
TAG(60:6),0.00041315291574396977,9.10389181522995e-05,3,0.0003597286744197658,4.5275924651213624e-05,3,0.3827280237124993,1.1485126016444922,0.19976668625896
TAG(60:7),0.0006182748435510269,0.00010776986941964488,3,0.000512224211947754,8.491840517386079e-05,3,0.599165274238793,1.2070394743739485,0.27147285799210996
TAG(60:8),0.0004147445155714237,0.00011023669779363512,3,0.0003241659376768651,9.515398232856941e-05,3,0.4660158853771244,1.2794204059306475,0.3554903986154128
TAG(60:9),0.0003150377709693287,6.510732207084803e-05,3,0.0001649619520767055,3.541811610481103e-05,3,1.6066657587673558,1.9097602022970703,0.9333914986402281
TAG(61:1),2.5513081408207257e-05,2.2572896395697505e-06,3,1.8627485006042462e-05,1.1647066662846197e-06,3,2.0295933914778077,1.3696471316407566,0.4538042530363077
TAG(61:2),2.811832364567362e-05,4.318661567168238e-06,3,1.9073346829911337e-05,9.72103977647203e-07,3,1.6191736920801516,1.4742207487978831,0.5599525687686812
TAG(62:10),0.00017229793820447328,4.230282904979857e-05,3,6.772099136882934e-05,3.6515287311976647e-06,3,1.8863248167086282,2.5442323675695433,1.3472304395810184
TAG(62:11),0.00021264109842863922,5.753631775968387e-05,3,2.3232879647742532e-05,1.320180903928544e-06,3,2.3296952890375167,9.152593292467769,3.1941805740086133
TAG(62:12),0.00021490091501820958,4.990833731761032e-05,3,5.500334225754932e-05,3.1254998606132018e-06,3,2.2843190459989775,3.9070519389885616,1.9660804343347837
TAG(62:1),3.0450775556631907e-05,4.553166638253812e-06,3,2.7123039142033176e-05,1.0674595546418595e-06,3,0.5447574812983897,1.122690396056748,0.16696013107234545
TAG(62:2),3.318531815406423e-05,3.0519276039032694e-06,3,3.010811727864147e-05,1.181248069090979e-06,3,0.7478339824462246,1.1022050248756574,0.14039260944388673
TAG(62:3),9.548511043421926e-06,8.469760298946928e-07,3,2.5017925190612e-05,2.91368147834112e-06,3,3.0420070116891322,0.3816667837429226,-1.3896144598522786
TAG(62:4),1.5423675962442424e-05,1.630673971579942e-06,3,4.250869813127321e-05,1.051114013074153e-05,3,1.935645969995317,0.36283576398439227,-1.4626114284918217
TAG(62:5),3.828521193698659e-05,4.4141603365147505e-06,3,6.275671911925395e-05,8.27658375675968e-06,3,1.971878164564822,0.6100575758945399,-0.7129826873959637
TAG(62:6),0.00012549438370496754,1.608883144636259e-05,3,0.00011656368032604944,2.1878754893210194e-05,3,0.22226586890367725,1.0766165185754029,0.10650446597434055
TAG(62:7),0.00023223261717299397,6.152583169611461e-05,3,0.00019446901834302912,3.5724906275780637e-05,3,0.38728924370923024,1.1941882524616472,0.2560302817324192
TAG(62:8),0.00019931224925469394,6.19822942643755e-05,3,0.00014472481697766273,3.1094805066625246e-05,3,0.6118365257260123,1.3771808693007808,0.4617180453897746
TAG(62:9),0.00019799019335431855,5.2490895395183834e-05,3,0.00011930937041242638,1.5075191436237551e-05,3,1.173292301970664,1.6594689308133115,0.7307216190027407
TAG(63:1),2.1119475882716072e-05,2.0864836130493088e-06,3,1.7387607394700757e-05,9.880302224920758e-07,3,1.3114228908437868,1.214628062579368,0.2805146064893252
TAG(64:10),6.12029682295295e-05,2.1821041752672446e-05,3,3.453559431179816e-05,8.502899584552064e-06,3,0.9213419151815149,1.7721706966143376,0.8255175718943467
TAG(64:1),1.754750623409402e-05,1.244560390761201e-06,3,2.17238258010532e-05,1.2344307041424932e-06,3,1.837607166049983,0.8077539561766921,-0.30801218342022385
TAG(64:2),1.471133748654413e-05,1.5553617169377409e-06,3,2.591028334004368e-05,1.4723212016564325e-06,3,3.0842625219503343,0.5677798769497875,-0.8165963763978012
TAG(64:6),1.814020643729391e-05,1.7250684881118802e-06,3,2.063079860963756e-05,1.1723207269265708e-06,3,0.9688354444340583,0.8792779562503129,-0.18560879446241899
TAG(64:7),3.685733360506454e-05,1.0781409919383057e-05,3,3.8133578684910126e-05,5.120281873150116e-06,3,0.0644526649286503,0.9665322499524387,-0.04911022373360262
TAG(64:8),4.009530184882844e-05,1.0297750371513004e-05,3,3.765049225790691e-05,6.922913935755432e-06,3,0.12489254425544001,1.064934332708707,0.09076447195688012
TAG(64:9),5.248634360687034e-05,1.058617564781479e-05,3,4.65753377235437e-05,1.0473681458265686e-05,3,0.2760892321666313,1.1269127862993176,0.17237586720297704
TAG(65:1),1.3734249231947576e-05,1.4520586918620792e-06,3,1.7757398324356093e-05,8.835433531796869e-07,3,1.8280500499391692,0.7734381456719166,-0.3706421755473372
TAG(66:2),1.4839970517900721e-05,1.5209745573173206e-06,3,1.9366306288253024e-05,1.1004674465253901e-06,3,1.8550272081353554,0.76627779696442,-0.38406059092525396
TAG(68:1),1.635548025928928e-05,1.7291893331042978e-06,3,2.3585520311916316e-05,1.340219292533382e-06,3,2.3362333718432597,0.693454290725393,-0.528127304937084
TAG(68:20),6.079528104400405e-05,2.3623929871349097e-05,3,5.6467798522102756e-05,1.2017220753434052e-05,3,0.10162321598770688,1.076636288914423,0.10653095851619407
