Class,PCCL3Ctrl,PCCL3Ctrl,PCCL3Ctrl,PCCL3TSH0,PCCL3TSH0,PCCL3TSH0,PCCL3TSH24,PCCL3TSH24,PCCL3TSH24,PCCL3TSH48,PCCL3TSH48,PCCL3TSH48
GL03_TAG,736408.97265625,683636.400390625,630863.828125,651870.1875,537410.041015625,588711.66796875,423287.1796875,423287.1796875,423287.1796875,428920.7578125,415112.0009765625,401303.244140625
GL03_TAG,304508.0517578125,304508.0517578125,304508.0517578125,327746.9365234375,379407.83203125,353577.38427734375,338611.9982910156,246556.47509765625,430667.521484375,308139.11328125,308139.11328125,308139.11328125
GL03_TAG,2338526.109375,2293622.171875,802902.2265625,1221630.23046875,609495.6875,773477.359375,947206.578125,933694.015625,1524375.625,616981.33203125,802757.421875,983155.4921875
GL03_TAG,566393.19921875,1032989.7890625,678446.73828125,1020494.296875,987200.28515625,1062925.98046875,644436.40625,507864.3125,735475.4609375,403779.37109375,397105.921875,390432.47265625
GL03_TAG,3021767.46875,2688016.96875,2392768.0625,2185217.546875,2218956.34375,2202086.9453125,3883926.375,3883926.375,3883926.375,2025928.078125,2025928.078125,2025928.078125
GL03_TAG,1549891.078125,1231988.015625,969754.578125,1233831.84375,1233831.84375,1233831.84375,1294175.796875,1351045.453125,1516504.15625,624962.87890625,1378515.0859375,1001738.982421875
GL03_TAG,2073418.5625,1948992.3828125,1824566.203125,1803981.765625,1807233.796875,1805607.78125,1612222.921875,1923826.65625,2114412.765625,2235912.421875,2146266.1875,2325558.65625
GL03_TAG,508550.78125,508550.78125,508550.78125,662030.7421875,724577.515625,544558.767578125,529717.9765625,529717.9765625,529717.9765625,423994.66015625,758316.59375,819454.625
GL03_TAG,754320.28125,745672.9609375,749996.62109375,428285.1044921875,428285.1044921875,428285.1044921875,450957.037109375,851221.3740234375,1251485.7109375,357923.8095703125,383601.728515625,332245.890625
GL03_TAG,494105.6953125,494105.6953125,494105.6953125,657792.6015625,608183.8125,536494.32421875,407312.9296875,634055.283203125,860797.63671875,270648.796875,433851.4375,497512.88671875
GL03_TAG,347808.876953125,382933.6689453125,418058.4609375,382293.34375,307168.9453125,457417.7421875,361030.3515625,361030.3515625,361030.3515625,350704.52734375,418073.625,467357.859375
GL03_TAG,322391.61474609375,355669.166015625,289114.0634765625,430466.4228515625,301597.802734375,366032.11279296875,372597.48095703125,323475.65234375,421719.3095703125,312265.5126953125,349158.9045410156,408337.953125
GL03_TAG,439409.953125,439409.953125,439409.953125,536775.84375,470965.3984375,422092.2255859375,532901.4951171875,479164.703125,586638.287109375,328125.04296875,328125.04296875,328125.04296875
GL03_TAG,635045.7895507812,668088.2021484375,602003.376953125,627430.935546875,519806.798828125,720404.75390625,650258.2890625,650258.2890625,650258.2890625,456398.216796875,456398.216796875,456398.216796875
GL03_TAG,347362.4140625,318516.3671875,376208.4609375,393159.423828125,431677.078125,412418.2509765625,434712.29150390625,441276.5302734375,428148.052734375,342539.4453125,342539.4453125,342539.4453125
GL03_TAG,35292799.375,23882272.25,34338002.75,29808032.25,29200497.125,31057749.25,23136390.75,24340786.375,30618193.0,22812587.6875,25201094.625,26003118.0
GL03_TAG,444396.9697265625,557540.09765625,490810.828125,695928.52734375,551659.5478515625,515137.1552734375,402047.734375,402047.734375,402047.734375,516270.671875,493847.63671875,473940.3037109375
GL03_TAG,388512.07421875,388512.07421875,388512.07421875,413640.8515625,413640.8515625,413640.8515625,389700.9697265625,433536.0888671875,411618.529296875,443844.4973144531,397508.2153320313,490180.779296875
GL03_TAG,10796030.03125,6554265.4375,10354081.0625,9132316.46875,9026854.0,9312264.71875,7570751.5,7514219.5625,9453057.78125,5429947.921875,6070587.125,5845172.015625
GL03_TAG,332952.3251953125,366013.01171875,299891.638671875,514349.5478515625,412266.1806640625,435157.45703125,426885.326171875,487764.2060546875,457324.76611328125,299810.7041015625,299810.7041015625,299810.7041015625
GL03_TAG,509109.48046875,483385.1259765625,501127.7143554688,597171.732421875,597171.732421875,597171.732421875,508835.333984375,570404.74609375,447265.921875,499568.3671875,469802.2265625,529334.5078125
GL03_TAG,350218.82763671875,477477.66015625,378050.236328125,506118.7041015625,417367.8623046875,493082.8994140625,527750.29296875,567594.759765625,607439.2265625,413194.9497070313,387905.1184082031,362615.287109375
GL03_TAG,303900.5517578125,490605.486328125,397253.01904296875,489684.796875,512437.5078125,341681.2099609375,348669.35546875,343209.427734375,538803.04296875,313619.9921875,313619.9921875,313619.9921875
GL03_TAG,302446.0849609375,359537.83984375,329928.8125,509304.2490234375,398230.0974121094,450469.26171875,416687.31103515625,396269.3818359375,437105.240234375,341943.48046875,320730.359375,322446.798828125
GL03_TAG,387680.0625,388778.7060546875,386581.4189453125,511249.734375,491201.1728515625,471152.611328125,400293.32421875,406862.42578125,411356.5390625,401804.5517578125,453230.3203125,350378.783203125
GL03_TAG,258512.2998046875,258512.2998046875,258512.2998046875,425325.7109375,425325.7109375,425325.7109375,383582.0107421875,315761.4794921875,434923.7065429688,300934.7265625,300934.7265625,300934.7265625
GL03_TAG,343414.1015625,343414.1015625,343414.1015625,366986.05078125,501145.3154296875,398598.0498046875,294890.3662109375,404730.8818359375,349810.6240234375,221218.58203125,300935.35546875,292524.0625
GL03_TAG,312597.34033203125,317147.0263671875,308047.654296875,363279.7275390625,385577.65380859375,407875.580078125,424869.59228515625,424869.59228515625,424869.59228515625,238116.98583984372,329654.6569824219,421192.328125
GL03_TAG,2037836.9375,1731101.375,1884469.15625,399149.392578125,399149.392578125,399149.392578125,649774.3828125,495883.5625,2066051.125,401592.16015625,414049.427734375,426506.6953125
GL03_TAG,1552347.34375,1696373.859375,532392.4296875,790080.2734375,874884.578125,846999.4375,917097.8046875,640404.36328125,2826614.328125,570192.3984375,869314.5625,932653.1484375
GL03_TAG,829892.5859375,1062136.34375,588884.7890625,1016422.4140625,970699.375,1126567.453125,918530.40625,869280.65625,1669023.109375,716892.9296875,916437.40625,1109223.90625
GP01_LysoPC,765992.29296875,765992.29296875,765992.29296875,669732.0207519531,669732.0207519531,669732.0207519531,1829770.7215576167,1119656.0561523438,4218681.59375,576014.9184570312,664726.0625,487303.7744140625
GP01_LysoPC,4824335.301513672,11482794.0,3386262.486328125,12235795.140625,11750023.3984375,11932447.41015625,5577442.03515625,3834810.84375,2915155.2109375,2591158.5703125,4960505.14453125,3054212.353515625
GP01_LysoPC,138133881.875,107261277.6875,137798452.0,125780762.9375,108279079.6875,101283822.8125,155240891.75,146651636.5,311390814.25,79156799.0625,107007873.6875,95807594.5
GP01_LysoPC,20674478.5,14035429.375,15589806.625,19711328.625,15656014.625,13934718.875,33577565.75,31772442.25,77215702.0,23578555.0,32944373.5,31657543.75
GP01_LysoPC,11402185.76171875,15726819.75,8576485.888671875,18750745.79296875,16691449.93359375,15501150.0,13088134.453125,10693677.4375,26971035.359375,7967960.3125,12286311.16796875,12224089.65234375
GP01_LysoPC,57516846.9375,43783144.75,60043938.4375,58423960.84375,52683451.59375,47919145.375,51784223.78125,46271188.46875,104314521.25,31560599.125,44293814.59375,40703500.875
GP01_LysoPC,4900497.96875,4667457.734375,5050712.15625,7102194.375,5860823.90625,4601282.046875,4142118.4375,3897909.8125,10362858.0,4139074.1875,7060476.8125,6518696.46875
GP01_LysoPC,2805743.5703125,1996326.5234375,2840507.96875,1733670.0625,1395247.3359375,1237470.5234375,2004556.25,1985817.37890625,5036607.80078125,1188525.2890625,1603772.5234375,1475826.935546875
GP01_LysoPC,2939367.15625,1960317.28125,2848353.46875,2168350.828125,2204212.9375,1758109.28125,2169495.59375,2297141.6845703125,5398793.259765625,1138582.8515625,1563630.267578125,1608458.640625
GP01_LysoPC,7099986.765625,5943958.4375,7453318.31640625,7917977.841796875,6660089.88671875,5398834.96484375,7233708.69140625,6877087.171875,15946148.46875,6330598.8984375,9636388.6953125,8298899.90625
GP01_LysoPC,1015013.03125,688426.74609375,726391.8759765625,2981100.765625,1882282.6796875,2411287.9453125,436671.11474609375,674043.28515625,1564707.8828125,499000.546875,715228.83984375,879410.60546875
GP01_LysoPC,1757883.8671875,1601013.90625,1508850.890625,3435910.703125,2978412.0546875,2884748.9375,1564303.2890625,1553546.6015625,3583953.5,1617148.3984375,2258782.015625,1999483.28125
GP01_LysoPC,3135617.875,1558910.9192708333,2580200.625,6153980.6318359375,5918718.269042969,5683455.90625,3056216.859375,3018466.046875,6493507.875,1532639.9453125,2195822.33203125,2305492.78125
GP01_LysoPC,3897616.65625,3088466.8125,4104234.5,4744177.28125,4342479.69140625,4264248.4375,2317696.703125,2337399.6015625,4901401.412109375,1238817.490234375,1532335.1796875,1492742.8051757812
GP01_LysoPC,11402185.76171875,15726819.75,8576485.888671875,18750745.79296875,16691449.93359375,15501150.0,13088134.453125,10693677.4375,26971035.359375,7967960.3125,12286311.16796875,12224089.65234375
GP01_LysoPC,3897616.65625,3088466.8125,4104234.5,4744177.28125,4342479.69140625,4264248.4375,2317696.703125,2337399.6015625,4901401.412109375,1238817.490234375,1532335.1796875,1492742.8051757812
GP01_LysoPC,56737858.8125,42368307.53125,49180085.0,61544919.59375,52684723.5,49283507.625,53726820.5,50656896.3125,107832835.0,48095986.03125,66648437.25,64773783.4375
GP01_PC,2915477.34375,2345185.890625,2772280.25,3276664.1875,3048678.40625,3872351.5,1848134.609375,2167990.375,3402767.5,1675647.40625,1972925.15625,2257014.765625
GP01_PC,1020245.65625,780340.6943359375,930902.90625,789849.8095703125,730716.37109375,760283.0903320312,883152.7397460938,725630.9248046875,1040674.5546875,676206.2890625,676206.2890625,676206.2890625
GP01_PC,339077.06640625,339077.06640625,339077.06640625,326579.2548828125,326579.2548828125,326579.2548828125,653203.029296875,414496.7456054688,1319979.2900390625,182690.095703125,182690.095703125,182690.095703125
GP01_PC,13882572.25,5781411.625,7383553.359375,8216879.265625,8016152.9375,7954918.34375,25152084.90625,21464757.84375,45891215.1875,5509712.125,8076162.796875,7887932.140625
GP01_PC,1038277.390625,690059.015625,341840.640625,566835.2890625,506743.17578125,582443.9765625,3017381.625,2442336.3125,4645445.3125,775276.4140625,1041830.4140625,1077091.890625
GP01_PC,1812617.65234375,1034703.8984375,1267900.744140625,1114839.046875,1129076.177734375,1069497.546875,1983911.30859375,1844333.021484375,3550794.26953125,473064.2387695313,715184.7119140625,797014.7216796875
GP01_PC,84217404.0,49680341.125,63692575.125,56656232.0,57923676.375,53932993.5,104568682.75,92636360.0,192195828.0,34797098.8125,53651374.25,50353185.625
GP01_PC,4764599.3515625,2873424.015625,3969032.3046875,2114280.5390625,2046797.3359375,1764236.498046875,3009186.2265625,3062848.625,5148810.359375,696550.115234375,905923.0859375,977678.2822265624
GP01_PC,1868345.69140625,1558494.91015625,1807976.26171875,1133393.671875,1232564.4609375,1168294.025390625,1647760.23828125,1331386.02734375,2667066.234375,536558.3544921875,768592.3188476562,810957.9306640625
GP01_PC,1445181.736328125,1112608.576171875,1305033.19921875,1258225.318359375,1279802.5078125,1319806.3916015625,1047733.1328125,1182065.4326171875,1891636.2109375,598304.765625,1052681.234375,916429.484375
GP01_PC,498986.41796875,644078.3203125,298890.58203125,898283.6640625,886897.9907226562,780066.8203125,619308.275390625,449301.1328125,967852.4765625,429958.4833984375,619041.6875,587361.28125
GP01_PC,78543514.0,38636621.59375,46214241.5,54051239.25,51601340.5,50915109.90625,145099970.0,137664056.0,231366549.5,66927803.5,90666620.5,86979908.625
GP01_PC,1796478904.0,1194255192.0,1343654204.0,1180154640.0,1191355256.0,1165077236.0,2312959568.0,2134677632.0,3545678912.0,1398765644.0,1866386192.0,1790227040.0
GP01_PC,153090640.0,80295907.0,88681737.0,97567316.0,99833435.0,98943421.0,278950288.0,252345248.0,424279456.0,189971316.0,252600089.625,246649705.0
GP01_PC,2703274.3984375,1227533.125,1074769.9775390625,2306111.234375,2661299.40625,2837387.84375,4043082.0625,4508777.25,6917258.3046875,2250889.328125,3094603.125,2950990.625
GP01_PC,735011.32421875,353159.2995605469,506282.0859375,511557.41796875,398794.328125,514260.5546875,1119473.875,1124270.44140625,1326832.203125,819087.5078125,925693.6376953124,830458.9755859375
GP01_PC,11538945.5,8681892.40625,9707039.171875,8145285.03125,8726581.96875,8354673.4375,14485363.9921875,13666907.0,17261679.375,12912787.5234375,13687575.734375,13855463.5703125
GP01_PC,758762.978515625,549372.55859375,654067.7685546875,527168.4921875,394946.8828125,433625.6904296875,1216721.3671875,1135442.7265625,1083296.32421875,824491.171875,840410.4296875,999432.23046875
GP01_PC,3312966.53125,2719022.84375,2864367.9375,2119894.390625,2039979.78125,2240101.59375,2235753.5625,2495420.65625,4343136.5625,1081553.109375,1498921.90625,1283750.2265625
GP01_PC,279884885.0,257560661.0,268488768.0,286422393.0,286402728.0,295768649.0,208149229.5,208960958.5,335109692.0,145063760.5,192323561.5,186678243.0
GP01_PC,65227126.125,51977994.625,56390595.125,36035475.1875,36131559.25,36567269.0625,41637969.0,43604473.125,62995510.375,20232786.875,27846882.375,26575303.1875
GP01_PC,9995330.375,6905055.8125,7772953.25,5853189.8125,5825739.0,6051900.6875,11025920.0,10967648.625,17501684.75,5479404.03125,7722441.75,7126939.75
GP01_PC,831482416.0,651611421.5,687339572.5,763310892.0,770234386.0,770590184.0,889223968.0,856062895.0,1397147920.0,820479960.0,1044762234.0,1036487184.0
GP01_PC,75023887.5,51457876.5,56118963.5,61574628.5,62061093.0,64528648.0,83809996.0,81928128.0,148440198.0,85460555.0,115628888.0,112666541.0
GP01_PC,331423104.0,289570104.0,329358244.0,422945768.0,425054804.0,448823848.0,272242504.0,274678264.0,465698280.0,266877172.0,368634614.0,342943061.75
GP01_PC,114922552.0,93887573.0,105138265.0,145377643.1875,138926258.0,148687280.0,88602060.0,90598005.0,148307972.0,56367024.5,70118765.0,68461611.0
GP01_PC,41406007.0,33908509.0,41326703.0,23707845.0,23876973.359375,27001747.625,18471057.5,21597194.75,32083284.5,10535589.46875,13097052.125,12301199.375
GP01_PC,118630098.25,104564343.625,114145318.625,188514417.0,170410838.0,181819932.25,92312334.0,91269621.0,153840310.0,69739232.0,92008481.0,88168737.0
GP01_PC,70414719.0,58935838.0,67408544.875,75671293.0,73363817.0,78925555.0,42817069.0625,43533836.5,69026006.0,29607265.5,37418463.5,35799523.09375
GP01_PC,49527790.21875,42405176.0,47419902.21875,60992418.0,63354478.5,65014440.0,32595398.4375,33045182.5,54672872.0,16077028.8203125,20224395.5,19935479.6875
GP01_PC,1050091.0625,819266.765625,950540.015625,1355944.3125,1205141.328125,1270100.1796875,601769.818359375,863601.3388671875,1125432.859375,509390.90625,509390.90625,509390.90625
GP01_PC,103358361.0,93833726.25,99504092.75,103961933.25,108010445.0,104311511.5,71063582.75,70633879.0,121032681.0,47681445.0,65683563.75,62538682.0
GP01_PC,26827864.625,21506993.375,23019256.375,27982849.375,29739380.375,29753460.75,22295013.875,21852070.25,40571943.125,15857781.0625,23014403.0,20980456.1875
GP01_PC,4722223.5,3250818.5,3726677.5625,4785050.5,4874443.8125,5144176.0625,4793841.875,4551531.875,8434975.625,2975626.21875,3472275.84375,3480394.375
GP01_PC,33994955.25,27984083.625,31098307.0625,21562298.75,21563331.1875,21917487.125,17534793.78125,19072454.1875,26930136.75,9605291.875,13201112.8125,12814089.84375
GP01_PC,751908.0859375,609846.9375,714812.09375,826539.4609375,696161.2109375,979045.2890625,319883.73828125,432648.00390625,673673.947265625,189770.828125,189770.828125,189770.828125
GP01_PC,875470714.0,772694308.0,815201674.0,789489330.0,802481142.0,820523866.0,622837998.0,625720444.0,982639876.0,516902612.0,709983042.0,693862004.0
GP01_PC,942980901.0,876722924.0,855295672.0,1007416912.0,1022026080.0,1066504818.0,747447616.0,750016624.0,1240720186.0,814701352.0,1040884208.0,1095743848.0
GP01_PC,275561540.0,245220728.0,265610172.25,357502985.0,387435929.5,388773674.0,247973072.625,239169008.0,414023464.0,228238792.0,298681111.5,306604722.0
GP01_PC,175891862.0,155319280.0,171932757.0,254586168.0,277273474.0,267106988.0,140002844.0,141373453.25,231244688.0,131129212.0,186117703.25,170034444.0
GP01_PC,54652064.0,49335715.5,52299399.375,99238092.25,98545519.5,98920640.0,45758832.125,45137137.0,78263849.0,44028663.75,51399913.0,50314839.5
GP01_PC,37782738.375,31333535.0,33166512.5,66345514.0,70106336.5,71076396.125,31462675.0,30449190.5,55842044.0,21703759.75,30188775.125,28713688.109375
GP01_PC,27101361.0,23148489.0625,24709018.5,37114285.375,37144924.9375,39791182.625,16870564.5,17448081.28125,31058767.375,11308316.3203125,14636884.734375,13858747.25
GP01_PC,53524633.5,44986121.625,50739531.5,57494085.625,55691888.125,59645029.5,26973292.75,27567408.625,43979329.375,11478875.3125,16011331.75,15021756.71875
GP01_PC,14114373.0,12067720.46875,13009562.4375,11677567.625,12312138.0,12090918.40625,10349527.5625,10063497.34375,18885354.375,5282995.71875,8270409.9375,7150555.0
GP01_PC,20584703.75,16429867.890625,18717949.171875,31743755.96875,32274240.75,33506797.21875,15457324.25,15205646.0,29128008.875,9882492.375,13648058.0,12915454.25
GP01_PC,2388563.3125,1844737.65625,2199636.375,3099913.84375,3264399.1875,3278153.40625,1524617.765625,1426329.390625,2765622.375,1099106.0,1523797.09375,1331862.46875
GP01_PC,127603616.625,118216430.0,118883431.125,183434634.75,175895920.75,188526306.0,120234933.0,118102279.0,178306733.0,95854967.75,140686492.0,128803910.875
GP01_PC,8420661.5,8561662.6875,7757872.375,15948429.0,15870906.0625,15961624.75,5956973.796875,6042544.3125,11258996.625,4171935.4375,4978022.3125,4989140.3125
GP01_PC,15116915.71875,13218857.203125,14614357.65625,15314690.40625,15697597.40625,15248033.75,5945041.1875,7071214.1640625,10605991.75,2693696.34375,3502000.66015625,3407850.640625
GP01_PC,786510.662109375,677695.169921875,675792.0,807912.375,768359.9169921875,863009.712890625,827346.54296875,767305.259765625,1682054.6953125,270678.10009765625,410896.607421875,509023.4565429688
GP01_PC,1767316.515625,1545880.1796875,1709220.2109375,2498220.447265625,2689192.2578125,2595018.67578125,2154642.34375,1983630.078125,4250235.6875,1138798.51171875,1681239.79296875,1647656.72265625
GP01_PC,1601494.8125,427844.8203125,626302.021484375,1121526.8671875,956239.4609375,990394.6640625,3792422.71875,3471679.4375,6138962.953125,1665272.78125,2204574.34375,2250119.5625
GP01_PC,687635.001953125,1338893.56640625,599499.4990234375,1450321.751953125,1359160.162109375,1431081.544921875,784709.4296875,726377.349609375,530729.8828125,964397.6127929688,939271.0791015624,1133740.65234375
GP01_PC,26535483.71875,21219170.1875,23791887.953125,17037608.3125,17743050.484375,17557653.875,14355208.75,16521334.109375,27446262.25,10098873.625,13440232.0,14688621.75
GP01_PC,6428987.75,5657544.25,5991663.9375,5964696.125,5676963.25,6320088.625,4765451.8125,4986900.1875,7038015.3125,3871612.0,4493029.4375,4318086.5625
GP01_PC,6146673.359375,5769258.015625,5217671.9296875,4611764.7890625,4612803.25,4076706.90625,3129878.046875,3486655.5234375,5228776.8046875,1379404.80859375,2390051.744140625,2068068.78125
GP01_PC,15238892.46875,14051186.59375,14012858.28125,12656974.5625,13114251.1875,13848601.5625,7705520.640625,8746201.5,12998509.6015625,6184355.34375,6386089.03125,7256807.984375
GP01_PC,8197506.75,7450166.625,7094678.5625,7766138.25,7781943.75,8136517.5,4970488.3125,4683984.125,7806502.125,3644784.09375,4550907.5,4382964.1171875
GP01_PC,758775.546875,918548.5234375,1078321.5,715578.0625,674122.796875,632667.53125,602519.9296875,589164.2265625,816690.984375,435948.6875,435948.6875,435948.6875
GP01_PC,2147441.0234375,2426323.29296875,2498143.53125,1438517.12890625,1274020.546875,1589120.3134765625,1246795.490234375,1030182.978515625,1792682.94921875,606816.8203125,761337.80859375,684077.314453125
GP01_PC,4595721.5234375,4630781.28125,4185861.90625,4559509.75,4799282.71875,4431164.51171875,2366346.0859375,2596700.90625,4806865.78125,1284330.2763671875,2007783.359375,2116574.71875
GP01_PC,2183634.15625,1736912.0625,1765407.5703125,2690193.1875,2993646.96875,2799914.484375,1451180.921875,1424758.6875,1437969.8046875,844476.7734375,1040875.06640625,1237273.359375
GP01_PC,3252185.5,2379389.984375,2901509.21875,3317178.84375,4309129.0,4407849.875,2739480.890625,2453041.875,3025919.90625,1319508.66796875,1409834.453125,1364671.560546875
GP01_PC,915686.3203125,1102620.09375,1422966.85546875,1347399.51171875,1581362.048828125,1368096.95703125,977080.0078125,794939.45703125,1516778.5078125,614078.4306640625,614078.4306640625,614078.4306640625
GP01_PC,12437408.5,10854348.375,10694101.625,26918933.0,29092677.0625,29906497.0,10968231.0,10910270.625,21796339.5,6706685.84375,9305640.5,8910071.875
GP01_PC,15235626.625,13264117.625,13081973.4375,24373243.625,26207296.6875,26197023.5,12882438.625,12450789.8125,22976321.0,9029293.5,14002285.3125,13197876.1875
GP01_PC,10815771.90625,9165894.125,10368148.15625,11911061.75,12660902.25,13566777.78125,5144935.5,5642742.0,11260553.375,3643332.0,4231099.4375,4667222.0
GP01_PC,1607192.53125,1503274.375,1643600.71875,2440502.125,2781403.34375,3152215.25,767793.109375,938223.90625,1693611.171875,358849.04296875,653198.8671875,759368.65625
GP01_PC,1300385.5625,967197.328125,1163932.671875,2439239.1875,2403231.78125,2457797.34375,1093365.640625,1130502.4453125,2238623.296875,452867.3203125,498062.185546875,475464.7529296875
GP01_PC,2142558.10546875,2106153.515625,2178962.6953125,4613329.0078125,5033069.9375,5102589.3984375,5287258.53125,5287258.53125,5287258.53125,1162474.4375,1556525.05078125,1950575.6640625
GP01_PC,2345419.875,1875794.3046875,2196408.05859375,3164063.8828125,3354441.82421875,3598622.80859375,1355987.9609375,1400801.435546875,2270299.234375,338616.6171875,609482.296875,659078.4921875
GP01_PC,1671794.626953125,1857353.181640625,2025822.96875,3218624.73046875,3278692.3984375,3972581.34765625,1875286.5859375,1911885.53125,3378408.3125,1219002.7890625,1709739.09375,1209642.234375
GP01_PC,2114502.5,1949823.046875,1781997.609375,3105830.53125,3628846.71875,3453839.6875,1579785.234375,1719749.21875,2787439.8125,821618.91796875,1098965.765625,957659.125
GP01_PC,4316522.3828125,3828146.7265625,4290185.5546875,4892281.671875,5119280.671875,5744421.0625,1713926.357421875,2125244.3125,3739990.65625,737909.38671875,917997.9921875,933265.6015625
GP01_PC,38876236.125,31941597.8125,35385769.125,25115479.375,26320142.8125,25770358.0625,23640770.8125,24567225.6875,36623152.625,20091867.9375,28015378.0625,26387260.625
GP01_PC,307504.171875,261200.9765625,306438.447265625,372440.3896484375,372440.3896484375,372440.3896484375,327068.3681640625,356818.59765625,838038.6171875,147166.12890625,147166.12890625,147166.12890625
GP01_PC,2956492.28125,1853867.69140625,2415427.0703125,1034761.935546875,1168649.7548828125,1048221.427734375,2214808.015625,2044388.6484375,4026480.54296875,692639.1201171875,1166922.4765625,1024733.109375
GP01_PC,4643723.0625,3282029.5859375,4004379.3125,3706370.0234375,4014050.6015625,3875322.671875,3394947.78125,3207488.21875,5845052.5625,1880439.734375,2836697.453125,2763669.0859375
GP01_PC,7132847.875,4502209.734375,6334138.65625,2112738.93359375,2089221.3203125,1999369.26171875,7015581.671875,6497649.703125,14659286.25,1921154.97265625,2784735.68359375,2489177.3046875
GP01_PC,38007402.4375,28922737.875,34274384.625,25439313.625,26150499.375,25892997.6875,29253197.6875,28774425.625,47541459.5,21777498.75,30527346.875,29184107.625
GP01_PC,26194065.4375,21450521.25,21268331.75,27424039.5,27724285.0,29341961.875,25616986.0,25073196.3125,42561650.8125,13947127.0,18951333.6875,17771729.21875
GP01_PC,791190.703125,756128.0390625,582227.58203125,978610.6484375,994682.4921875,996537.4921875,779620.1171875,823101.63671875,1457852.0546875,437685.296875,661238.265625,473864.634765625
GP01_PC,1262923.65625,915164.96875,773437.1009114584,1224954.03125,1667647.40625,1433425.578125,872326.234375,894996.6015625,1761038.796875,492022.51953125,770185.796875,603199.05859375
GP01_PC,70331592.75,63950190.0,59517119.0,71186623.875,77469448.5,78240797.875,50362304.0,48688341.375,82265617.625,29017508.1875,38260843.375,36364780.875
GP01_PC,19716309.25,18363997.25,18859350.25,23293430.5,24859645.625,23193369.0,14948550.5,14711285.0,26416196.75,9502164.875,13516337.375,13725411.875
GP01_PC,21420118.125,19426503.5,21388585.375,11857310.0625,11926305.03125,12486838.125,10690680.90625,12066638.46875,18447746.6875,11329144.03125,16046729.03125,15816380.625
GP01_PC,33923296.375,30188372.75,32923967.25,40183477.75,41974308.75,42692034.5,22481010.0625,21613553.1875,40380144.375,15153863.015625,20296784.8125,21223060.75
GP01_PC,21561949.75,20730795.6875,20252123.5,50463533.875,47624287.25,50129982.375,14728308.5,14630956.25,27156017.5,8001489.515625,9958291.375,10122170.25
GP01_PC,12032829.625,10567437.875,12460755.5,28510152.640625,27084564.1875,28966122.8125,5020059.84375,5243439.3125,9470231.5,2725971.40625,2923300.28125,2869044.84375
GP01_PC,9920216.9375,9012367.796875,9659034.375,16400023.0,16254879.0,17608173.0,3890896.0,4455279.4140625,7314233.25,1463072.0625,2078782.59375,2145300.21875
GP01_PC,10723556.5,9804570.46875,11478061.71875,22046942.5,24089195.75,26552727.3125,6974295.5,6854324.3125,14865749.0,2559720.10546875,3978303.78125,3508397.03125
GP01_PC,10802094.78125,10123257.1875,10409751.71875,8889415.40625,9010223.359375,9439408.59375,5642417.8125,6276382.671875,9683848.15625,4796482.046875,6929185.390625,6579445.421875
GP01_PC,13059243.125,10993225.34375,11821970.28125,30935724.6875,30648214.875,31943213.0625,9614981.25,9973840.953125,18915472.90625,5032970.375,6957773.7421875,6818790.34375
GP01_PC,3212160.625,2607336.34375,3031093.96875,6562784.75,6799483.5,7429720.25,2206307.9375,2823072.609375,4109675.1875,1013655.0390625,1300627.140625,1142734.203125
GP01_PC,5335652.6875,4518137.7265625,5673191.640625,6625678.625,7166124.75,7275340.3125,2363113.69921875,2460239.3203125,3402689.34375,793320.740234375,1041649.474609375,1032258.8046875
GP01_PC,3497838.265625,2525173.03125,2682952.796875,1607091.9375,1513615.4453125,1460326.6640625,4478255.03125,4646086.5625,8777886.5625,4890389.96875,6724984.25,6709864.53125
GP01_PC,39387646.5625,35645699.9375,37215823.8125,32263478.5625,37742219.75,34982067.65625,24013412.625,24068501.09375,41042573.875,18716897.125,24584315.03125,25233187.625
GP01_PC,21968161.65625,20391385.3125,22085932.8125,27935828.15625,29080309.1875,30948539.9375,14568835.0,15802375.125,27813199.75,9565345.21875,13460722.1875,12267818.5
GP01_PC,13269016.546875,12314098.0,13146615.25,29229775.375,31024330.0625,31595114.25,10189935.75,10475139.25,19938826.5,6076578.4375,7814520.875,8017596.625
GP01_PC,1919487.58984375,1847631.47265625,2159169.921875,1375693.625,1391850.443359375,1427667.0693359375,1287434.515625,1379122.298828125,2221979.15625,809749.65234375,1116697.625,1104038.912109375
GP01_PC,5674950.390625,5335763.96875,5149883.40625,7488768.21875,7815364.78125,7385710.109375,4388647.25,4997831.40625,7860631.1953125,2734074.578125,3540519.859375,3684861.40234375
GP01_PC,3887889.984375,3185388.8125,3251629.75,10777375.71875,10925850.4375,11734563.375,3956754.9140625,3673669.90625,7792917.0,1873302.5625,2300502.78515625,2172414.75
GP01_PC,5071471.3515625,4607611.421875,4982618.0,10376921.953125,11229075.28125,11710385.8125,4863330.15625,4876259.234375,9158565.78125,2156044.845703125,3551735.078125,3351597.9375
GP01_PC,26194065.4375,21450521.25,21268331.75,27424039.5,27724285.0,29341961.875,25616986.0,25073196.3125,42561650.8125,13947127.0,18951333.6875,17771729.21875
GP01_PC,70331592.75,63950190.0,59517119.0,71186623.875,77469448.5,78240797.875,50362304.0,48688341.375,82265617.625,29017508.1875,38260843.375,36364780.875
