,siCREB3L1_mean,siCREB3L1_std,siCREB3L1_n,Scramble_mean,Scramble_std,Scramble_n,minuslog10_pvalue,fold_change,log2_fold_change
TAG(31:3),8.669220092462414e-05,2.6254961284038403e-05,3,7.437575657473436e-05,1.0468831481785424e-05,3,0.30767434523372084,1.1655975672329995,0.22106977140958103
TAG(32:0),8.134077504215198e-05,9.767742838736849e-05,3,0.00017275060355811272,1.4413916245725623e-05,3,0.7349966156136879,0.47085667642712004,-1.0866401086676314
TAG(32:2),0.00011121031874185018,9.256590721719029e-06,3,9.18439868549038e-05,7.663252729272093e-06,3,1.3076317965028623,1.2108611848214028,0.276033481507177
TAG(32:3),0.00021810871982859406,5.332248901266519e-05,3,0.00021368793623642522,1.4546719648268158e-05,3,0.04744410154547235,1.0206880354129007,0.029541986161134723
TAG(33:0),2.410411214341582e-05,1.8211704512129035e-06,3,2.4511103859576775e-05,2.0451505861359975e-06,3,0.09175227887075865,0.9833956186350237,-0.024156167416046814
TAG(33:2),0.00011795322102123384,2.481613676183273e-05,3,0.00012642492455396616,1.208447993099927e-05,3,0.20540660802045735,0.9329902425283547,-0.10006610183772906
TAG(34:0),0.00019341222694962534,0.00017674872645822418,3,0.0003307892454692939,2.760029997566549e-05,3,0.594731056012622,0.5846992597211845,-0.7742333301434356
TAG(34:1),0.0002937273265166573,6.176597907167488e-05,3,0.0003259793855464449,5.1332269119972064e-05,3,0.2798433103651139,0.9010610472324102,-0.15030324239359105
TAG(34:2),0.00014634884341605184,2.5769260772678313e-05,3,0.0001701045260570035,3.562160677240679e-05,3,0.39542668383953944,0.8603465575455004,-0.21701018374643755
TAG(35:1),0.00013269653815691567,2.2350049818636468e-05,3,0.00014345097927366646,1.1969222439922676e-05,3,0.29820311536061395,0.9250305493123601,-0.11242708318957893
TAG(35:2),0.00010158687818712737,6.919118777055159e-06,3,0.00010512864639876196,7.779632421297152e-06,3,0.23107530705229312,0.9663101511057189,-0.04944177782821953
TAG(36:0),8.214090149089074e-05,9.599471684236188e-05,3,0.00014072578139970074,9.854819565989607e-05,3,0.2995574402526628,0.5836947620677089,-0.7767139729972548
TAG(36:1),0.00019915564475334163,3.587684225801733e-05,3,0.0002290134109759109,3.637220867890317e-05,3,0.4333608727346692,0.8696243766016397,-0.20153571350397745
TAG(36:2),0.00025997223804957937,3.3346215787926226e-05,3,0.00031675327746439805,4.587484907615891e-05,3,0.8015530062343967,0.8207404833523761,-0.2850019783253919
TAG(36:3),7.170432749677849e-05,8.426400485678466e-06,3,0.00010888872396074037,1.1445739829470796e-05,3,1.9760984187475998,0.6585101274823585,-0.6027224664690175
TAG(36:4),1.810957097727415e-05,1.9141792330684595e-06,3,2.1169844235036443e-05,2.926737365953628e-06,3,0.6899855540669321,0.855441862311982,-0.22525828553128238
TAG(37:1),0.00010553168574385073,2.1838927616266748e-05,3,0.00010157933447216208,9.048269556242323e-06,3,0.10429012737657717,1.0389090093199203,0.055069304337087226
TAG(37:2),9.123902695689464e-05,9.458975682803542e-06,3,0.00011731166637232646,2.7606768966886802e-05,3,0.7062897315224119,0.7777489637502729,-0.3626235273306474
TAG(38:1),0.0001424738814144201,1.1179342245990812e-05,3,0.00016952217914797073,1.4144543878307005e-05,3,1.2208300369988276,0.8404439002052883,-0.25077657238817486
TAG(38:2),0.00012230386155010365,1.5140666103719068e-05,3,0.0001555828677925539,2.32167588957563e-05,3,0.9743981972221101,0.7861010873843594,-0.34721324946354054
TAG(38:3),9.570566859580083e-05,4.529573267554826e-06,3,0.0001607736217960463,7.911944608477849e-06,3,3.6089041444892116,0.595282158395429,-0.7483544398631271
TAG(38:5),1.7697499840409738e-05,1.3371230426549094e-06,3,2.963214869798008e-05,1.0489545080930662e-05,3,0.912663387978802,0.5972398431442845,-0.7436176809399031
TAG(39:1),0.00010529155996872462,1.273999305378863e-05,3,9.93024450170838e-05,1.278330818196291e-05,3,0.22459178216974587,1.060311857886384,0.08448865125570014
TAG(40:1),0.00011390214997648695,1.4967975477451444e-05,3,0.00011332836015058118,9.455859822373357e-06,3,0.01866757166129018,1.0050630735779056,0.007286041785032274
TAG(40:2),0.00011199135777924313,9.287457071694027e-06,3,0.0001213697656252953,1.8088926801233073e-05,3,0.32871767638696053,0.922728631815883,-0.11602167138987779
TAG(40:3),3.0178112075070055e-05,2.280087549274093e-06,3,6.72051898429741e-05,5.607447717824351e-06,3,3.3475676535924284,0.4490443691265757,-1.1550700932252311
TAG(41:1),9.5529460006271e-05,1.5091946275882296e-05,3,9.551199528001048e-05,6.3716966437850404e-06,3,0.0006018736765384545,1.0001828537474202,0.00026377807894089846
TAG(41:2),8.03190037837726e-05,1.1479450772312413e-05,3,9.659288713833863e-05,9.648006361597035e-06,3,0.8750922671623699,0.8315208931351347,-0.26617558117186096
TAG(42:1),8.605895174622378e-05,1.4446132449656044e-05,3,9.789671583889958e-05,1.0312307070465464e-05,3,0.5053956496580851,0.8790790478389876,-0.1859351948227176
TAG(42:2),8.282944294668263e-05,1.6993050809873173e-05,3,9.487737967469955e-05,1.2491216486049649e-05,3,0.42198643352280396,0.873015709652554,-0.1959204799399614
TAG(43:1),7.150655243667623e-05,1.1346466897840237e-05,3,8.886044547446225e-05,6.568107450224052e-06,3,1.0777382686767532,0.8047062115756174,-0.31346592590137184
TAG(43:2),7.34626592959125e-05,1.3341270200612007e-05,3,6.979376196763885e-05,2.8350632867404256e-05,3,0.07100040787916335,1.0525676969522693,0.07391302466127649
TAG(44:1),8.269546519936977e-05,1.6796114247822675e-05,3,8.864349195275932e-05,1.3590801775120414e-05,3,0.18153155172997648,0.9328994535034854,-0.10020649692788697
TAG(44:2),5.8589793586581294e-05,9.451886102139968e-06,3,6.202310571377917e-05,6.609102556850174e-06,3,0.1983782458443475,0.9446446273902868,-0.08215640124325618
TAG(45:1),7.736450356269421e-05,5.12646978953215e-06,3,8.167146618740365e-05,1.2159359440068258e-05,3,0.2203614581599199,0.9472647813763174,-0.07816034777340593
TAG(45:2),6.643862000385035e-05,1.6869590205237965e-05,3,6.794718289794548e-05,9.544740217157279e-06,3,0.04610708730968457,0.9777980067788691,-0.03239163044249017
TAG(46:0),2.7500363169004432e-05,8.709496906994526e-06,3,1.8723754598527e-05,1.5622673671174788e-06,3,0.7933615998319722,1.468741914144073,0.554580909239266
TAG(46:1),6.957584019831484e-05,4.957022156443077e-06,3,8.126867643752807e-05,1.1990611371580828e-05,3,0.7131698297050664,0.8561212418882985,-0.2241129726944916
TAG(46:2),5.5498440490500943e-05,9.718121384605927e-06,3,7.227174916748689e-05,1.4220983732410755e-05,3,0.7774429640191385,0.7679133427625437,-0.3809845795406397
TAG(47:1),6.543431142158454e-05,8.578571190072437e-06,3,7.447895755932555e-05,1.7031443040759075e-05,3,0.33960132541712507,0.8785610535628593,-0.18678554842402506
TAG(47:2),6.277371375315462e-05,1.4241847664964017e-05,3,6.419784645189738e-05,8.417964878927501e-06,3,0.05125001507436275,0.9778165035518778,-0.03236433958066447
TAG(48:0),8.90610754165242e-05,1.530498263200096e-05,3,6.39386219751247e-05,4.204982625147877e-06,3,1.285455012430459,1.3929151530849913,0.47810738144844067
TAG(48:1),0.0001594939241129262,1.1364534730421158e-05,3,0.00013887507762001073,9.702603033089817e-06,3,1.123940760803704,1.1484704588200674,0.1997137479113857
TAG(48:2),7.186729894464228e-05,1.3428608564028549e-05,3,7.727326125448582e-05,8.196564024770938e-06,3,0.23375792757669664,0.9300409711964924,-0.1046338220645283
TAG(49:1),6.28922463471762e-05,5.859777264849376e-06,3,6.0470751613040146e-05,1.9098636602728654e-05,3,0.07367277196783406,1.0400440654290442,0.05664465493288858
TAG(49:2),4.572336213473777e-05,6.028894831241657e-06,3,5.5506754855506065e-05,1.1991629290307234e-05,3,0.5601114005480535,0.8237441056275726,-0.2797318580592919
TAG(50:0),9.757345874870684e-05,1.7481295422793163e-05,3,7.987504386059416e-05,6.155332796470837e-06,3,0.7607867320258506,1.2215762775542471,0.28874395104966727
TAG(50:1),0.00031184790444877626,1.3800406695883635e-05,3,0.0002697141270989104,3.1638823493535757e-05,3,0.9913822880623888,1.156216427382072,0.20941147524833786
TAG(50:2),0.00016171043315319695,2.2678751911323324e-05,3,0.000168328098850826,3.375791075535846e-05,3,0.10125057911034864,0.9606859119611771,-0.05786326359901445
TAG(50:3),2.4020388342125547e-05,1.2257171286110365e-06,3,2.6444682308426616e-05,1.6874055638627641e-06,3,0.9417119360163284,0.908325842676939,-0.13871816820119875
TAG(51:1),5.614780992179437e-05,5.506166201916329e-06,3,5.5545391435363145e-05,8.7832625640179e-06,3,0.034013754824142435,1.01084551698825,0.015562533438412122
TAG(51:2),5.129157679817564e-05,7.09470127302638e-06,3,5.697671885797603e-05,1.9067810377073415e-05,3,0.18462797051803623,0.9002199113295458,-0.15165061985651504
TAG(52:0),4.969052959907645e-05,3.617060166557438e-06,3,4.147838567658822e-05,1.27958262556378e-06,3,1.6839665575616038,1.1979861026058072,0.2606111720515923
TAG(52:1),0.0002742144080251797,1.4114057800440941e-05,3,0.00024510586835264496,2.6440964788279152e-05,3,0.7751239702400298,1.1187590483580547,0.1618993507286296
TAG(52:2),0.00029368609892585794,3.766144033140044e-05,3,0.0003029752224646919,2.6353307581449964e-05,3,0.12844228232558647,0.9693403194384436,-0.04492483381968925
TAG(52:3),8.334963568357489e-05,1.1232119102394038e-05,3,8.805833673662189e-05,1.0977556755203701e-05,3,0.19999047645026372,0.9465274813544288,-0.07928370133219091
TAG(52:4),1.7495612193198598e-05,4.063502409847719e-06,3,1.807703640401744e-05,3.572621003594298e-06,3,0.06479208969121267,0.9678363091258904,-0.04716503083977754
TAG(53:1),4.605166942320287e-05,1.0918626592473789e-05,3,5.6433424541757916e-05,1.0429225416913428e-05,3,0.5235615361441521,0.8160353513391152,-0.2932964425718331
TAG(53:2),3.5666518624539175e-05,1.4674292113684155e-05,3,3.273998068201159e-05,1.3403140971903584e-05,3,0.09083976259777166,1.0893872837296914,0.12351693200534554
TAG(54:0),1.702220820891451e-05,3.278987399032382e-06,3,1.596981356306396e-05,9.397211808272063e-07,3,0.20663485125471417,1.0658989938545431,0.09207073268498529
TAG(54:1),0.00016636344188954264,9.29587122466647e-06,3,0.00016740863028697495,1.6400681260864543e-05,3,0.03239736168680166,0.9937566635863359,-0.009035465650071444
TAG(54:2),0.00022638129832009963,6.442221324326579e-06,3,0.00026106581518542366,4.077379127072791e-05,3,0.6590064066400956,0.8671426328234927,-0.20565877878444502
TAG(54:3),0.00014640798715216503,1.2909550800582911e-05,3,0.00015738820307491732,7.942263381420165e-06,3,0.5561397596749595,0.9302348225074679,-0.10433314801719297
TAG(54:4),5.8518238818340345e-05,1.3819162845033312e-05,3,5.7383353864350185e-05,4.257939161376447e-06,3,0.04651179060412333,1.0197772503272107,0.028254059115387926
TAG(54:5),4.7455471933422204e-05,9.848207198630438e-06,3,3.522329373232608e-05,5.4844421286076605e-06,3,0.8749951299816495,1.3472752518277438,0.4300446272511327
TAG(54:6),5.609944405868319e-05,1.179605762452892e-05,3,5.593299266668065e-05,8.292343794135261e-06,3,0.006561398357310685,1.0029759071357842,0.004286950842220247
TAG(55:1),3.66849434691502e-05,9.519794468666862e-06,3,4.259002742134935e-05,1.1904744967042493e-05,3,0.26842551543382104,0.8613505482450319,-0.21532759676569108
TAG(55:2),3.709916316391947e-05,4.307366494065328e-06,3,3.777378063738939e-05,3.816274076077815e-06,3,0.07108675106978425,0.982140588998863,-0.025998540272158373
TAG(56:1),8.648398647209932e-05,2.897265340709331e-06,3,9.781156468728089e-05,9.892947455827697e-06,3,0.8869040433689008,0.8841897862344025,-0.17757202586804102
TAG(56:2),0.00013439858704460318,1.0264998375503048e-05,3,0.00015803848336795636,1.244376013123813e-05,3,1.1931521020334246,0.8504168363327488,-0.23375793563203087
TAG(56:3),0.00010721634693312093,1.5005348238876359e-05,3,0.0001146573209487097,3.004260725363142e-05,3,0.14226717422175816,0.9351024953834619,-0.09680358926971802
TAG(56:4),8.362751562762719e-05,2.255683181546428e-05,3,7.904895716174851e-05,6.242239235825077e-06,3,0.12391234186201691,1.057920542285082,0.08123127437436731
TAG(56:5),6.707503256860496e-05,1.8814308810939334e-05,3,5.8518683722562594e-05,2.134972845379191e-06,3,0.3209730854550345,1.1462156750928996,0.19687853110301576
TAG(56:6),0.00012026897880464445,1.9938327791502442e-05,3,0.00011228106784577674,5.0171286623312015e-06,3,0.2693263680525299,1.0711421000184953,0.09914988381651378
TAG(56:7),8.864040471076266e-05,1.353577172749183e-05,3,8.057581416649504e-05,1.1816638315945961e-05,3,0.31845252512135963,1.100086987983809,0.13761760754172056
TAG(56:8),1.6968603754032853e-05,3.979903658250956e-06,3,1.8277853847769356e-05,1.2145601422498464e-06,3,0.2113127774210794,0.928369593900857,-0.1072288227939408
TAG(57:1),4.931515555130891e-05,4.2669877811671505e-06,3,4.047520332934131e-05,3.0903175511944844e-06,3,1.3580739885829576,1.2184041461147976,0.28499275630182846
TAG(57:2),3.880819025137008e-05,2.1729515886494358e-06,3,4.111134109175472e-05,9.735375541691581e-06,3,0.14895476640850192,0.9439777253861816,-0.08317527751850172
TAG(58:1),3.971363500972739e-05,4.835780606126265e-06,3,5.483307935183896e-05,1.245804951812498e-05,3,0.9150363809263018,0.724264175551824,-0.46541207818328884
TAG(58:2),7.62545048739819e-05,3.350964423817462e-06,3,8.188674390532746e-05,9.17795449265312e-06,3,0.4264659763340096,0.9312191599917905,-0.10280735264119989
TAG(58:3),4.156843881896548e-05,7.1073950644565014e-06,3,5.326004519180839e-05,2.4756400143659218e-06,3,1.2626420001312693,0.7804807275184,-0.35756508684422217
TAG(58:4),4.387506621408317e-05,6.361463427256183e-06,3,4.66446476406957e-05,9.566811053412691e-06,3,0.15631885043331056,0.9406238107328702,-0.08831024218174685
TAG(58:5),4.191013913710272e-05,8.85196025111705e-06,3,4.550098644157997e-05,5.785995262558091e-06,3,0.23058488494189064,0.9210819899676759,-0.11859851158379764
TAG(58:6),7.453817518938382e-05,5.631683147446553e-06,3,8.932483995599775e-05,1.0542982174425405e-05,3,1.0052930869388463,0.8344618946544098,-0.26108192384746476
TAG(58:7),8.827357082386414e-05,1.624021101734526e-05,3,9.621499298839759e-05,6.423758585094608e-06,3,0.3233232470645486,0.9174616978302842,-0.1242801652734742
TAG(58:8),3.0177449667425707e-05,6.9759244036157964e-06,3,3.202410089469178e-05,4.165197101961271e-06,3,0.14635799986957923,0.9423355792770385,-0.08568717905756747
TAG(59:1),3.945704650737516e-05,2.2963770978421295e-06,3,4.312281795092413e-05,9.489828288533396e-06,3,0.2588778809075633,0.9149923029677512,-0.12816848757479243
TAG(59:2),3.616535951229226e-05,8.047267682120387e-06,3,3.7639485697971144e-05,7.832467949220911e-06,3,0.08024913124061714,0.9608356448462753,-0.05763842210248167
TAG(60:1),3.6796706644837004e-05,3.403644120188391e-07,3,3.7797464012424225e-05,6.8603253691911036e-06,3,0.08980050913282066,0.9735231610443953,-0.03871279244265683
TAG(60:2),3.988279809239725e-05,5.0057098764781035e-06,3,4.181786175671937e-05,3.4684918455678177e-06,3,0.2136989522536869,0.9537263843000966,-0.06835266579728429
TAG(60:3),1.2716721194595556e-05,9.608035648903333e-07,3,1.732875635717146e-05,1.6228901535266626e-06,3,1.8758176627392305,0.7338507699274549,-0.4464413770154908
TAG(60:5),1.494041207207501e-05,1.4216314695898854e-06,3,2.0399727594226902e-05,1.702106730295101e-06,3,1.885579343248091,0.732382920461307,-0.44932994773502594
TAG(60:6),2.9841283994289512e-05,9.496137704103842e-06,3,3.3188637454523725e-05,3.347498713562591e-06,3,0.22505485292015773,0.8991415822713157,-0.1533797889829264
TAG(60:7),4.139770030832322e-05,3.130829100753489e-06,3,5.009288761631249e-05,4.900114511409713e-06,3,1.2169170989611369,0.8264187248579031,-0.27505515196997365
TAG(60:8),2.4000471419842145e-05,2.074868913307708e-06,3,2.5218323345405482e-05,5.931559806612712e-06,3,0.12263818979076414,0.9517076568143371,-0.07140961676955482
TAG(61:1),1.8266269793961275e-05,1.4666522003454288e-06,3,2.4968807228995154e-05,6.322621899585707e-06,3,0.8291925237895148,0.7315635715569736,-0.45094485747511737
TAG(61:2),2.579792721512216e-05,2.8912423792241826e-06,3,2.2090572460899363e-05,8.219825156811774e-06,3,0.2992566412118173,1.1678252005820524,0.2238243485965856
TAG(62:1),3.104849394947703e-05,6.572054956280601e-06,3,3.148704159328033e-05,8.025018827985986e-06,3,0.02450422871569194,0.9860721229555941,-0.02023492330950034
TAG(62:2),2.729401722335211e-05,1.4098279767253737e-06,3,2.972102048080716e-05,3.027023859385832e-06,3,0.5582514501296068,0.9183405139462715,-0.12289890127770822
TAG(63:1),2.6026720944982584e-05,5.112862143641706e-06,3,2.70464438664913e-05,3.4337865816491554e-06,3,0.10318328030551427,0.9622973383657257,-0.05544535649933099
TAG(63:2),2.5964752553351545e-05,7.227372757313384e-07,3,2.880564411255432e-05,2.611181959807984e-06,3,0.8430887124565789,0.9013772596751402,-0.1497970412926426
TAG(64:1),2.166144768223415e-05,1.0455250860595652e-06,3,2.204728455110452e-05,5.769216880780129e-06,3,0.038699845675004445,0.9824995741323147,-0.025471312856912953
TAG(64:2),2.222674882143415e-05,1.6793274914788392e-06,3,1.8631508063715456e-05,2.5996263062255915e-06,3,0.9410956287202875,1.1929656335613736,0.2545524830962456
TAG(65:1),2.3684829271045654e-05,5.480720120085874e-06,3,2.612122305440598e-05,1.7127624448671583e-06,3,0.2983001040721659,0.9067274232035101,-0.1412591762113367
TAG(65:2),2.3028806080952354e-05,1.7399264039185319e-06,3,2.6071105980421106e-05,2.1753136040929233e-06,3,0.8810959716980439,0.8833076010755562,-0.17901216860164454
TAG(66:1),2.218790680319638e-05,9.671801519276132e-07,3,1.6203493407474394e-05,3.3240441929109006e-06,3,1.3960490491492645,1.3693285913864401,0.45346868493073156
TAG(66:2),1.636816519849014e-05,1.2366860319393348e-06,3,2.3304685707767022e-05,1.9444898078848857e-06,3,2.1900563535571305,0.7023551144924873,-0.5097274455839101
TAG(68:20),5.36519488438552e-05,1.3263153253790992e-05,3,5.7422883223546505e-05,1.3168799576989402e-05,3,0.12821172037692266,0.9343304590782893,-0.09799519446692109
TAG(71:1),1.7867035648819668e-05,1.349932209939795e-06,3,2.1566266353161267e-05,1.7994400629859838e-06,3,1.3327693622909274,0.8284714357244618,-0.27147613823613853
TAG(71:2),1.7633720672425204e-05,1.3323042492703905e-06,3,2.0962718890957888e-05,1.749081439679679e-06,3,1.2317412999726518,0.8411943490799458,-0.24948893642694475
TAG(73:21),2.616221244389845e-05,1.0703214408982836e-05,3,3.1880572748257316e-05,2.6600422574185755e-06,3,0.37682751816328897,0.8206318202149787,-0.2851929986921168
TAG(87:2),0.00013886789834454736,0.00011510606647438252,3,5.129291415345347e-05,2.0159791094020967e-05,3,0.5782854239814662,2.7073505305059298,1.4368816906127977
TAG(26:2),0.00037022986727402676,3.927743146841778e-05,3,0.00039190913077386517,2.7643191859368903e-05,3,0.32055307963949803,0.9446829333702166,-0.08209790016759679
TAG(31:2),0.000246134478294958,3.6971163113695127e-05,3,0.0002646244637127156,1.3997012941070426e-05,3,0.33412431336461296,0.9301274524723047,-0.10449967710620471
TAG(32:2),0.00020484489941336394,1.4597205281270573e-05,3,0.00022012938750280166,1.1223923499163935e-05,3,0.6499691605932812,0.9305658900757029,-0.10381978885873865
TAG(32:3),0.00011484696656692419,3.9844591019381005e-05,3,0.00011137570048328606,1.829957361155162e-05,3,0.046938182879532483,1.0311671762204453,0.04427824614184799
TAG(33:2),7.720826095253731e-05,1.0859997872740978e-05,3,9.477095582761129e-05,7.90747234273498e-06,3,1.0641890467681825,0.814682729305584,-0.29568977048138084
TAG(34:10),0.00019387484523858913,2.876723456096343e-05,3,0.00021750113511402442,6.270855598230666e-05,3,0.23284461247616184,0.8913739467932006,-0.1658973006201472
TAG(34:2),7.20720456146621e-05,5.445356337994985e-06,3,6.282103200176319e-05,5.241643589620556e-06,3,0.9941968533769187,1.1472598159902763,0.19819215054614076
TAG(35:2),8.427592028496685e-05,6.367412118669549e-06,3,6.515095835735379e-05,5.4360473292109326e-06,3,1.7766182684356358,1.293548435967932,0.37133407568670374
TAG(36:1),0.00018409898649064316,1.669171272639773e-05,3,0.00018037720511236113,8.059470215379693e-06,3,0.12753182090665227,1.0206333243491805,0.029464652545873982
TAG(36:2),8.722702164892127e-05,6.590380654933848e-06,3,7.531608672289903e-05,3.511929211824122e-06,3,1.294872656220187,1.1581459611655693,0.21181708767916255
TAG(37:1),0.00016227797105751806,3.482736346775359e-05,3,0.00017836013895231422,1.0021396938902913e-05,3,0.3142702736615825,0.9098331724270756,-0.13632605878100656
TAG(37:2),9.161539216699524e-05,2.1844615752590964e-05,3,0.00010324450502095224,1.570625147222119e-05,3,0.30478871003156915,0.8873633724952529,-0.17240309030937453
TAG(38:10),0.010468903210245045,0.0014527147739053327,3,0.01070174652219866,0.002570591769910871,3,0.04674480086047247,0.978242494206845,-0.03173595913221539
TAG(39:2),7.733967145553183e-05,1.6409264636983193e-05,3,7.097009529728981e-05,7.981321500773253e-06,3,0.23802606273883076,1.0897501423882863,0.1239973921964858
TAG(67:1),2.840812869318069e-05,2.146357610786594e-06,3,2.5499012923521365e-05,6.5578034043016795e-06,3,0.29609659366991614,1.1140873875543564,0.15586240022431144
TAG(68:1),2.428406924572883e-05,1.834766992552754e-06,3,2.650605240754827e-05,2.2116045416807612e-06,3,0.5994413072135698,0.9161707247969271,-0.12631163098917597
TAG(70:1),1.7467885374819165e-05,3.089070463594671e-06,3,1.5362638820485506e-05,1.6271040524997555e-06,3,0.44945191162235165,1.137036779874457,0.18527892202635288
TAG(71:1),2.8534517467695712e-05,2.1559068321037804e-06,3,1.7193404418863482e-05,1.434578439484409e-06,3,2.7905075107634865,1.6596199782510497,0.730852929368618
TAG(75:21),0.00010809674499656634,1.1460419565520773e-05,3,0.00010277731074390338,1.7142336650024927e-05,3,0.1686853544697238,1.051756892782666,0.07280127296839486
TAG(79:21),1.8457707583346743e-05,1.3945600422001611e-06,3,1.0748604085855944e-05,8.968390029379778e-07,3,2.889094975933024,1.7172190394132374,0.7800740736558777
TAG(80:22),2.4542311648394455e-05,1.855540865707072e-06,3,1.9690439842323485e-05,1.6429253784533076e-06,3,1.5605285625674352,1.2464074873351558,0.3177758049987846
TAG(81:19),0.00026710961399278047,2.0181292442725952e-05,3,0.00019909736318211496,1.9070589264142915e-05,3,1.8782300723497205,1.3416029711476112,0.4239577890470808
TAG(81:20),3.606761522575119e-05,1.4981522448068115e-06,3,3.850567907588762e-05,1.4806427832669777e-05,3,0.101999399446483,0.936683006022788,-0.09436720390223559
TAG(81:22),0.00019637137372063236,1.5852816766403368e-05,3,0.00017773259344804973,3.377389415092037e-05,3,0.3608211871843905,1.1048697929343536,0.1438763604254733
TAG(83:19),0.0003725908125939686,2.81508555159494e-05,3,0.00032415647996111136,3.3583688320420525e-05,3,0.8924522335799923,1.14941651833913,0.20090168749868612
TAG(83:20),0.00011665730335578037,1.929833097928743e-05,3,0.00011159224087897459,4.721811181706359e-05,3,0.059583612708022794,1.045389020212427,0.06403991177196211
TAG(83:21),1.7310123296475045e-05,1.3078550608636945e-06,3,2.6714984052217518e-05,4.014778719330314e-06,3,1.7404101299554482,0.6479555916125727,-0.6260331551659565
TAG(85:19),0.00016945192548698616,1.280282956542442e-05,3,0.0001533541915153528,1.003690450733935e-05,3,0.7912931838633462,1.104970942186616,0.14400843105156988
TAG(85:20),4.4343055959096324e-05,1.0929196646960363e-05,3,4.8127811668372056e-05,2.8083014088555896e-05,3,0.07652965732259683,0.9213603199880591,-0.1181626278212264
TAG(85:21),5.62039056451355e-05,6.506341422572954e-06,3,5.303997407939717e-05,6.577483952138472e-06,3,0.23247847788630185,1.059651830919113,0.08359031731882212
TAG(24:3),6.171219222433017e-05,4.662624380845337e-06,3,4.6254558854933326e-05,3.859374865186605e-06,3,1.9400370904837223,1.334186159203812,0.4159599800325503
TAG(29:1),2.9714138166738393e-05,8.572600887261991e-06,3,3.607222463680812e-05,6.1555876496108424e-06,3,0.4489901530018315,0.8237401065754638,-0.2797388619657365
TAG(29:3),6.741847339219926e-05,5.093758727856526e-06,3,8.063736862683765e-05,6.7281980712266886e-06,3,1.2727474171150404,0.8360698586803973,-0.25830460167083696
TAG(30:2),0.00013149648079040048,9.935130729109941e-06,3,0.00014048731378978245,1.1721940953287047e-05,3,0.4339575775276847,0.9360025275105242,-0.09541566932870847
TAG(30:3),4.869665713057489e-05,6.792991566655285e-06,3,4.491194405234084e-05,3.7473501491147457e-06,3,0.3509511288814834,1.0842696337932578,0.11672356754476293
TAG(31:2),0.00010514060301509302,8.427528365582847e-06,3,0.0001118166558778118,9.329726666672556e-06,3,0.3874703236642259,0.9402946474269981,-0.08881518940241123
TAG(31:3),2.7380140576668994e-05,2.068688639996459e-06,3,4.2177674598759076e-05,1.576499060967087e-05,3,0.7392897163711515,0.6491619283694354,-0.62334970276982
TAG(32:1),2.8484407315367893e-05,2.1521207922703206e-06,3,2.0970826418872202e-05,1.749757913312243e-06,3,2.0285254221336197,1.3582873057274472,0.4417886715620637
TAG(32:2),0.00011016838289058903,9.715099211368324e-06,3,0.00011145648889474833,9.521074000581602e-06,3,0.056667504012657806,0.9884429698357383,-0.016770365663973164
TAG(32:3),4.072429914351559e-05,4.077844285977392e-06,3,5.89266991985532e-05,4.916709345095222e-06,3,2.1056214857866298,0.6911009728594381,-0.5330315848507828
TAG(33:1),1.3057861244076546e-05,9.865781785389756e-07,3,1.8461567693997278e-05,1.540391089959661e-06,3,2.160994444258777,0.7072996974315604,-0.4996064507396985
TAG(33:2),0.00010778800047756389,1.3087739542975331e-05,3,0.00011079902494947248,5.671414514023534e-06,3,0.1348035568451195,0.9728244497342671,-0.039748606785227965
TAG(34:2),0.00010767508310419837,2.106088785339525e-05,3,0.00011113109041674514,2.327402073335256e-05,3,0.06649040675723507,0.9689015261203087,-0.0455780494710939
TAG(34:3),3.310083675174748e-05,6.607531455521685e-06,3,3.399605808265141e-05,1.3515954064073766e-05,3,0.034858500764674324,0.9736669078300941,-0.03849978521900347
TAG(35:2),9.903446804613549e-05,1.0452724154295098e-05,3,0.00010257719949351423,8.707624355848938e-06,3,0.17048388447645113,0.9654627786206744,-0.050707454701061236
TAG(35:3),3.35301613933483e-05,2.8252201610852033e-06,3,6.13917859089127e-05,5.122390556331167e-06,3,2.9289287400020396,0.5461668999676466,-0.8725862115778746
TAG(36:2),0.00010140504019281907,1.2707826771255257e-05,3,0.0001043515349799081,1.2316979797622912e-05,3,0.10381241438551464,0.9717637619067476,-0.04132246104526532
TAG(36:3),3.136575165211616e-05,5.360966913272746e-06,3,2.6031431087103912e-05,2.172003221509285e-06,3,0.7318126478178557,1.2049184521267022,0.26893550936519944
TAG(37:2),8.724098357582934e-05,9.692325258076377e-06,3,0.00010846199611245126,1.2761308275157924e-05,3,1.0782279755117872,0.8043461000420793,-0.3141116863014847
TAG(38:1),2.1311246827447468e-05,1.6605179148195014e-06,3,3.609201729916337e-05,3.0114355827093704e-06,3,2.759715129719266,0.5904698163807395,-0.7600647810240995
TAG(38:2),8.350458804958466e-05,1.6211751131108112e-05,3,0.00010043530979142473,7.767889134060125e-06,3,0.7491704230093896,0.8314265991014483,-0.26633919131056416
TAG(38:3),4.032626364170936e-05,1.2130738132208055e-05,3,3.329983207668629e-05,5.452720289371261e-06,3,0.3851718562959753,1.2110050149454772,0.27620483945172114
TAG(39:2),9.365206243511124e-05,8.912781045133998e-06,3,9.776090378071983e-05,3.846412510804756e-06,3,0.29745773483289445,0.9579705057266571,-0.061946856354841755
