,CREB3L1_CA_mean,CREB3L1_CA_std,CREB3L1_CA_n,pcDNA_mean,pcDNA_std,pcDNA_n,minuslog10_pvalue,fold_change,log2_fold_change
DAG(44:2),5.490025840555315e-05,4.351229996478448e-06,3,5.942219373683438e-05,8.096550322417533e-06,3,0.3544088208197644,0.9239015753725331,-0.11418892753741652
DAG(45:2),6.432456785358962e-05,2.5517792656039005e-06,3,6.81488923384841e-05,7.216157488550099e-06,3,0.3608828437437243,0.9438828078686928,-0.08332034865005811
DAG(46:2),5.490965035047152e-05,8.010930495987363e-06,3,4.633518842314119e-05,4.44182756108817e-06,3,0.7440945902865141,1.1850529202347646,0.2449514861746086
DAG(46:3),1.981361375303311e-05,1.1258851640937884e-06,3,2.5649174487333586e-05,2.7117686685621824e-06,3,1.5810863756237612,0.7724854366294607,-0.37242036018815716
DAG(47:1),1.2252554359620522e-05,6.962369080015835e-07,3,1.3517662026344058e-05,1.4291599276754457e-06,3,0.6194911172570207,0.9064107636174055,-0.14176310164017442
DAG(47:2),4.741836145445769e-05,2.3113275341818575e-06,3,4.709474898524019e-05,2.302259501287422e-06,3,0.0595208228696065,1.0068715191436508,0.009879601398263977
DAG(47:3),2.275133850096807e-05,4.46757480638602e-07,3,2.232646424179716e-05,3.760277733018702e-06,3,0.06783980185750578,1.0190300736636795,0.027196629016213537
DAG(48:2),5.265273099739992e-05,1.6155069885437157e-06,3,4.80216377847739e-05,1.174728582331517e-05,3,0.27095690845476944,1.0964376357462424,0.1328237553235438
DAG(48:3),2.2454378727105966e-05,1.2759435099981026e-06,3,2.1755675975258608e-05,1.525856712755764e-06,3,0.23975902136672286,1.0321158833511745,0.045604961991974655
DAG(49:2),4.922394465976766e-05,5.376699215732815e-06,3,4.3621034910012884e-05,2.2097300462387343e-06,3,0.7686454871714177,1.1284451357312633,0.17433627734005772
DAG(49:3),2.5414747188148617e-05,1.4441629459921486e-06,3,1.9630316289967643e-05,2.0754226103997323e-06,3,1.7787746518766938,1.2946682474564708,0.37258246156752894
DAG(50:2),5.3540019873389974e-05,6.8288396715530254e-06,3,4.500345779990734e-05,6.432037111785425e-06,3,0.7209652174635286,1.1896868038771058,0.25058182062187107
DAG(51:13),0.0019603619652761675,0.00037774696376483946,3,0.0012718248548362814,0.00032594988111932856,3,1.124088103736975,1.5413773035034133,0.6242200528104596
DAG(51:2),4.198146722656139e-05,8.964749497565427e-07,3,4.415674260177987e-05,7.011625585729709e-06,3,0.20602563005035512,0.9507374129736917,-0.07288116106898317
DAG(51:3),1.3220373308039951e-05,7.512320749174354e-07,3,1.6041334064742287e-05,6.923192464142503e-06,3,0.28267589533171533,0.8241442547535615,-0.27903121208726356
DAG(52:2),3.3271559491568466e-05,1.303136258255036e-06,3,4.158313456661375e-05,2.9553455059291093e-06,3,1.951363483483072,0.8001214876735512,-0.3217090244407139
DAG(53:2),3.145126375090576e-05,4.491844705429814e-06,3,3.930033748333372e-05,4.520596849275225e-06,3,1.0007034691877243,0.8002797371458565,-0.32142371382469875
DAG(54:2),2.8260058037918035e-05,1.6058443693266528e-06,3,3.4349607788574074e-05,4.4518922729018415e-06,3,1.0469843289519483,0.8227185070601696,-0.2815291975762741
DAG(55:2),2.642289116212275e-05,2.6017586395974765e-06,3,2.7610588497673666e-05,4.104478531674155e-06,3,0.15874447874000036,0.956983990556703,-0.06343330490714225
DAG(56:14),0.0005289562004743923,8.222775070727545e-05,3,0.00047713969821708106,0.00011602784406809688,3,0.2500776050229694,1.108598178795294,0.1487365426805561
DAG(56:2),2.9753490622194887e-05,1.6907069093544195e-06,3,3.1141407671500526e-05,3.040560252327444e-06,3,0.2777094993138083,0.9554317818916127,-0.06577522685482401
DAG(57:2),4.353611464421301e-05,8.31388049728346e-06,3,4.720965265262729e-05,5.226995336804e-06,3,0.25777938986985144,0.9221867181390957,-0.11686920750755928
DAG(57:3),1.0376971501198937e-05,5.896591306891413e-07,3,1.6362151993525774e-05,1.729894704728491e-06,3,2.321874963908732,0.6342057881692413,-0.6569770504242386
DAG(59:2),3.201086849326777e-05,1.2718864276223611e-06,3,2.6049590705349294e-05,8.626566259867655e-06,3,0.5201011012218525,1.228843433869935,0.29730111459728253
DAG(60:2),2.0904082306223633e-05,3.788129466879014e-06,3,2.233380016696537e-05,3.883413085152121e-06,3,0.1727983810063285,0.9359841204786781,-0.0954440410412858
DAG(25:7),0.00014826712239952763,1.5278204042789282e-05,3,0.00013707899450196513,1.0164371757886242e-05,3,0.4552888572251926,1.0816181059557022,0.1131912072078357
DAG(26:2),0.0005738908186378226,0.00011923795682613983,3,0.0006173293129236268,1.3648298388168543e-05,3,0.2481582049817129,0.9296348101792177,-0.105264003411847
DAG(45:1),6.389819972494291e-05,6.169665359410472e-07,3,6.3158879887316e-05,6.548486517394703e-06,3,0.06796903550019595,1.0117057148408262,0.01678969963464059
DAG(45:2),6.918500217950077e-05,2.45504314786489e-06,3,6.471200513043457e-05,1.34483973977078e-06,3,1.2971345282879263,1.0691215955996165,0.09642594603525839
DAG(46:0),1.4393573078072794e-05,1.5895808036835883e-06,3,1.2169370001974202e-05,1.2866112437182288e-06,3,0.8771405230313801,1.1827706015790271,0.24217029002907403
DAG(46:1),5.931691590005826e-05,1.3606805121094173e-05,3,7.631383694296029e-05,5.081138000058322e-06,3,0.9484147194122151,0.7772760258980801,-0.3635010760769205
DAG(46:2),5.816570978989448e-05,1.3704951374235333e-06,3,5.3817927027042725e-05,6.740800754519199e-06,3,0.47480412185013254,1.080786886508413,0.11208207525730997
DAG(47:1),7.300591478819312e-05,6.970791454200789e-07,3,6.0984365264418935e-05,1.0040672081542587e-05,3,0.9690824837347018,1.197125106929466,0.2595739306566663
DAG(47:2),4.914678895626939e-05,2.7549121234606395e-06,3,5.6199374974392765e-05,6.10648815946188e-06,3,0.8467668198679962,0.874507749928947,-0.1934569254522508
DAG(48:0),5.9984394138445555e-05,6.846842856097848e-06,3,3.671810087178425e-05,6.4934848196716224e-06,3,1.8879163426255965,1.6336464227249867,0.7080957684411879
DAG(48:1),0.0001288919580297749,2.1236382768073874e-05,3,0.00010440174744647778,6.2829302255104046e-06,3,0.8929512451663237,1.2345766348006022,0.30401639275065057
DAG(48:2),7.84970861938482e-05,1.5187111255647692e-05,3,7.789685039628098e-05,1.8183018829660824e-05,3,0.01452819442611045,1.0077055207561496,0.011074105291986085
DAG(49:1),5.04139083932888e-05,2.5818791042372148e-06,3,5.073187996344318e-05,1.1629165779753059e-05,3,0.015319396051871615,0.9937323124949536,-0.009070817995872504
DAG(49:2),4.7640259880677814e-05,4.592744687263158e-06,3,5.012700548641487e-05,1.5109892713185098e-06,3,0.3732971621725931,0.9503910999349243,-0.07340676899686269
DAG(50:0),8.097621249705914e-05,2.196320695922011e-05,3,5.381975399675035e-05,1.075947414446959e-05,3,0.8968789499033183,1.5045816170387643,0.5893623687538995
DAG(50:1),0.0003506090362307896,6.162953003054765e-05,3,0.00019797718995200219,4.303868845710009e-05,3,1.61050882766818,1.770956726458193,0.8245289600927017
DAG(50:2),0.00023646059490753312,3.477167228218447e-05,3,0.0001539025851399344,2.266223260175783e-05,3,1.5822362197855082,1.53643029902671,0.6195823197916677
DAG(50:3),5.0068363593312775e-05,1.934726654015034e-06,3,4.2993710583383163e-05,5.238072476771721e-06,3,1.0304491285934148,1.164550882301932,0.21977367608029988
DAG(51:1),3.91790367015353e-05,4.994824015414355e-07,3,4.5770544892717925e-05,9.631935834868913e-07,3,3.3360189642713194,0.8559879895108846,-0.22433754077805104
DAG(51:2),6.606638614569646e-05,6.499693208533033e-06,3,5.061689716810407e-05,1.164367506102256e-05,3,0.9384284249630168,1.3052239438202426,0.3842973584586555
DAG(52:0),5.839085618647099e-05,1.0908289245464463e-05,3,3.387026544450266e-05,1.0191811266802942e-05,3,1.3312949028880043,1.7239562613451016,0.7857231721410552
DAG(52:1),0.00036931714348830384,6.55384879853335e-05,3,0.00020628278233713246,3.8768646710296594e-05,3,1.6843970193868918,1.7903440088602294,0.8402368233512109
DAG(52:2),0.0005391640867348195,8.302383099803206e-05,3,0.0002789783250049432,3.3423640373049884e-05,3,2.1363092601305365,1.932637909146763,0.9505713656343332
DAG(52:3),0.00026232774534791747,7.877855920147538e-05,3,0.00014820606782882473,3.2074176049666075e-05,3,1.0926342847236854,1.7700202777858,0.8237658882706677
DAG(52:4),7.830524987953902e-05,3.3978585898116318e-06,3,8.303798787909912e-05,1.7249882976951182e-05,3,0.1769862527507605,0.9430051459525871,-0.08466245121920507
DAG(52:5),4.4046691636796044e-05,1.0678153451354518e-05,3,6.0418460809072964e-05,2.0234506813092338e-05,3,0.5483009973148899,0.729027039864306,-0.45595576928620724
DAG(52:6),4.793910708135944e-05,1.019493327473763e-05,3,8.880066065318312e-05,1.7274364354035225e-05,3,1.6150131962666026,0.5398507930992632,-0.8893673724267972
DAG(53:1),4.782518779545297e-05,1.238748334456295e-06,3,5.61772502694452e-05,9.346110241602771e-06,3,0.6995880711879932,0.8513266058069255,-0.23221537639391251
DAG(53:2),2.5319715653695856e-05,5.243897409427862e-06,3,3.629411625824907e-05,7.0329694674996695e-06,3,1.0170012247792062,0.6976259037011568,-0.519474484750486
DAG(54:0),3.343577475395092e-05,1.1009077609250516e-05,3,4.008262939986639e-05,4.237751145317529e-06,3,0.4152662509807268,0.8341711922237909,-0.26158460470950606
DAG(54:1),0.00031374601732929967,5.140913401335535e-05,3,0.00017888573623717368,3.251882011342937e-05,3,1.7337486718241764,1.7538906339257982,0.8105587895089088
DAG(54:2),0.0005456408774942532,0.00011067625845202742,3,0.00025523743359630123,4.855947054517763e-05,3,1.850013947859428,2.137777636321447,1.0961117970901575
DAG(54:3),0.0005325232185156745,8.364806389334418e-05,3,0.000213768919314048,2.7654562847938328e-05,3,2.4803442260410384,2.4911162026007365,1.3167923202562728
DAG(54:4),0.0003795190127087876,7.527314230815132e-05,3,0.00019747443911137213,3.906602203581073e-05,3,1.688022306297716,1.921863986127063,0.9425062375250493
DAG(54:5),0.00021240410064857432,2.6527131464925838e-05,3,0.0002556718669441318,5.8674135894794266e-05,3,0.5097912702591046,0.8307683719264579,-0.2674818023126755
DAG(54:6),0.0004403123370806403,6.702869714215649e-05,3,0.0006374976273140218,0.00016128485794259713,3,0.9129582420251853,0.6906885895965054,-0.5338927048392483
DAG(54:7),0.00018928721761198963,3.080704564607945e-05,3,0.00024247082693383188,5.4537839871073224e-05,3,0.6668639748654674,0.7806597602096041,-0.35723418827497755
DAG(55:1),5.000864503605665e-05,2.841682099203612e-06,3,4.183576734129738e-05,1.276440040789968e-06,3,1.9802920192492033,1.1953562277962946,0.2574406194526744
DAG(55:2),3.768667100100259e-05,2.141500500261696e-06,3,4.081057141837558e-05,1.2263075981928405e-05,3,0.16352386958215923,0.923453646719428,-0.11488854875962992
DAG(55:6),1.850616147683047e-05,1.05159073507718e-06,3,3.392069720355347e-05,1.2284768928161187e-05,3,1.0163535927027771,0.5455713768433922,-0.8741601388854713
DAG(55:7),1.8492402629756174e-05,1.0508089048674512e-06,3,3.9457825209730666e-05,4.571037176418836e-06,3,2.8241375790604937,0.4686624904303083,-1.093378762062475
DAG(56:1),0.00017594113444179663,6.630740321647587e-05,3,0.0001293295332701641,2.0039070611681e-05,3,0.5106380507725264,1.360409567660488,0.4440410575622445
DAG(56:2),0.0004647359621731198,8.337794516305135e-05,3,0.0002073458666458763,3.252618811984242e-05,3,2.1197319873664875,2.241356288846776,1.1643719997166115
DAG(56:3),0.0005563102656398414,9.394485732833045e-05,3,0.0002316785241552047,4.1668818135685455e-05,3,2.265192141279498,2.401216373716026,1.263765410741271
DAG(56:4),0.0005743265252448924,7.689127910238762e-05,3,0.0002515167056265002,4.595472989600938e-05,3,2.473971884482335,2.2834527981523487,1.1912169676994697
DAG(56:5),0.00044224083118573,7.042322581519093e-05,3,0.0003850395151111297,7.744256763478001e-05,3,0.40068040799713567,1.148559599287078,0.1998257207689541
DAG(56:6),0.0007347688864646505,0.0001283076126143053,3,0.0009488721947396245,0.00019127659757723747,3,0.738329849382218,0.7743602252632926,-0.3689232438878444
DAG(56:7),0.0008050481694425643,0.00010262348599902334,3,0.0010550035483605103,0.00025496735468526037,3,0.7204873304262499,0.7630762670832908,-0.39010083776978544
DAG(56:8),0.00022577038576717808,3.384103488333301e-05,3,0.00032125444916732815,6.777976417713992e-05,3,1.0249211502297733,0.7027774598993448,-0.5088601741912038
DAG(57:1),4.481954575638169e-05,2.5623528195271856e-06,3,3.818453478220152e-05,5.520717598188366e-06,3,0.8793351166065307,1.1737617339591855,0.23113958040523544
DAG(57:2),3.819031253424641e-05,4.278240061476217e-06,3,5.0828249814884486e-05,8.141173385518486e-06,3,1.1193015530844477,0.751359975472986,-0.41242382842136394
DAG(57:3),2.241871084508875e-05,4.749453864473791e-06,3,1.9861367381190402e-05,2.099850574361083e-06,3,0.354834582439015,1.1287596878309731,0.1747383700102072
DAG(57:7),2.0998453635959073e-05,1.193212288900019e-06,3,3.0670036768125406e-05,3.2426012311828884e-06,3,2.0783256805345607,0.6846569436715588,-0.5465468070150389
DAG(57:8),1.07985384968e-05,6.136141765447302e-07,3,2.2364943753038844e-05,2.364542132675519e-06,3,2.919156973387367,0.4828332508250885,-1.0504030626456238
DAG(58:10),2.1142637454195002e-05,1.201405363816975e-06,3,0.00011376422560618607,3.2223443423178336e-05,3,2.1178187016889964,0.18584609829265472,-2.427819694731414
DAG(58:1),9.119929934773412e-05,1.2010199566940596e-05,3,5.748782330251158e-05,1.8091562549705254e-05,3,1.2618503183858203,1.5864107233252944,0.6657663345931262
DAG(58:2),0.00023048673296474227,5.3007951843715015e-05,3,0.00011842565707015811,1.904438747159739e-05,3,1.5825216026149622,1.9462567374922528,0.9607020335906766
DAG(58:3),0.00036545104436295773,5.532364578141758e-05,3,0.0001492410522474733,3.054597360250371e-05,3,2.391090982219236,2.4487300167045354,1.2920337191722282
DAG(58:4),0.0004674418854472955,9.537912546200165e-05,3,0.00019349486310897332,5.1225185443714094e-05,3,1.9262834212651945,2.41578447064013,1.2724917472917314
DAG(58:5),0.0004665005071162638,6.737870999946741e-05,3,0.00032247634059911085,8.036131791505767e-05,3,1.1186407854637388,1.4466193279469075,0.532685332418416
DAG(58:6),0.0006329521918847818,9.745265381107409e-05,3,0.0007594750771881482,0.00018908121846836266,3,0.44234197426635996,0.8334074558815018,-0.2629060880612606
DAG(58:7),0.0008109655634145611,0.0001535499237513401,3,0.001036526583053772,0.00019518912960615655,3,0.7194301184608464,0.7823876171369649,-0.35404455797715484
DAG(58:8),0.00041114521357058176,5.5323143377267705e-05,3,0.0006296294773590958,0.00020540480055085002,3,0.8242906964648785,0.6529954971217046,-0.6148550515116513
DAG(58:9),0.00011181459520085747,2.5392806140109033e-05,3,0.0002512527825155652,6.837813060673933e-05,3,1.5283553376228056,0.4450282861799969,-1.168031057606793
DAG(59:1),3.820977916865234e-05,2.1712255031064165e-06,3,3.944160696231568e-05,4.916115033456846e-06,3,0.14774181448345317,0.9687683162899452,-0.04577641263674729
DAG(59:2),4.2466690269280275e-05,1.1742909695556929e-06,3,2.773318890313511e-05,2.67427701695815e-06,3,3.02434998806876,1.5312588255755764,0.6147181592678117
DAG(60:10),5.5262611177905764e-05,8.397673492271094e-06,3,0.00021652145440265053,7.372067893300524e-05,3,1.7055391161376965,0.25522926275535524,-1.970134347243127
DAG(60:1),4.74299317258292e-05,4.7923123392629044e-06,3,3.625732147613885e-05,7.2109800269894465e-06,3,1.0500744003520088,1.3081477007903939,0.38752544234037056
DAG(60:2),8.463521303018996e-05,1.4084546975483548e-05,3,5.088110671723809e-05,7.67218382906229e-06,3,1.660269155468297,1.6633917477568596,0.7341279798029212
DAG(60:3),0.00010237312999951361,3.761189384548727e-05,3,5.4949927836557895e-05,1.1682122339141499e-05,3,0.977343803906692,1.8630257405252735,0.8976476074366185
DAG(60:4),0.00020250327181656303,3.686206718974902e-05,3,7.576609217638444e-05,2.4258104396982812e-05,3,2.1176511527960633,2.6727427269857444,1.4183209732468607
DAG(60:5),0.0002446305894539387,4.262133259874357e-05,3,0.00015677021560888064,3.23390133579422e-05,3,1.3310573960718965,1.5604404733629835,0.6419533233436168
DAG(60:6),0.00035972867441976577,4.52759246512133e-05,3,0.0004131529157439697,9.103891815229918e-05,3,0.38272802371250164,0.8706913607810265,-0.1997666862589601
DAG(60:7),0.0005122242119477539,8.491840517386043e-05,3,0.0006182748435510267,0.00010776986941964445,3,0.5991652742387952,0.8284733194153963,-0.2714728579921096
DAG(60:8),0.00032416593767686493,9.515398232856904e-05,3,0.00041474451557142354,0.00011023669779363484,3,0.4660158853771263,0.7816039164019759,-0.35549039861541293
DAG(60:9),0.00016496195207670546,3.5418116104810985e-05,3,0.0003150377709693286,6.510732207084783e-05,3,1.6066657587673587,0.5236259498952772,-0.9333914986402277
DAG(23:3),5.079518523117042e-05,2.9354193294201025e-06,3,4.2006405596728875e-05,4.44114311095579e-06,3,1.3376771696835028,1.209224748216161,0.274082410842532
DAG(24:3),3.84618980715322e-05,2.185551861532407e-06,3,4.2073899210101916e-05,3.819581502426134e-06,3,0.6417098181213444,0.9141510245928793,-0.12949556589252534
DAG(26:3),4.989522247191529e-05,4.5477229038655713e-07,3,4.574839695965322e-05,4.836766562346767e-06,3,0.6708824784034465,1.090644170896726,0.12518049064795753
DAG(41:3),4.061259279795794e-05,4.654368683158448e-07,3,3.088603521557816e-05,1.6099837742566697e-06,3,3.259045880558198,1.3149176485259575,0.3949724483513984
DAG(43:3),2.2689259669750545e-05,1.553549186467913e-06,3,2.2302965247199475e-05,6.006088003292564e-06,3,0.03653935881942091,1.0173203167502392,0.024774002329383343
DAG(44:3),3.8587225247328115e-05,2.1926734300481324e-06,3,2.1691523490267136e-05,2.2933445208279686e-06,3,3.1146661182418884,1.7789080266603674,0.8309919221221681
DAG(45:3),2.7363441714064135e-05,1.5548952073265128e-06,3,2.566309776629322e-05,2.0236931758982858e-06,3,0.5047942287064227,1.0662563796177484,0.09255437349231503
DAG(47:3),1.8659488499175486e-05,7.496962048890464e-07,3,2.5454434041239603e-05,3.631022712492449e-06,3,1.4721439979919981,0.7330545424402133,-0.4480075497607818
DAG(48:3),2.54283138871024e-05,2.868804103486479e-06,3,2.6991752142455926e-05,3.0115784394080957e-06,3,0.2592306864883183,0.9420771853897414,-0.0860828286616518
DAG(50:3),1.9116066671926885e-05,1.0862478763347988e-06,3,2.1067472117110627e-05,3.724019901217487e-06,3,0.363747452270089,0.9073735361159517,-0.14023151131842132
